Mapping parameters for Dasyatis pastinaca (Common stingray)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  27 |  34 |  37 |  47 ,
Bounding Box (NSWE): ,60,-7,-32,42

Pelagic: False,
Layer used to generate probabilities: Bottom,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,5,20,35,200
Temperature (°C),1,2.52,3.43,19.37,27.05
Salinity (psu),1,7.6374,34.1458,38.9123,39.4123
Primary Production,1,301,384,2124,3594.5
Sea Ice Concentration,1,-1,0,0.01,0.01
Distance to Land (km),0,1,8,144,358
 

Map data (HSPEC) for predicted occurrences (n = 1862): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Dasyatis,pastinaca,0.25,9.75,1000:209:2,0.03,1,0.03515625,0.951777549758,1,1,1
Dasyatis,pastinaca,0.75,9.75,1000:209:4,0.16,1,0.161458333333,0.991629068522,1,1,1
Dasyatis,pastinaca,1.75,9.25,1000:219:3,0.06,0.0606060606061,1,1,1,1,1
Dasyatis,pastinaca,4.75,5.75,1000:245:4,0.09,1,0.09375,1,1,1,1
Dasyatis,pastinaca,6.25,4.75,1000:364:2,0.15,1,0.145833333333,1,1,1,1
Dasyatis,pastinaca,5.75,5.25,1000:455:3,0.15,1,0.145833333333,1,1,1,1
Dasyatis,pastinaca,38.75,2.75,1300:382:4,0.10,0.0969696969697,1,1,1,1,1
Dasyatis,pastinaca,39.75,4.75,1300:394:4,0.17,0.169696969697,1,1,1,1,1
Dasyatis,pastinaca,38.25,9.75,1300:489:2,0.01,0.00606060606061,1,1,1,1,1
Dasyatis,pastinaca,34.25,14.25,1301:144:1,0.14,0.30303030303,1,1,0.457831325301,1,1
Dasyatis,pastinaca,30.75,17.75,1301:207:4,0.10,1,0.807291666667,1,0.120481927711,1,1
Dasyatis,pastinaca,31.75,16.25,1301:216:3,0.16,0.884848484848,1,1,0.180722891566,1,1
Dasyatis,pastinaca,31.75,16.75,1301:216:4,0.01,0.193939393939,1,1,0.0722891566265,1,1
Dasyatis,pastinaca,31.25,18.75,1301:218:2,0.01,0.0363636363636,1,1,0.349397590361,1,1
Dasyatis,pastinaca,32.25,15.25,1301:225:1,0.07,1,1,1,0.0722891566265,1,1
Dasyatis,pastinaca,32.25,16.25,1301:226:1,0.06,0.442424242424,1,1,0.144578313253,1,1
