Mapping parameters for Sargocentron rubrum (Redcoat)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  51 |  57 |  61 |  71 |  81 ,
Bounding Box (NSWE): ,35,-35,32,-173

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,1,9,43,84
Temperature (°C),1,21.35,26.32,29.03,29.53
Salinity (psu),1,30.21,32.11,35.20000000000001,38.66
Primary Production,1,166,409,1109,1938
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,2,14,222,727
 

Map data (HSPEC) for predicted occurrences (n = 4647): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Sargocentron,rubrum,1.25,43.75,1004:113:2,0.12,0.125,1,1,1,1,1
Sargocentron,rubrum,6.75,49.75,1004:469:4,0.07,0.073170731707317,1,0.92196531791908,1,1,1
Sargocentron,rubrum,8.25,49.75,1004:489:2,0.16,0.375,1,0.89595375722543,0.48492159227986,1,1
Sargocentron,rubrum,8.25,76.75,1007:486:2,0.14,1,1,1,0.13751507840772,1,1
Sargocentron,rubrum,8.25,77.75,1007:487:2,0.06,1,1,1,0.057901085645356,1,1
Sargocentron,rubrum,0.25,99.25,1009:209:1,0.19,1,0.44,1,0.43063932448733,1,1
Sargocentron,rubrum,2.75,99.75,1009:229:4,0.02,0.125,0.32,0.73157894736842,0.73582629674306,1,1
Sargocentron,rubrum,3.75,98.75,1009:238:4,0.09,1,0.28,0.73157894736842,0.44270205066345,1,1
Sargocentron,rubrum,3.25,99.25,1009:239:1,0.05,0.375,0.24,0.73157894736842,0.73341375150784,1,1
Sargocentron,rubrum,3.25,99.75,1009:239:2,0.01,1,0.24,0.73157894736842,0.051869722557298,1,1
Sargocentron,rubrum,3.75,99.25,1009:239:3,0.11,1,0.24,0.73157894736842,0.6043425814234,1,1
Sargocentron,rubrum,3.75,99.75,1009:239:4,0.11,1,0.24,0.73157894736842,0.6357056694813,1,1
Sargocentron,rubrum,4.25,98.25,1009:248:1,0.19,1,0.28,0.91052631578947,0.76477683956574,1,1
Sargocentron,rubrum,4.25,99.25,1009:249:1,0.16,1,0.22,0.73157894736842,1,1,1
Sargocentron,rubrum,4.25,99.75,1009:249:2,0.13,1,0.22,0.73157894736842,0.77804583835947,1,1
Sargocentron,rubrum,4.75,99.25,1009:249:3,0.14,0.8780487804878,0.22,0.73157894736842,1,1,1
Sargocentron,rubrum,4.75,99.75,1009:249:4,0.12,0.80487804878049,0.22,0.73157894736842,0.92521109770808,1,1
Sargocentron,rubrum,5.75,97.75,1009:457:4,0.16,0.24390243902439,0.66,1,1,1,1
Sargocentron,rubrum,7.75,97.75,1009:477:4,0.17,0.17073170731707,0.98,1,1,1,1
Sargocentron,rubrum,0.25,103.25,1010:103:1,0.18,1,1,0.18421052631579,1,1,1
Sargocentron,rubrum,0.25,103.75,1010:103:2,0.05,1,1,0.18421052631579,0.29553679131484,1,1
Sargocentron,rubrum,0.75,103.25,1010:103:3,0.09,1,1,0.18421052631579,0.46562123039807,1,1
Sargocentron,rubrum,0.75,103.75,1010:103:4,0.03,1,1,0.18421052631579,0.18335343787696,1,1
Sargocentron,rubrum,1.75,101.25,1010:111:3,0.02,0.125,0.68,0.18421052631579,1,1,1
Sargocentron,rubrum,1.75,101.75,1010:111:4,0.02,1,0.68,0.18421052631579,0.13027744270205,1,1
Sargocentron,rubrum,1.25,102.25,1010:112:1,0.17,1,0.90000000000001,0.18421052631579,1,1,1
Sargocentron,rubrum,1.25,102.75,1010:112:2,0.08,1,0.90000000000001,0.18421052631579,0.47768395657419,1,1
Sargocentron,rubrum,1.75,102.25,1010:112:3,0.01,1,0.90000000000001,0.18421052631579,0.04583835946924,1,1
Sargocentron,rubrum,2.25,100.25,1010:120:1,0.11,1,0.34,0.73157894736842,0.42219541616405,1,1
Sargocentron,rubrum,2.25,101.25,1010:121:1,0.16,1,0.5,0.73157894736842,0.44873341375151,1,1
Sargocentron,rubrum,2.75,101.75,1010:121:4,0.09,1,0.5,0.73157894736842,0.24246079613993,1,1
Sargocentron,rubrum,2.25,102.25,1010:122:1,0.08,1,0.94,0.18421052631579,0.45717732207479,1,1
Sargocentron,rubrum,3.25,100.25,1010:130:1,0.06,1,0.22,0.73157894736842,0.36550060313631,1,1
Sargocentron,rubrum,3.25,100.75,1010:130:2,0.02,1,0.22,0.73157894736842,0.13268998793727,1,1
Sargocentron,rubrum,3.75,100.25,1010:130:3,0.06,1,0.22,0.73157894736842,0.35826296743064,1,1
Sargocentron,rubrum,3.75,100.75,1010:130:4,0.01,1,0.22,0.73157894736842,0.09167671893848,1,1
Sargocentron,rubrum,4.25,100.25,1010:140:1,0.04,1,0.2,0.73157894736842,0.28709288299156,1,1
Sargocentron,rubrum,4.25,100.75,1010:140:2,0.02,1,0.2,0.73157894736842,0.14957780458384,1,1
Sargocentron,rubrum,4.75,100.25,1010:140:3,0.03,1,0.2,0.73157894736842,0.18576598311218,1,1
Sargocentron,rubrum,4.75,100.75,1010:140:4,0.04,1,0.2,0.73157894736842,0.27985524728589,1,1
Sargocentron,rubrum,0.75,108.75,1010:208:4,0.06,1,1,1,0.063932448733414,1,1
Sargocentron,rubrum,1.75,108.75,1010:218:4,0.14,1,1,1,0.1351025331725,1,1
