Mapping parameters for Gerres silaceus (Malayan silver-biddy)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Computer-generated,
Map Option: In FAO
FAOAreas: 71,
Bounding Box (NSWE): ,,,,

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,1,1,2,2
Temperature (°C),1,28.31,28.81,29.11,33.31
Salinity (psu),1,31.08,31.9,32.9,33.4
Primary Production,1,606.5,750.2,942.2,1086.5
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,6,8.2,21,31.5
 

Map data (HSPEC) for predicted occurrences (n = 156): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Gerres,silaceus,2.25,100.75,1010:120:2,0.18
Gerres,silaceus,2.75,104.25,1010:124:3,0.16
Gerres,silaceus,4.75,103.75,1010:143:4,0.08
Gerres,silaceus,2.25,109.75,1010:229:2,0.01
Gerres,silaceus,5.25,103.25,1010:353:1,0.11
Gerres,silaceus,8.25,100.75,1010:380:2,0.11
Gerres,silaceus,4.75,114.75,1011:144:4,0.12
Gerres,silaceus,6.75,117.25,1011:467:3,0.01
Gerres,silaceus,6.75,117.75,1011:467:4,0.18
Gerres,silaceus,7.25,117.75,1011:477:2,0.18
Gerres,silaceus,11.25,102.75,1110:112:2,0.12
Gerres,silaceus,-3.25,108.75,3010:238:2,0.10
Gerres,silaceus,-5.75,104.75,3010:354:4,0.12
Gerres,silaceus,-5.75,105.25,3010:455:3,0.06
Gerres,silaceus,-6.25,105.25,3010:465:1,0.09
Gerres,silaceus,-1.75,116.25,3011:216:3,0.06
Gerres,silaceus,-1.25,117.25,3011:217:1,0.04
Gerres,silaceus,-3.75,118.75,3011:238:4,0.05
Gerres,silaceus,-3.75,119.75,3011:239:4,0.01
Gerres,silaceus,-6.75,111.75,3011:361:4,0.08
Gerres,silaceus,-6.75,112.25,3011:362:3,0.08
Gerres,silaceus,-6.75,113.25,3011:363:3,0.06
Gerres,silaceus,-7.25,112.75,3011:372:2,0.07
Gerres,silaceus,-7.75,112.75,3011:372:4,0.04
Gerres,silaceus,-7.25,113.25,3011:373:1,0.06
Gerres,silaceus,-7.25,113.75,3011:373:2,0.16
Gerres,silaceus,-7.75,113.25,3011:373:3,0.07
Gerres,silaceus,-5.25,118.25,3011:458:1,0.17
Gerres,silaceus,0.75,104.75,1010:104:4,0.21
