Mapping parameters for Paralichthys squamilentus (Broad flounder)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  21 |  31 ,
Bounding Box (NSWE): ,37,18,-98,-75

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,1,6,26,50
Temperature (°C),1,12.66,23.28,26.13,30.33
Salinity (psu),1,30.98,32.54,36.27,39.14
Primary Production,1,326,343,1890,2402.5
Sea Ice Concentration,1,-0.99977272727273,0,0,0.01
Distance to Land (km),0,4,10,160,335
 

Map data (HSPEC) for predicted occurrences (n = 472): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Paralichthys,squamilentus,23.25,-77.25,7207:237:1,0.03,0.041666666666667,0.78333333333333,0.90592334494774,1,1,1
Paralichthys,squamilentus,22.75,-80.25,7208:120:3,0.14,0.2,0.68333333333333,1,1,1,1
Paralichthys,squamilentus,25.25,-83.75,7208:353:2,0.16,0.16666666666667,0.97619047619048,1,1,1,1
Paralichthys,squamilentus,29.25,-86.25,7208:496:1,0.04,0.041666666666667,1,1,1,1,1
Paralichthys,squamilentus,29.25,-89.75,7208:499:2,0.01,1,1,1,0.008780487804878,1,1
Paralichthys,squamilentus,25.75,-96.25,7209:456:3,0.17,0.16666666666667,1,1,1,1,1
Paralichthys,squamilentus,34.25,-75.75,7307:245:2,0.04,0.041666666666667,0.98305084745763,1,1,1,1
Paralichthys,squamilentus,18.25,-87.25,7108:487:1,0.38,1,0.59047619047619,1,0.64705882352941,1,1
Paralichthys,squamilentus,18.75,-94.25,7109:384:3,0.38,0.41666666666667,0.9,1,1,1,1
Paralichthys,squamilentus,20.75,-75.25,7207:205:3,0.24,1,0.6047619047619,0.9616724738676,0.41176470588235,1,1
Paralichthys,squamilentus,22.25,-79.25,7207:229:1,0.36,0.6,0.68095238095238,0.89198606271777,1,1,1
Paralichthys,squamilentus,21.75,-86.25,7208:216:3,0.31,0.45833333333333,0.68095238095238,1,1,1,1
Paralichthys,squamilentus,21.25,-87.25,7208:217:1,0.31,0.4,0.76666666666667,1,1,1,1
Paralichthys,squamilentus,27.75,-80.75,7208:370:4,0.20,0.2,1,1,1,1,1
Paralichthys,squamilentus,28.25,-84.75,7208:384:2,0.33,0.33333333333333,1,1,1,1,1
Paralichthys,squamilentus,28.75,-85.25,7208:485:3,0.29,0.29166666666667,1,1,1,1,1
Paralichthys,squamilentus,28.75,-89.75,7208:489:4,0.25,1,1,1,0.25268292682927,1,1
Paralichthys,squamilentus,29.25,-89.25,7208:499:1,0.39,1,1,1,0.38731707317073,1,1
Paralichthys,squamilentus,23.25,-97.25,7209:237:1,0.30,0.33333333333333,1,0.89895470383275,1,1,1
Paralichthys,squamilentus,25.75,-90.25,7209:350:3,0.29,1,1,1,0.29411764705882,1,1
Paralichthys,squamilentus,30.75,-79.75,7307:209:4,0.21,0.20833333333333,1,1,1,1,1
Paralichthys,squamilentus,33.25,-79.75,7307:239:2,0.20,0.2,1,1,1,1,1
Paralichthys,squamilentus,35.75,-76.25,7307:456:3,0.33,1,0.71280602636535,1,0.46146341463415,1,1
Paralichthys,squamilentus,30.75,-87.25,7308:207:3,0.20,0.2,1,1,1,1,1
Paralichthys,squamilentus,18.25,-77.75,7107:487:2,0.42,1,0.51428571428571,1,0.82352941176471,1,1
Paralichthys,squamilentus,18.25,-87.75,7108:487:2,0.59,1,0.59047619047619,1,1,1,1
Paralichthys,squamilentus,18.75,-87.25,7108:487:3,0.59,1,0.59047619047619,1,1,1,1
Paralichthys,squamilentus,18.75,-87.75,7108:487:4,0.59,1,0.59047619047619,1,1,1,1
Paralichthys,squamilentus,18.25,-88.25,7108:488:1,0.55,1,0.55238095238095,1,1,1,1
Paralichthys,squamilentus,18.75,-88.25,7108:488:3,0.55,1,0.55238095238095,1,1,1,1
Paralichthys,squamilentus,18.25,-92.75,7109:382:2,0.48,0.6,0.80238095238095,1,1,1,1
Paralichthys,squamilentus,18.25,-93.25,7109:383:1,0.52,0.6,0.85952380952381,1,1,1,1
Paralichthys,squamilentus,20.75,-75.75,7207:205:4,0.48,1,0.6047619047619,0.9616724738676,0.82352941176471,1,1
Paralichthys,squamilentus,20.25,-77.25,7207:207:1,0.57,1,0.57380952380952,1,1,1,1
Paralichthys,squamilentus,20.25,-77.75,7207:207:2,0.57,1,0.57380952380952,1,1,1,1
Paralichthys,squamilentus,20.75,-77.25,7207:207:3,0.57,1,0.57380952380952,1,1,1,1
Paralichthys,squamilentus,20.75,-77.75,7207:207:4,0.57,1,0.57380952380952,1,1,1,1
Paralichthys,squamilentus,20.75,-78.25,7207:208:3,0.56,1,0.55714285714286,1,1,1,1
