Mapping parameters for Gymnocranius frenatus (Yellowsnout large-eye bream)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  61 |  71 ,
Bounding Box (NSWE): ,23,-10,95,157

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,20,26,51,80
Temperature (°C),1,21.42,26.49,28.97,33.17
Salinity (psu),1,28.25,30.56,33.86,36.975
Primary Production,1,501,512,2038,3065
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,12.5,17,25,32.5
 

Map data (HSPEC) for predicted occurrences (n = 1451): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Gymnocranius,frenatus,0.75,107.75,1010:207:4,0.17,0.16666666666667,1,1,1,1,1
Gymnocranius,frenatus,0.25,108.75,1010:208:2,0.16,1,0.99047619047619,1,0.1587147030185,1,1
Gymnocranius,frenatus,5.25,112.75,1011:352:2,0.09,1,1,1,0.090909090909091,1,1
Gymnocranius,frenatus,9.25,117.75,1011:497:2,0.18,1,1,1,0.18181818181818,1,1
Gymnocranius,frenatus,0.75,120.75,1012:100:4,0.08,1,0.93809523809524,0.98715890850722,0.090909090909091,1,1
Gymnocranius,frenatus,5.75,121.75,1012:351:4,0.09,1,1,0.98394863563403,0.090909090909091,1,1
Gymnocranius,frenatus,18.75,121.75,1112:381:4,0.16,1,1,0.90369181380417,0.18181818181818,1,1
Gymnocranius,frenatus,21.25,114.75,1211:114:2,0.08,0.10344827586207,0.74358974358974,1,1,1,1
Gymnocranius,frenatus,22.25,118.25,1211:228:1,0.07,1,0.79092702169625,0.9454253611557,0.090909090909091,1,1
Gymnocranius,frenatus,-1.25,109.75,3010:219:2,0.11,1,1,1,0.11295034079844,1,1
Gymnocranius,frenatus,-3.75,113.25,3011:133:3,0.08,1,1,1,0.078870496592016,1,1
Gymnocranius,frenatus,-7.75,129.75,3012:479:4,0.16,1,1,0.90690208667737,0.18181818181818,1,1
Gymnocranius,frenatus,-8.75,134.25,3013:384:3,0.07,0.068965517241379,1,0.95184590690209,1,1,1
Gymnocranius,frenatus,-6.25,138.25,3013:468:1,0.01,1,1,1,0.013631937682571,1,1
Gymnocranius,frenatus,-8.25,137.25,3013:487:1,0.11,1,1,0.93579454253611,0.11976630963973,1,1
Gymnocranius,frenatus,2.25,100.75,1010:120:2,0.30,0.33333333333333,0.90714285714286,1,1,1,1
Gymnocranius,frenatus,8.75,105.75,1010:485:4,0.33,0.33333333333333,1,1,1,1,1
Gymnocranius,frenatus,11.25,100.25,1110:110:1,0.24,0.24137931034483,0.98095238095238,1,1,1,1
Gymnocranius,frenatus,11.25,108.25,1110:218:1,0.36,1,1,1,0.36363636363636,1,1
Gymnocranius,frenatus,17.25,108.25,1110:478:1,0.38,0.37931034482759,1,1,1,1,1
Gymnocranius,frenatus,19.75,106.75,1110:496:4,0.30,0.31034482758621,0.95266272189349,1,1,1,1
Gymnocranius,frenatus,12.25,120.75,1112:120:2,0.28,0.27586206896552,1,1,1,1,1
