Mapping parameters for Scomberomorus concolor (Monterey Spanish mackerel)

"Cite AquaMaps itself as: Kaschner, K., J. Rius-Barile, K. Kesner-Reyes, C. Garilao, S.O. Kullander, T. Rees and R. Froese. 2013. AquaMaps: Predicted range maps for aquatic species World Wide Web electronic publication, www.aquamaps.org, Version 08/2013. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 77,
Bounding Box (NSWE): ,32,20,-115,-105

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,15,18,33,50
Temperature (°C),1,19.95,22.31,25.89,30.09
Salinity (psu),1,34.54,35.04,35.34,35.84
Primary Production,1,497.5,1007,1750,2293.5
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,1,5,73,90
 

Map data (HSPEC) for predicted occurrences (n = 89): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,SST,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Scomberomorus,concolor,29.75,-114.25,7211:394:3,0.19,,,,,,
Scomberomorus,concolor,23.25,-110.25,7211:130:1,0.05,,,,,,
Scomberomorus,concolor,22.75,-110.25,7211:120:3,0.03,,,,,,
Scomberomorus,concolor,23.25,-109.75,7210:239:2,0.09,,,,,,
Scomberomorus,concolor,22.75,-109.75,7210:229:4,0.09,,,,,,
Scomberomorus,concolor,21.75,-106.75,7210:216:4,0.09,,,,,,
Scomberomorus,concolor,21.75,-106.25,7210:216:3,0.12,,,,,,
Scomberomorus,concolor,21.25,-106.25,7210:216:1,0.12,,,,,,
Scomberomorus,concolor,21.75,-105.75,7210:215:4,0.15,,,,,,
Scomberomorus,concolor,20.75,-105.75,7210:205:4,0.13,,,,,,
Scomberomorus,concolor,20.75,-105.25,7210:205:3,0.13,,,,,,
Scomberomorus,concolor,20.25,-105.25,7210:205:1,0.14,,,,,,
Scomberomorus,concolor,23.25,-109.25,7210:239:1,0.24,,,,,,
Scomberomorus,concolor,22.25,-106.25,7210:226:1,0.24,,,,,,
Scomberomorus,concolor,22.75,-105.75,7210:225:4,0.35,,,,,,
Scomberomorus,concolor,22.25,-105.75,7210:225:2,0.39,,,,,,
Scomberomorus,concolor,21.75,-105.25,7210:215:3,0.21,,,,,,
Scomberomorus,concolor,21.25,-105.25,7210:215:1,0.21,,,,,,
Scomberomorus,concolor,20.25,-105.75,7210:205:2,0.21,,,,,,
Scomberomorus,concolor,23.75,-110.25,7211:130:3,0.58,,,,,,
Scomberomorus,concolor,24.25,-108.25,7210:248:1,0.48,,,,,,
Scomberomorus,concolor,23.75,-109.75,7210:239:4,0.46,,,,,,
Scomberomorus,concolor,23.75,-109.25,7210:239:3,0.43,,,,,,
Scomberomorus,concolor,23.25,-106.75,7210:236:2,0.59,,,,,,
Scomberomorus,concolor,23.25,-106.25,7210:236:1,0.45,,,,,,
Scomberomorus,concolor,22.75,-106.25,7210:226:3,0.41,,,,,,
