Mapping parameters for Dasyatis brevis (Whiptail stingray)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  77 |  87 ,
Bounding Box (NSWE): ,42,-19,-161,-70

Pelagic: False,
Layer used to generate probabilities: Bottom,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,1,1,17,70
Temperature (°C),1,-1.14,6.91,17.3,24.3
Salinity (psu),1,33.0072,33.6376,34.7952,35.8672
Primary Production,1,257,782,1509,2854
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,8,10,28,111
 

Map data (HSPEC) for predicted occurrences (n = 429): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Dasyatis,brevis,-6.25,-81.25,5008:361:1,0.13,1,0.453416149068,1,0.287732342007,1,1
Dasyatis,brevis,-8.75,-139.25,5013:489:3,0.09,1,0.349068322981,1,0.262857142857,1,1
Dasyatis,brevis,-8.75,-139.75,5013:489:4,0.13,1,0.418633540373,1,0.302857142857,1,1
Dasyatis,brevis,-9.75,-138.75,5013:498:4,0.19,1,0.505590062112,1,0.380952380952,1,1
Dasyatis,brevis,-9.25,-139.75,5013:499:2,0.11,1,0.372670807453,1,0.291428571429,1,1
Dasyatis,brevis,-9.75,-139.25,5013:499:3,0.13,1,0.372670807453,1,0.340952380952,1,1
Dasyatis,brevis,-7.75,-140.25,5014:370:3,0.07,1,0.453416149068,1,0.152380952381,1,1
Dasyatis,brevis,-7.75,-140.75,5014:370:4,0.07,1,0.419875776398,1,0.165714285714,1,1
Dasyatis,brevis,-8.25,-140.75,5014:380:2,0.10,1,0.373913043478,1,0.259047619048,1,1
Dasyatis,brevis,-8.75,-140.25,5014:380:3,0.15,1,0.417391304348,1,0.348571428571,1,1
Dasyatis,brevis,-8.75,-140.75,5014:380:4,0.12,1,0.373913043478,1,0.318095238095,1,1
Dasyatis,brevis,-9.25,-140.25,5014:390:1,0.13,1,0.372670807453,1,0.36,1,1
Dasyatis,brevis,-3.75,-154.75,5015:134:4,0.02,1,0.301863354037,1,0.0609523809524,1,1
Dasyatis,brevis,-0.25,-159.75,5015:209:2,0.13,1,0.296894409938,1,0.434285714286,1,1
Dasyatis,brevis,-9.75,-150.25,5015:390:3,0.02,1,0.314285714286,1,0.0514285714286,1,1
Dasyatis,brevis,-5.75,-155.75,5015:455:4,0.01,1,0.316770186335,1,0.0209523809524,1,1
Dasyatis,brevis,-8.75,-157.75,5015:487:4,0.03,1,0.331677018634,1,0.087619047619,1,1
Dasyatis,brevis,-10.75,-78.25,5107:208:3,0.10,0.150943396226,1,1,0.676579925651,1,1
Dasyatis,brevis,-10.25,-138.75,5113:208:2,0.12,1,0.371428571429,1,0.321904761905,1,1
Dasyatis,brevis,-10.75,-138.75,5113:208:4,0.10,1,0.349068322981,1,0.293333333333,1,1
Dasyatis,brevis,-15.75,-142.25,5114:352:3,0.06,1,0.508074534161,1,0.110476190476,1,1
Dasyatis,brevis,-16.75,-142.75,5114:362:4,0.01,1,0.480745341615,1,0.0114285714286,1,1
Dasyatis,brevis,-16.25,-143.25,5114:363:1,0.03,1,0.448447204969,1,0.0590476190476,1,1
Dasyatis,brevis,-16.25,-143.75,5114:363:2,0.01,1,0.48198757764,1,0.0190476190476,1,1
Dasyatis,brevis,-16.75,-143.25,5114:363:3,0.13,1,0.568944099379,1,0.226666666667,1,1
Dasyatis,brevis,-16.75,-143.75,5114:363:4,0.13,1,0.706832298137,1,0.188571428571,1,1
Dasyatis,brevis,-16.25,-144.25,5114:364:1,0.04,1,0.603726708075,1,0.0704761904762,1,1
Dasyatis,brevis,-16.25,-144.75,5114:364:2,0.01,1,0.776397515528,1,0.0114285714286,1,1
Dasyatis,brevis,-16.75,-144.25,5114:364:3,0.02,1,0.849689440994,1,0.0266666666667,1,1
Dasyatis,brevis,-16.75,-144.75,5114:364:4,0.12,1,0.849689440994,1,0.144761904762,1,1
Dasyatis,brevis,-17.75,-140.75,5114:370:4,0.01,1,0.40248447205,1,0.0190476190476,1,1
Dasyatis,brevis,-17.25,-143.25,5114:373:1,0.03,1,0.442236024845,1,0.0647619047619,1,1
Dasyatis,brevis,-17.25,-144.25,5114:374:1,0.01,1,0.377639751553,1,0.0152380952381,1,1
Dasyatis,brevis,-18.25,-142.25,5114:382:1,0.01,1,0.408695652174,1,0.0209523809524,1,1
Dasyatis,brevis,-15.75,-145.25,5114:455:3,0.03,1,0.611180124224,1,0.0495238095238,1,1
Dasyatis,brevis,-15.75,-146.25,5114:456:3,0.11,1,0.772670807453,1,0.139047619048,1,1
Dasyatis,brevis,-15.75,-146.75,5114:456:4,0.11,1,0.955279503106,1,0.12,1,1
Dasyatis,brevis,-15.25,-147.25,5114:457:1,0.04,1,0.770186335404,1,0.047619047619,1,1
Dasyatis,brevis,-15.25,-148.25,5114:458:1,0.04,1,0.411180124224,1,0.108571428571,1,1
Dasyatis,brevis,-16.25,-145.25,5114:465:1,0.01,1,0.848447204969,1,0.0114285714286,1,1
Dasyatis,brevis,-16.25,-145.75,5114:465:2,0.09,1,0.772670807453,1,0.11619047619,1,1
Dasyatis,brevis,-16.75,-145.25,5114:465:3,0.09,1,0.486956521739,1,0.194285714286,1,1
Dasyatis,brevis,4.25,-77.75,7007:247:2,0.16,0.264150943396,0.608695652174,1,1,1,1
Dasyatis,brevis,7.75,-79.25,7007:479:3,0.11,0.11320754717,1,1,1,1,1
Dasyatis,brevis,4.25,-81.75,7008:141:2,0.17,1,0.398757763975,1,0.428571428571,1,1
Dasyatis,brevis,5.75,-86.75,7008:456:4,0.06,1,0.464596273292,1,0.121904761905,1,1
Dasyatis,brevis,5.25,-87.25,7008:457:1,0.05,0.849056603774,0.464596273292,1,0.137142857143,1,1
Dasyatis,brevis,5.75,-87.25,7008:457:3,0.05,1,0.423602484472,1,0.121904761905,1,1
Dasyatis,brevis,0.75,-90.75,7009:100:4,0.17,1,0.463354037267,1,0.358095238095,1,1
Dasyatis,brevis,1.75,-91.75,7009:111:4,0.11,1,0.422360248447,1,0.257142857143,1,1
Dasyatis,brevis,1.75,-157.25,7015:217:3,0.18,1,0.612422360248,1,0.293333333333,1,1
Dasyatis,brevis,1.75,-157.75,7015:217:4,0.11,1,0.372670807453,1,0.293333333333,1,1
Dasyatis,brevis,2.25,-157.25,7015:227:1,0.10,1,0.349068322981,1,0.287619047619,1,1
Dasyatis,brevis,3.75,-159.25,7015:239:3,0.09,1,0.423602484472,1,0.217142857143,1,1
Dasyatis,brevis,4.75,-160.25,7016:140:3,0.07,1,0.375155279503,1,0.177142857143,1,1
Dasyatis,brevis,10.25,-85.25,7108:205:1,0.03,1,0.0685714285714,1,0.417142857143,1,1
Dasyatis,brevis,10.25,-86.25,7108:206:1,0.12,0.320754716981,0.417391304348,1,0.885714285714,1,1
Dasyatis,brevis,11.75,-87.25,7108:217:3,0.10,0.245283018868,1,1,0.419047619048,1,1
Dasyatis,brevis,12.75,-89.25,7108:229:3,0.11,0.207547169811,0.847204968944,1,0.620952380952,1,1
Dasyatis,brevis,13.25,-90.25,7109:130:1,0.08,0.11320754717,1,1,0.67619047619,1,1
Dasyatis,brevis,15.75,-93.25,7109:353:3,0.13,1,0.125714285714,1,1,1,1
Dasyatis,brevis,15.75,-94.75,7109:354:4,0.19,0.188679245283,1,0.990764925373,1,1,1
Dasyatis,brevis,16.25,-94.25,7109:364:1,0.13,1,0.125714285714,1,1,1,1
Dasyatis,brevis,16.25,-94.75,7109:364:2,0.13,1,0.125714285714,1,1,1,1
Dasyatis,brevis,10.25,-109.25,7110:209:1,0.02,1,0.372670807453,1,0.0609523809524,1,1
Dasyatis,brevis,18.75,-110.75,7111:380:4,0.06,1,0.366459627329,1,0.158095238095,1,1
Dasyatis,brevis,18.75,-111.25,7111:381:3,0.01,0.22641509434,0.350310559006,1,0.173333333333,1,1
Dasyatis,brevis,18.25,-114.75,7111:384:2,0.10,1,0.345341614907,1,0.299047619048,1,1
Dasyatis,brevis,19.25,-110.75,7111:390:2,0.06,1,0.366459627329,1,0.169523809524,1,1
Dasyatis,brevis,23.75,-106.75,7210:236:4,0.13,1,0.145714285714,0.992723880597,0.926394052045,1,1
Dasyatis,brevis,24.25,-107.25,7210:247:1,0.14,1,0.145714285714,0.992723880597,0.969516728625,1,1
Dasyatis,brevis,25.25,-108.25,7210:458:1,0.15,1,0.201428571429,0.802332089552,0.898141263941,1,1
Dasyatis,brevis,25.75,-109.75,7210:459:4,0.16,0.283018867925,0.580124223602,1,1,1,1
Dasyatis,brevis,26.75,-109.25,7210:469:3,0.18,1,0.317142857143,0.608395522388,0.925650557621,1,1
Dasyatis,brevis,27.25,-109.75,7210:479:2,0.01,1,0.0171428571429,0.459608208955,0.88624535316,1,1
Dasyatis,brevis,25.75,-111.25,7211:351:3,0.19,1,0.227142857143,0.820335820896,1,1,1
Dasyatis,brevis,28.75,-118.25,7211:488:3,0.14,1,0.345341614907,1,0.39619047619,1,1
Dasyatis,brevis,29.25,-118.25,7211:498:1,0.14,1,0.36397515528,1,0.373333333333,1,1
Dasyatis,brevis,-2.25,-79.75,5007:229:2,0.23,1,0.307142857143,1,0.734572490706,1,1
Dasyatis,brevis,-3.25,-79.75,5007:239:2,0.29,1,0.544285714286,1,0.536802973978,1,1
Dasyatis,brevis,-8.75,-78.75,5007:488:4,0.32,1,1,0.779850746269,0.411895910781,1,1
Dasyatis,brevis,-8.25,-79.75,5007:489:2,0.33,0.415094339623,1,0.844776119403,0.954646840149,1,1
Dasyatis,brevis,-8.75,-79.25,5007:489:3,0.23,0.283018867925,1,0.810820895522,1,1,1
Dasyatis,brevis,-9.25,-78.25,5007:498:1,0.36,1,1,0.736940298507,0.487732342007,1,1
Dasyatis,brevis,-2.25,-80.25,5008:120:1,0.29,1,0.307142857143,1,0.931598513011,1,1
Dasyatis,brevis,-2.75,-80.25,5008:120:3,0.38,1,0.397142857143,1,0.957620817844,1,1
Dasyatis,brevis,-3.75,-81.25,5008:131:3,0.27,0.320754716981,0.828571428571,1,1,1,1
Dasyatis,brevis,-4.75,-81.25,5008:141:3,0.25,1,1,1,0.24907063197,1,1
Dasyatis,brevis,-5.75,-81.25,5008:351:3,0.32,1,0.775155279503,1,0.418587360595,1,1
Dasyatis,brevis,-6.25,-80.25,5008:360:1,0.35,1,0.624285714286,0.866138059701,0.638661710037,1,1
Dasyatis,brevis,-6.75,-80.75,5008:360:4,0.39,1,1,1,0.385130111524,1,1
Dasyatis,brevis,-0.25,-90.25,5009:100:1,0.35,1,0.858385093168,1,0.405714285714,1,1
Dasyatis,brevis,-0.75,-90.25,5009:100:3,0.39,1,1,0.802798507463,0.481904761905,1,1
Dasyatis,brevis,-0.25,-91.75,5009:101:2,0.38,1,0.382608695652,1,1,1,1
Dasyatis,brevis,-1.25,-90.75,5009:110:2,0.29,1,0.464596273292,1,0.620952380952,1,1
Dasyatis,brevis,-1.25,-91.25,5009:111:1,0.27,1,0.365217391304,1,0.752380952381,1,1
Dasyatis,brevis,-13.25,-76.25,5107:236:1,0.30,1,1,0.902518656716,0.33531598513,1,1
Dasyatis,brevis,-15.75,-145.75,5114:455:4,0.20,1,0.611180124224,1,0.32,1,1
Dasyatis,brevis,-15.25,-147.75,5114:457:2,0.21,1,0.699378881988,1,0.293333333333,1,1
Dasyatis,brevis,0.25,-89.75,7008:209:2,0.20,1,0.539130434783,1,0.369523809524,1,1
Dasyatis,brevis,7.75,-81.75,7008:371:4,0.27,1,1,0.907929104478,0.302857142857,1,1
Dasyatis,brevis,8.25,-81.75,7008:381:2,0.31,1,0.497142857143,1,0.624761904762,1,1
Dasyatis,brevis,9.75,-85.75,7008:495:4,0.39,1,0.531677018634,1,0.733333333333,1,1
Dasyatis,brevis,0.25,-90.25,7009:100:1,0.25,1,0.669565217391,1,0.379047619048,1,1
Dasyatis,brevis,0.25,-91.25,7009:101:1,0.21,1,0.382608695652,1,0.544761904762,1,1
Dasyatis,brevis,0.25,-91.75,7009:101:2,0.23,1,0.382608695652,1,0.601904761905,1,1
Dasyatis,brevis,10.25,-84.75,7108:104:2,0.36,1,0.971428571429,0.947854477612,0.39619047619,1,1
Dasyatis,brevis,10.75,-85.75,7108:205:4,0.35,1,1,0.913712686567,0.382857142857,1,1
Dasyatis,brevis,11.25,-85.75,7108:215:2,0.39,1,1,0.913712686567,0.428571428571,1,1
Dasyatis,brevis,11.25,-86.75,7108:216:2,0.31,0.471698113208,1,1,0.655238095238,1,1
Dasyatis,brevis,12.75,-87.75,7108:227:4,0.30,1,0.367142857143,1,0.830476190476,1,1
Dasyatis,brevis,12.25,-88.25,7108:228:1,0.36,1,0.549068322981,1,0.655238095238,1,1
Dasyatis,brevis,13.25,-89.25,7108:239:1,0.34,1,0.397142857143,1,0.859047619048,1,1
Dasyatis,brevis,14.25,-92.75,7109:142:2,0.26,0.339622641509,0.775155279503,1,1,1,1
Dasyatis,brevis,15.75,-97.75,7109:457:4,0.38,1,0.375155279503,1,1,1,1
Dasyatis,brevis,16.75,-100.25,7110:360:3,0.28,1,0.459627329193,1,0.617142857143,1,1
Dasyatis,brevis,19.25,-105.25,7110:495:1,0.32,0.792452830189,0.407453416149,1,1,1,1
Dasyatis,brevis,21.25,-105.75,7210:215:2,0.25,0.245283018868,1,1,1,1,1
Dasyatis,brevis,21.75,-106.75,7210:216:4,0.39,1,0.459627329193,1,0.857142857143,1,1
Dasyatis,brevis,22.75,-109.75,7210:229:4,0.35,1,0.458385093168,1,0.76,1,1
Dasyatis,brevis,22.75,-110.25,7211:120:3,0.30,1,0.409937888199,1,0.725714285714,1,1
Dasyatis,brevis,26.75,-114.25,7211:364:3,0.30,0.735849056604,0.411180124224,1,1,1,1
Dasyatis,brevis,27.75,-113.75,7211:373:4,0.24,1,0.405714285714,0.601585820896,1,1,1
Dasyatis,brevis,28.75,-111.75,7211:381:4,0.29,1,0.501428571429,0.713992537313,0.817843866171,1,1
Dasyatis,brevis,28.75,-113.75,7211:383:4,0.24,1,0.405714285714,0.601585820896,1,1,1
Dasyatis,brevis,30.75,-112.75,7311:102:4,0.26,1,0.445714285714,0.600186567164,0.977695167286,1,1
Dasyatis,brevis,30.75,-113.75,7311:103:4,0.21,0.283018867925,1,0.753824626866,1,1,1
Dasyatis,brevis,30.25,-114.75,7311:104:2,0.33,1,0.534285714286,0.610914179104,1,1,1
Dasyatis,brevis,30.75,-114.75,7311:104:4,0.30,1,0.534285714286,0.610914179104,0.927881040892,1,1
Dasyatis,brevis,31.75,-113.75,7311:113:4,0.29,1,0.534285714286,0.610914179104,0.890706319703,1,1
Dasyatis,brevis,31.25,-114.75,7311:114:2,0.30,1,0.644285714286,0.62276119403,0.750185873606,1,1
Dasyatis,brevis,31.75,-114.25,7311:114:3,0.25,1,0.445714285714,0.600186567164,0.949442379182,1,1
Dasyatis,brevis,31.75,-114.75,7311:114:4,0.27,1,0.445714285714,0.600186567164,0.996282527881,1,1
Dasyatis,brevis,32.75,-119.25,7311:229:3,0.31,0.377358490566,0.829813664596,1,1,1,1
Dasyatis,brevis,37.75,-122.25,7312:372:3,0.29,1,1,0.376903553299,0.763568773234,1,1
Dasyatis,brevis,38.25,-122.25,7312:382:1,0.26,1,1,0.334708121827,0.765799256506,1,1
Dasyatis,brevis,38.25,-122.75,7312:382:2,0.25,1,1,0.376903553299,0.675092936803,1,1
Dasyatis,brevis,39.75,-124.25,7312:394:3,0.20,0.396226415094,0.516770186335,1,0.954646840149,1,1
Dasyatis,brevis,-2.75,-79.75,5007:229:4,0.45,1,0.828571428571,0.921268656716,0.585130111524,1,1
Dasyatis,brevis,-6.75,-79.75,5007:469:4,0.46,1,0.947142857143,0.815671641791,0.596282527881,1,1
Dasyatis,brevis,-8.25,-79.25,5007:489:1,0.56,1,1,0.810820895522,0.693680297398,1,1
Dasyatis,brevis,-9.75,-78.25,5007:498:3,0.56,1,1,0.817630597015,0.68624535316,1,1
Dasyatis,brevis,-9.75,-78.75,5007:498:4,0.57,0.679245283019,1,0.837779850746,1,1,1
Dasyatis,brevis,-1.25,-81.25,5008:111:1,0.47,1,0.467080745342,1,1,1,1
Dasyatis,brevis,-1.75,-81.25,5008:111:3,0.47,1,0.467080745342,1,1,1,1
Dasyatis,brevis,-2.25,-81.25,5008:121:1,0.43,1,0.433540372671,1,1,1,1
Dasyatis,brevis,-3.75,-80.75,5008:130:4,0.50,1,1,0.741417910448,0.67063197026,1,1
Dasyatis,brevis,-4.25,-81.25,5008:141:1,0.52,1,0.719254658385,1,0.717472118959,1,1
Dasyatis,brevis,-0.75,-89.25,5008:209:3,0.44,1,1,1,0.441904761905,1,1
Dasyatis,brevis,-0.75,-89.75,5008:209:4,0.50,1,1,1,0.504761904762,1,1
Dasyatis,brevis,-1.25,-89.75,5008:219:2,0.48,1,1,1,0.481904761905,1,1
Dasyatis,brevis,-5.75,-80.75,5008:350:4,0.50,1,1,0.788619402985,0.629739776952,1,1
Dasyatis,brevis,-6.75,-80.25,5008:360:3,0.53,1,0.947142857143,0.815671641791,0.687732342007,1,1
Dasyatis,brevis,-7.25,-80.75,5008:370:2,0.58,0.867924528302,0.850931677019,1,0.779925650558,1,1
Dasyatis,brevis,-0.25,-90.75,5009:100:2,0.46,1,0.930434782609,1,0.491428571429,1,1
Dasyatis,brevis,-0.75,-90.75,5009:100:4,0.52,1,1,0.826865671642,0.622857142857,1,1
Dasyatis,brevis,-1.25,-90.25,5009:110:1,0.51,1,1,0.957369402985,0.535238095238,1,1
Dasyatis,brevis,-10.25,-77.75,5107:207:2,0.59,1,1,0.892630597015,0.657249070632,1,1
Dasyatis,brevis,-10.75,-77.75,5107:207:4,0.40,1,1,0.892630597015,0.445353159851,1,1
Dasyatis,brevis,-10.25,-78.25,5107:208:1,0.49,1,1,0.857182835821,0.571747211896,1,1
Dasyatis,brevis,-11.25,-77.25,5107:217:1,0.43,1,1,0.823694029851,0.517472118959,1,1
Dasyatis,brevis,-11.75,-77.75,5107:217:4,0.52,0.849056603774,1,1,0.609665427509,1,1
Dasyatis,brevis,-12.25,-76.75,5107:226:2,0.47,1,1,0.86427238806,0.546468401487,1,1
Dasyatis,brevis,-12.75,-76.75,5107:226:4,0.47,1,1,0.921268656716,0.508550185874,1,1
Dasyatis,brevis,1.25,-79.25,7007:219:1,0.46,1,1,0.899067164179,0.510037174721,1,1
Dasyatis,brevis,3.75,-77.75,7007:237:4,0.45,0.584905660377,0.777639751553,1,1,1,1
Dasyatis,brevis,4.75,-77.25,7007:247:3,0.55,1,1,0.833955223881,0.661710037175,1,1
Dasyatis,brevis,6.75,-77.75,7007:467:4,0.48,1,0.47701863354,1,1,1,1
Dasyatis,brevis,7.25,-78.25,7007:478:1,0.43,1,0.428571428571,1,1,1,1
Dasyatis,brevis,7.25,-79.75,7007:479:2,0.53,1,0.531677018634,1,1,1,1
Dasyatis,brevis,8.25,-82.25,7008:382:1,0.50,1,0.497142857143,1,1,1,1
Dasyatis,brevis,8.25,-83.75,7008:383:2,0.53,1,0.551552795031,1,0.961904761905,1,1
Dasyatis,brevis,9.25,-84.75,7008:394:2,0.46,0.811320754717,0.578881987578,1,0.984761904762,1,1
Dasyatis,brevis,9.75,-84.25,7008:394:3,0.48,1,0.48,1,1,1,1
Dasyatis,brevis,10.75,-86.25,7108:206:3,0.43,0.433962264151,1,1,1,1,1
Dasyatis,brevis,11.75,-86.25,7108:216:3,0.46,1,1,0.926585820896,0.499047619048,1,1
Dasyatis,brevis,12.75,-88.75,7108:228:4,0.55,1,1,0.920802238806,0.601904761905,1,1
Dasyatis,brevis,13.75,-91.25,7109:131:3,0.42,1,0.418571428571,1,1,1,1
Dasyatis,brevis,15.25,-93.75,7109:353:2,0.52,0.528301886792,1,0.990764925373,1,1,1
Dasyatis,brevis,15.75,-96.75,7109:456:4,0.52,1,0.601242236025,1,0.859047619048,1,1
Dasyatis,brevis,15.75,-97.25,7109:457:3,0.44,1,0.453416149068,1,0.96380952381,1,1
Dasyatis,brevis,16.25,-97.75,7109:467:2,0.47,1,1,0.991231343284,0.474285714286,1,1
Dasyatis,brevis,16.25,-98.75,7109:468:2,0.56,1,0.72049689441,1,0.773333333333,1,1
Dasyatis,brevis,18.25,-103.75,7110:383:2,0.41,1,0.408695652174,1,1,1,1
Dasyatis,brevis,20.25,-105.75,7210:205:2,0.57,1,0.570186335404,1,1,1,1
Dasyatis,brevis,21.75,-105.75,7210:215:4,0.50,1,0.495714285714,1,1,1,1
Dasyatis,brevis,21.25,-106.25,7210:216:1,0.40,1,0.411180124224,1,0.969523809524,1,1
Dasyatis,brevis,23.25,-109.25,7210:239:1,0.43,1,0.544099378882,1,0.782857142857,1,1
Dasyatis,brevis,23.75,-109.25,7210:239:3,0.41,1,0.462111801242,1,0.878095238095,1,1
Dasyatis,brevis,24.25,-108.25,7210:248:1,0.49,0.622641509434,0.792546583851,1,1,1,1
Dasyatis,brevis,25.25,-109.25,7210:459:1,0.58,1,0.582608695652,1,1,1,1
Dasyatis,brevis,26.25,-109.25,7210:469:1,0.43,1,0.66,0.656343283582,1,1,1
Dasyatis,brevis,23.75,-111.75,7211:131:4,0.46,0.566037735849,0.962732919255,1,0.841904761905,1,1
Dasyatis,brevis,26.25,-112.25,7211:362:1,0.53,1,0.53,1,1,1,1
Dasyatis,brevis,26.75,-112.75,7211:362:4,0.49,1,0.488571428571,1,1,1,1
Dasyatis,brevis,26.25,-113.75,7211:363:2,0.45,0.698113207547,0.657142857143,1,0.971428571429,1,1
Dasyatis,brevis,27.25,-114.75,7211:374:2,0.53,1,0.525465838509,1,1,1,1
Dasyatis,brevis,29.25,-112.25,7211:392:1,0.47,1,0.688571428571,0.778078358209,0.877323420074,1,1
Dasyatis,brevis,28.25,-115.25,7211:485:1,0.50,1,1,1,0.499047619048,1,1
Dasyatis,brevis,28.25,-115.75,7211:485:2,0.41,1,0.407453416149,1,1,1,1
Dasyatis,brevis,30.25,-112.75,7311:102:2,0.52,1,0.832857142857,0.664179104478,0.942750929368,1,1
Dasyatis,brevis,30.75,-113.25,7311:103:3,0.55,1,0.832857142857,0.664179104478,1,1,1
Dasyatis,brevis,31.25,-113.25,7311:113:1,0.40,1,0.644285714286,0.62276119403,1,1,1
Dasyatis,brevis,31.25,-113.75,7311:113:2,0.55,1,0.832857142857,0.664179104478,1,1,1
Dasyatis,brevis,31.25,-114.25,7311:114:1,0.51,1,0.832857142857,0.664179104478,0.917472118959,1,1
Dasyatis,brevis,30.25,-116.25,7311:206:1,0.53,1,0.529192546584,1,1,1,1
Dasyatis,brevis,33.75,-119.25,7311:239:3,0.42,0.660377358491,0.628571428571,1,1,1,1
Dasyatis,brevis,36.75,-122.25,7312:362:3,0.48,1,0.503105590062,1,0.952416356877,1,1
Dasyatis,brevis,37.25,-122.75,7312:372:2,0.54,0.735849056604,0.931677018634,1,0.781412639405,1,1
Dasyatis,brevis,37.75,-122.75,7312:372:4,0.50,1,1,0.781567258883,0.633457249071,1,1
Dasyatis,brevis,37.75,-123.25,7312:373:3,0.42,0.962264150943,0.552795031056,1,0.782156133829,1,1
Dasyatis,brevis,38.25,-123.25,7312:383:1,0.55,1,1,1,0.550185873606,1,1
Dasyatis,brevis,-7.25,-79.75,5007:479:2,0.75,1,1,0.81203358209,0.918959107807,1,1
Dasyatis,brevis,-7.75,-79.25,5007:479:3,0.72,1,1,0.790298507463,0.916728624535,1,1
Dasyatis,brevis,-8.25,-78.75,5007:488:2,0.67,1,1,0.844776119403,0.798513011152,1,1
Dasyatis,brevis,-8.75,-79.75,5007:489:4,0.76,1,1,0.846268656716,0.893333333333,1,1
Dasyatis,brevis,-0.25,-80.75,5008:100:2,0.70,1,1,1,0.697142857143,1,1
Dasyatis,brevis,-0.75,-80.75,5008:100:4,0.72,1,1,0.824253731343,0.87619047619,1,1
Dasyatis,brevis,-1.25,-80.75,5008:110:2,0.75,1,1,0.748973880597,1,1,1
Dasyatis,brevis,-1.75,-80.75,5008:110:4,0.73,1,1,0.733208955224,1,1,1
Dasyatis,brevis,-2.25,-80.75,5008:120:2,0.76,1,0.828571428571,0.921268656716,1,1,1
Dasyatis,brevis,-3.25,-80.25,5008:130:1,0.77,1,1,0.765018656716,1,1,1
Dasyatis,brevis,-3.25,-80.75,5008:130:2,0.77,1,1,0.773880597015,1,1,1
Dasyatis,brevis,-5.25,-80.75,5008:350:2,0.62,1,0.951428571429,0.861660447761,0.762081784387,1,1
Dasyatis,brevis,-12.25,-77.25,5107:227:1,0.69,1,1,0.874720149254,0.788847583643,1,1
Dasyatis,brevis,-15.25,-74.75,5107:354:2,0.75,1,1,0.921268656716,0.819330855019,1,1
Dasyatis,brevis,-15.75,-74.75,5107:354:4,0.65,1,0.647204968944,1,1,1,1
Dasyatis,brevis,-16.75,-72.25,5107:362:3,0.75,1,1,1,0.745724907063,1,1
Dasyatis,brevis,-16.75,-72.75,5107:362:4,0.76,1,1,1,0.76282527881,1,1
Dasyatis,brevis,-16.25,-73.75,5107:363:2,0.77,1,0.787577639752,1,0.979182156134,1,1
Dasyatis,brevis,-17.75,-70.75,5107:370:4,0.74,1,1,0.993936567164,0.748698884758,1,1
Dasyatis,brevis,-17.75,-71.25,5107:371:3,0.79,1,1,1,0.790334572491,1,1
Dasyatis,brevis,-18.25,-70.25,5107:380:1,0.68,1,1,0.93302238806,0.72936802974,1,1
Dasyatis,brevis,1.75,-78.75,7007:218:4,0.74,1,1,0.819962686567,0.897397769517,1,1
Dasyatis,brevis,2.25,-78.75,7007:228:2,0.76,1,1,1,0.763568773234,1,1
Dasyatis,brevis,2.75,-78.25,7007:228:3,0.76,1,1,0.907182835821,0.837918215613,1,1
Dasyatis,brevis,3.25,-77.75,7007:237:2,0.72,1,1,0.828544776119,0.866914498141,1,1
Dasyatis,brevis,3.25,-78.25,7007:238:1,0.70,1,0.704347826087,1,1,1,1
Dasyatis,brevis,5.25,-77.25,7007:457:1,0.63,1,1,0.84375,0.743494423792,1,1
Dasyatis,brevis,6.75,-77.25,7007:467:3,0.75,1,1,0.750652985075,1,1,1
Dasyatis,brevis,7.25,-77.75,7007:477:2,0.75,1,0.749068322981,1,1,1,1
Dasyatis,brevis,7.75,-78.75,7007:478:4,0.62,0.622641509434,1,1,1,1,1
Dasyatis,brevis,8.25,-79.75,7007:489:2,0.70,1,0.698571428571,1,1,1,1
Dasyatis,brevis,0.25,-80.25,7008:100:1,0.72,1,1,0.826026119403,0.870476190476,1,1
Dasyatis,brevis,0.75,-80.25,7008:100:3,0.70,1,0.714285714286,1,0.979047619048,1,1
Dasyatis,brevis,7.25,-80.25,7008:370:1,0.74,1,0.741614906832,1,1,1,1
Dasyatis,brevis,7.25,-80.75,7008:370:2,0.74,1,0.741614906832,1,1,1,1
