Mapping parameters for Sebastes aurora (Aurora rockfish)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  67 |  77 ,
Bounding Box (NSWE): ,55,28,-135,-114

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,124,366,550,769
Temperature (°C),1,7.18,10.68,17.1,26.81
Salinity (psu),1,30.19,31.4,33.5,35.15
Primary Production,1,465,585,1761,2566
Sea Ice Concentration,1,-0.99994086471698,0,0,0.0014425
Distance to Land (km),0,7,15,217,221
 

Map data (HSPEC) for predicted occurrences (n = 236): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Sebastes,aurora,30.75,-117.25,7311:207:3,0.04,0.045662100456621,0.92687950566426,1,1,1,1
Sebastes,aurora,32.25,-117.75,7311:227:2,0.16,0.1689497716895,0.97322348094748,1,1,1,1
Sebastes,aurora,38.75,-123.25,7312:383:3,0.14,0.1404958677686,1,1,1,1,1
Sebastes,aurora,42.25,-124.25,7412:124:1,0.10,0.099173553719008,1,1,1,1,1
Sebastes,aurora,42.75,-124.25,7412:124:3,0.02,0.020661157024793,1,1,1,1,1
Sebastes,aurora,43.25,-124.25,7412:134:1,0.10,0.099173553719008,1,1,1,1,1
Sebastes,aurora,45.75,-123.75,7412:353:4,0.03,0.12396694214876,1,0.42148760330578,0.58385093167702,1,1
Sebastes,aurora,46.25,-123.75,7412:363:2,0.02,0.78512396694215,1,0.066115702479338,0.33788819875776,1,1
Sebastes,aurora,46.75,-123.75,7412:363:4,0.01,0.20247933884298,1,0.066115702479338,0.39254658385093,1,1
Sebastes,aurora,46.25,-124.25,7412:364:1,0.03,1,1,0.066115702479338,0.44968944099379,1,1
Sebastes,aurora,46.25,-124.75,7412:364:2,0.07,1,1,0.066115702479338,1,1,1
Sebastes,aurora,46.75,-124.25,7412:364:3,0.02,1,1,0.066115702479338,0.3527950310559,1,1
Sebastes,aurora,46.75,-124.75,7412:364:4,0.07,1,1,0.066115702479338,1,1,1
Sebastes,aurora,47.75,-122.75,7412:372:4,0.01,0.27685950413223,0.89142857142857,0.066115702479338,0.75527950310559,1,1
Sebastes,aurora,47.25,-124.25,7412:374:1,0.02,0.55785123966942,1,0.066115702479338,0.46708074534161,1,1
Sebastes,aurora,48.25,-122.25,7412:382:1,0.01,0.32644628099174,0.91142857142857,0.066115702479338,0.52546583850932,1,1
Sebastes,aurora,48.25,-122.75,7412:382:2,0.01,0.12809917355372,0.91142857142857,0.066115702479338,0.85714285714286,1,1
Sebastes,aurora,48.75,-122.75,7412:382:4,0.02,0.041322314049587,0.91142857142857,1,0.5639751552795,1,1
Sebastes,aurora,48.25,-123.25,7412:383:1,0.01,0.21487603305785,1,0.066115702479338,0.5527950310559,1,1
Sebastes,aurora,48.25,-123.75,7412:383:2,0.08,0.24793388429752,1,1,0.30310559006211,1,1
Sebastes,aurora,48.75,-123.25,7412:383:3,0.06,0.29338842975207,1,1,0.21614906832298,1,1
Sebastes,aurora,48.75,-124.25,7412:384:3,0.09,0.32644628099174,1,1,0.27080745341615,1,1
Sebastes,aurora,48.75,-124.75,7412:384:4,0.10,0.56198347107438,1,1,0.17018633540373,1,1
Sebastes,aurora,49.25,-124.75,7412:394:2,0.02,0.45454545454545,1,1,0.036024844720497,1,1
Sebastes,aurora,48.75,-125.75,7412:485:4,0.03,0.2396694214876,1,1,0.13788819875776,1,1
Sebastes,aurora,49.75,-125.25,7412:495:3,0.15,0.38429752066116,1,1,0.38012422360248,1,1
Sebastes,aurora,49.75,-126.75,7412:496:4,0.02,0.033057851239669,1,1,0.54285714285714,1,1
Sebastes,aurora,51.25,-127.75,7512:217:2,0.10,0.1404958677686,0.93142857142857,1,0.76521739130435,1,1
