Mapping parameters for Hippocampus hippocampus (Short snouted seahorse)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  27 |  37 |  34 ,
Bounding Box (NSWE): ,53,7,-32,42

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,6,31,60
Temperature (°C),1,2.005,12.24,27.48,31.68
Salinity (psu),1,18.37,34.36,38.95,39.45
Primary Production,1,310,385,1733,2541
Sea Ice Concentration,1,-1,0,0.01,0.02
Distance to Land (km),0,4,6,166,556
 

Map data (HSPEC) for predicted occurrences (n = 997): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Hippocampus,hippocampus,33.75,12.75,1301:132:4,0.17,0.24137931034483,1,1,0.72,1,1
Hippocampus,hippocampus,33.25,13.75,1301:133:2,0.09,0.10344827586207,1,1,0.90666666666667,1,1
Hippocampus,hippocampus,34.75,10.25,1301:140:3,0.17,0.16666666666667,1,1,1,1,1
Hippocampus,hippocampus,34.25,12.25,1301:142:1,0.19,0.24137931034483,1,1,0.78666666666667,1,1
Hippocampus,hippocampus,30.75,17.75,1301:207:4,0.01,1,1,1,0.013333333333333,1,1
Hippocampus,hippocampus,31.25,15.75,1301:215:2,0.16,1,1,1,0.16,1,1
Hippocampus,hippocampus,31.75,15.75,1301:215:4,0.13,1,1,1,0.13333333333333,1,1
Hippocampus,hippocampus,31.75,16.25,1301:216:3,0.02,0.20689655172414,1,1,0.08,1,1
Hippocampus,hippocampus,31.25,17.75,1301:217:2,0.03,1,1,1,0.026666666666667,1,1
Hippocampus,hippocampus,32.25,19.75,1301:229:2,0.19,1,1,1,0.18666666666667,1,1
Hippocampus,hippocampus,37.25,12.25,1301:372:1,0.07,0.068965517241379,1,1,1,1,1
Hippocampus,hippocampus,32.25,20.25,1302:120:1,0.11,1,1,1,0.10666666666667,1,1
Hippocampus,hippocampus,32.75,20.25,1302:120:3,0.17,1,1,1,0.17333333333333,1,1
Hippocampus,hippocampus,32.25,24.25,1302:124:1,0.17,1,1,1,0.17333333333333,1,1
Hippocampus,hippocampus,32.25,24.75,1302:124:2,0.16,1,1,1,0.16,1,1
Hippocampus,hippocampus,34.75,24.75,1302:144:4,0.08,1,1,0.96000000000001,0.08,1,1
Hippocampus,hippocampus,31.75,25.25,1302:215:3,0.12,1,1,1,0.12,1,1
Hippocampus,hippocampus,31.75,25.75,1302:215:4,0.09,1,1,1,0.093333333333333,1,1
Hippocampus,hippocampus,32.25,25.25,1302:225:1,0.03,1,1,1,0.026666666666667,1,1
Hippocampus,hippocampus,34.75,25.25,1302:245:3,0.01,1,1,0.86,0.013333333333333,1,1
Hippocampus,hippocampus,38.25,24.25,1302:384:1,0.19,1,1,1,0.18666666666667,1,1
Hippocampus,hippocampus,36.75,25.25,1302:465:3,0.01,1,1,0.74000000000001,0.013333333333333,1,1
Hippocampus,hippocampus,36.25,27.25,1302:467:1,0.15,1,1,0.22,0.66666666666667,1,1
Hippocampus,hippocampus,36.25,27.75,1302:467:2,0.15,1,1,0.22,0.66666666666667,1,1
Hippocampus,hippocampus,36.75,27.25,1302:467:3,0.04,1,1,0.22,0.2,1,1
Hippocampus,hippocampus,36.75,27.75,1302:467:4,0.19,1,1,0.22,0.85333333333333,1,1
Hippocampus,hippocampus,36.25,28.25,1302:468:1,0.15,1,1,0.22,0.66666666666667,1,1
Hippocampus,hippocampus,36.75,28.25,1302:468:3,0.01,1,1,0.22,0.04,1,1
Hippocampus,hippocampus,31.75,30.75,1303:110:4,0.11,1,1,1,0.10666666666667,1,1
Hippocampus,hippocampus,31.75,32.75,1303:112:4,0.09,1,1,1,0.093333333333333,1,1
Hippocampus,hippocampus,31.75,33.25,1303:113:3,0.06,0.55172413793103,1,0.72,0.14666666666667,1,1
Hippocampus,hippocampus,34.75,32.25,1303:142:3,0.02,1,1,0.28,0.066666666666667,1,1
Hippocampus,hippocampus,34.75,32.75,1303:142:4,0.08,1,1,0.28,0.29333333333333,1,1
Hippocampus,hippocampus,34.75,33.25,1303:143:3,0.09,1,1,0.60000000000001,0.14666666666667,1,1
Hippocampus,hippocampus,34.75,33.75,1303:143:4,0.03,1,1,0.60000000000001,0.053333333333333,1,1
Hippocampus,hippocampus,34.75,34.25,1303:144:3,0.04,1,1,0.60000000000001,0.066666666666667,1,1
Hippocampus,hippocampus,35.25,32.25,1303:352:1,0.16,1,1,0.68000000000001,0.24,1,1
Hippocampus,hippocampus,36.25,30.25,1303:360:1,0.16,1,1,0.68000000000001,0.24,1,1
Hippocampus,hippocampus,42.75,17.25,1401:227:3,0.07,1,1,1,0.066666666666667,1,1
Hippocampus,hippocampus,43.25,16.25,1401:236:1,0.15,1,1,1,0.14666666666667,1,1
Hippocampus,hippocampus,44.25,15.75,1401:245:2,0.17,0.16666666666667,1,1,1,1,1
Hippocampus,hippocampus,44.75,15.25,1401:245:3,0.17,0.16666666666667,1,1,1,1,1
Hippocampus,hippocampus,45.75,12.25,1401:352:3,0.17,0.16666666666667,1,1,1,1,1
Hippocampus,hippocampus,45.75,13.75,1401:353:4,0.16,1,1,1,0.16,1,1
Hippocampus,hippocampus,51.25,0.25,1500:110:1,0.16,0.16666666666667,0.9628724963361,1,0.98638613861386,1,1
Hippocampus,hippocampus,51.75,3.75,1500:113:4,0.16,1,0.93453834880313,0.96998123827392,0.17945544554455,1,1
Hippocampus,hippocampus,7.75,-12.25,7001:372:3,0.14,0.16666666666667,0.89761904761905,0.96685428392745,1,1,1
Hippocampus,hippocampus,8.75,-12.75,7001:382:4,0.15,0.16666666666667,0.95238095238095,0.96685428392745,1,1,1
Hippocampus,hippocampus,11.25,-14.75,7101:114:2,0.17,0.16666666666667,1,1,1,1,1
Hippocampus,hippocampus,12.75,-16.25,7101:226:3,0.17,0.16666666666667,1,1,1,1,1
Hippocampus,hippocampus,13.75,-16.75,7101:236:4,0.01,1,1,1,0.0061881188118812,1,1
Hippocampus,hippocampus,14.75,-17.25,7101:247:3,0.16,1,1,1,0.15594059405941,1,1
Hippocampus,hippocampus,14.75,-17.75,7101:247:4,0.12,0.3448275862069,1,1,0.33787128712871,1,1
Hippocampus,hippocampus,15.25,-17.25,7101:457:1,0.14,1,1,1,0.13985148514851,1,1
Hippocampus,hippocampus,20.75,-16.25,7201:206:3,0.04,1,1,1,0.038366336633663,1,1
Hippocampus,hippocampus,21.25,-16.75,7201:216:2,0.02,1,1,1,0.023514851485149,1,1
Hippocampus,hippocampus,22.25,-17.25,7201:227:1,0.01,1,1,1,0.0086633663366337,1,1
Hippocampus,hippocampus,32.25,-16.25,7301:226:1,0.11,0.44827586206897,1,1,0.24,1,1
Hippocampus,hippocampus,32.75,-16.25,7301:226:3,0.19,1,1,1,0.18666666666667,1,1
Hippocampus,hippocampus,32.75,-16.75,7301:226:4,0.17,1,1,1,0.17333333333333,1,1
Hippocampus,hippocampus,32.75,-17.25,7301:227:3,0.01,1,1,1,0.013333333333333,1,1
Hippocampus,hippocampus,37.25,-24.75,7302:374:2,0.09,0.10344827586207,1,1,0.82666666666667,1,1
Hippocampus,hippocampus,45.25,-1.75,7400:351:2,0.17,0.17241379310345,1,1,1,1,1
Hippocampus,hippocampus,47.75,-5.25,7400:475:3,0.17,0.17241379310345,1,1,1,1,1
Hippocampus,hippocampus,51.75,-2.25,7500:112:3,0.17,0.16666666666667,1,1,1,1,1
Hippocampus,hippocampus,51.75,-6.25,7500:216:3,0.14,0.13793103448276,0.98339032730826,1,1,1,1
Hippocampus,hippocampus,52.75,-5.25,7500:225:3,0.03,0.03448275862069,0.9247679531021,1,1,1,1
Hippocampus,hippocampus,52.75,-8.75,7500:228:4,0.17,0.16666666666667,1,1,1,1,1
Hippocampus,hippocampus,30.25,19.25,1301:209:1,0.25,1,1,1,0.25333333333333,1,1
Hippocampus,hippocampus,30.75,19.75,1301:209:4,0.28,1,1,1,0.28,1,1
Hippocampus,hippocampus,31.75,19.75,1301:219:4,0.28,1,1,1,0.28,1,1
Hippocampus,hippocampus,32.25,15.75,1301:225:2,0.31,1,1,1,0.30666666666667,1,1
Hippocampus,hippocampus,35.25,10.75,1301:350:2,0.33,0.33333333333333,1,1,1,1,1
Hippocampus,hippocampus,36.25,10.25,1301:360:1,0.33,0.33333333333333,1,1,1,1,1
Hippocampus,hippocampus,37.75,11.75,1301:371:4,0.34,0.3448275862069,1,1,1,1,1
Hippocampus,hippocampus,39.75,18.75,1301:498:4,0.31,0.31034482758621,1,1,1,1,1
Hippocampus,hippocampus,32.75,20.75,1302:120:4,0.21,1,1,1,0.21333333333333,1,1
Hippocampus,hippocampus,32.75,21.25,1302:121:3,0.21,1,1,1,0.21333333333333,1,1
Hippocampus,hippocampus,32.75,21.75,1302:121:4,0.33,1,1,1,0.33333333333333,1,1
Hippocampus,hippocampus,32.75,22.25,1302:122:3,0.31,1,1,1,0.30666666666667,1,1
Hippocampus,hippocampus,32.75,23.25,1302:123:3,0.24,1,1,1,0.24,1,1
Hippocampus,hippocampus,34.75,24.25,1302:144:3,0.20,1,1,0.96000000000001,0.21333333333333,1,1
