Mapping parameters for Epinephelus bruneus (Longtooth grouper)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  4 |  57 |  61 |  71 ,
Bounding Box (NSWE): ,38,18,108,142

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,20,39,106,200
Temperature (°C),1,17.6,22.02,26.32,27.6
Salinity (psu),1,32.65,33.64,34.64,35.63000000000001
Primary Production,1,424,446,1385,2044
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,3,8,26,97
 

Map data (HSPEC) for predicted occurrences (n = 454): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Epinephelus,bruneus,19.25,108.75,1110:498:2,0.01,1,1,0.010101010101008,1,1,1
Epinephelus,bruneus,19.75,108.25,1110:498:3,0.01,0.61702127659574,1,0.010101010101008,1,1,1
Epinephelus,bruneus,19.75,108.75,1110:498:4,0.01,1,1,0.010101010101008,1,1,1
Epinephelus,bruneus,19.75,109.25,1110:499:3,0.01,1,1,0.010101010101008,1,1,1
Epinephelus,bruneus,18.75,112.75,1111:382:4,0.19,0.4468085106383,0.6171875,1,0.68181818181818,1,1
Epinephelus,bruneus,19.25,113.25,1111:393:1,0.15,0.70212765957447,0.921875,1,0.22727272727273,1,1
Epinephelus,bruneus,20.25,108.25,1210:208:1,0.01,0.75531914893617,1,0.010101010101008,1,1,1
Epinephelus,bruneus,20.25,108.75,1210:208:2,0.01,0.72340425531915,1,0.010101010101008,1,1,1
Epinephelus,bruneus,20.75,108.25,1210:208:3,0.01,1,1,0.010101010101008,1,1,1
Epinephelus,bruneus,20.75,108.75,1210:208:4,0.01,1,1,0.010101010101008,1,1,1
Epinephelus,bruneus,20.25,109.25,1210:209:1,0.01,1,1,0.010101010101008,0.57359635811836,1,1
Epinephelus,bruneus,20.75,109.25,1210:209:3,0.01,1,1,0.010101010101008,1,1,1
Epinephelus,bruneus,20.75,109.75,1210:209:4,0.01,1,1,0.010101010101008,1,1,1
Epinephelus,bruneus,21.25,108.25,1210:218:1,0.01,1,1,0.010101010101008,1,1,1
Epinephelus,bruneus,21.25,108.75,1210:218:2,0.01,1,1,0.010101010101008,1,1,1
Epinephelus,bruneus,21.75,108.25,1210:218:3,0.01,1,1,0.010101010101008,1,1,1
Epinephelus,bruneus,21.75,108.75,1210:218:4,0.01,0.78947368421053,1,0.010101010101008,1,1,1
Epinephelus,bruneus,21.25,109.25,1210:219:1,0.01,1,1,0.010101010101008,1,1,1
Epinephelus,bruneus,21.25,109.75,1210:219:2,0.01,1,1,0.010101010101008,1,1,1
Epinephelus,bruneus,26.25,119.75,1211:469:2,0.14,1,0.67420814479638,0.91919191919192,0.23216995447648,1,1
Epinephelus,bruneus,24.75,122.75,1212:142:4,0.14,1,1,1,0.13636363636364,1,1
Epinephelus,bruneus,28.75,121.75,1212:381:4,0.03,1,0.58144796380091,0.98989898989899,0.054628224582701,1,1
Epinephelus,bruneus,29.25,123.25,1212:393:1,0.13,1,0.47963800904977,0.26262626262626,1,1,1
Epinephelus,bruneus,29.25,123.75,1212:393:2,0.13,1,0.47963800904977,0.27272727272728,1,1,1
Epinephelus,bruneus,29.75,123.25,1212:393:3,0.12,1,0.47963800904977,0.26262626262626,0.9453717754173,1,1
Epinephelus,bruneus,29.75,123.75,1212:393:4,0.13,1,0.47963800904977,0.27272727272728,1,1,1
Epinephelus,bruneus,28.75,126.75,1212:486:4,0.18,1,1,1,0.18181818181818,1,1
Epinephelus,bruneus,30.25,124.25,1312:104:1,0.06,1,0.49547511312217,0.11111111111111,1,1,1
Epinephelus,bruneus,30.25,124.75,1312:104:2,0.06,1,0.49547511312217,0.11111111111111,1,1,1
Epinephelus,bruneus,30.75,124.25,1312:104:3,0.05,1,0.49547511312217,0.11111111111111,0.96661608497724,1,1
Epinephelus,bruneus,30.75,124.75,1312:104:4,0.06,1,0.49547511312217,0.11111111111111,1,1,1
Epinephelus,bruneus,31.25,125.25,1312:215:1,0.13,1,0.4841628959276,0.27272727272728,1,1,1
Epinephelus,bruneus,31.25,125.75,1312:215:2,0.13,1,0.4841628959276,0.27272727272728,1,1,1
Epinephelus,bruneus,31.75,125.25,1312:215:3,0.05,1,0.4841628959276,0.27272727272728,0.4051593323217,1,1
Epinephelus,bruneus,31.75,125.75,1312:215:4,0.11,1,0.4841628959276,0.27272727272728,0.81183611532625,1,1
Epinephelus,bruneus,32.25,125.25,1312:225:1,0.02,1,0.24886877828054,0.11111111111111,0.75113808801214,1,1
Epinephelus,bruneus,32.25,125.75,1312:225:2,0.03,1,0.24886877828054,0.1010101010101,1,1,1
Epinephelus,bruneus,32.75,125.25,1312:225:3,0.03,1,0.24886877828054,0.1010101010101,1,1,1
Epinephelus,bruneus,32.75,125.75,1312:225:4,0.03,1,0.24886877828054,0.1010101010101,1,1,1
Epinephelus,bruneus,33.25,126.25,1312:236:1,0.01,1,0.20135746606335,0.070707070707071,1,1,1
Epinephelus,bruneus,33.25,126.75,1312:236:2,0.19,1,0.20135746606335,0.93939393939394,1,1,1
Epinephelus,bruneus,33.75,126.25,1312:236:3,0.01,1,0.20135746606335,0.070707070707071,1,1,1
