Mapping parameters for Salvelinus alpinus alpinus (Arctic char)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  18 |  21 |  27 ,
Bounding Box (NSWE): ,85,36,-180,180

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,1,34,51,70
Temperature (°C),1,-1.79,-1.76,8,16.1
Salinity (psu),1,3.56,28.15,35.13,35.68
Primary Production,1,0,88,1617,2499
Sea Ice Concentration,1,-0.628711351,0,0.79,0.95
Distance to Land (km),0,0,1,14,467
 

Map data (HSPEC) for predicted occurrences (n = 7710): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Salvelinus,alpinus alpinus,50.25,1.25,1500:101:1,0.12,1,0.50617283950617,1,0.24603174603175,1,1
Salvelinus,alpinus alpinus,51.75,3.75,1500:113:4,0.07,1,0.55925925925926,1,0.11678004535147,1,1
Salvelinus,alpinus alpinus,51.75,4.75,1500:114:4,0.02,0.18181818181818,0.57530864197531,1,0.18820861678005,1,1
Salvelinus,alpinus alpinus,52.25,3.75,1500:123:2,0.18,0.87878787878788,0.5962962962963,1,0.3469387755102,1,1
Salvelinus,alpinus alpinus,52.75,4.25,1500:124:3,0.12,0.84848484848485,0.58888888888889,1,0.23696145124717,1,1
Salvelinus,alpinus alpinus,52.25,5.75,1500:225:2,0.07,0.12121212121212,0.59876543209877,1,0.89569160997732,1,1
Salvelinus,alpinus alpinus,53.25,5.25,1500:235:1,0.14,1,0.6358024691358,1,0.22675736961451,1,1
Salvelinus,alpinus alpinus,54.75,9.25,1500:249:3,0.02,0.03030303030303,0.74320987654321,0.9609597397316,1,1,1
Salvelinus,alpinus alpinus,56.75,0.25,1500:360:3,0.04,0.052631578947368,0.77283950617284,1,1,1,1
Salvelinus,alpinus alpinus,56.25,3.25,1500:363:1,0.16,0.21052631578947,0.76543209876543,1,1,1,1
Salvelinus,alpinus alpinus,57.25,2.75,1500:372:2,0.17,0.21052631578947,0.78395061728395,1,1,1,1
Salvelinus,alpinus alpinus,57.75,2.25,1500:372:3,0.12,0.15789473684211,0.78395061728395,1,1,1,1
Salvelinus,alpinus alpinus,55.75,7.75,1500:457:4,0.11,1,0.72345679012346,1,0.15192743764172,1,1
Salvelinus,alpinus alpinus,57.75,5.25,1500:475:3,0.08,0.10526315789474,0.77654320987654,1,1,1,1
Salvelinus,alpinus alpinus,58.25,7.25,1500:487:1,0.19,0.36363636363636,0.77407407407407,1,0.65873015873016,1,1
Salvelinus,alpinus alpinus,59.25,9.75,1500:499:2,0.01,0.03030303030303,0.78395061728395,1,0.53174603174603,1,1
Salvelinus,alpinus alpinus,53.75,11.25,1501:131:3,0.02,0.060606060606061,0.78641975308642,0.65311102074014,0.77437641723356,1,1
Salvelinus,alpinus alpinus,53.75,13.75,1501:133:4,0.14,1,0.82098765432099,0.19438796258642,0.85487528344671,1,1
Salvelinus,alpinus alpinus,53.75,14.25,1501:134:3,0.16,1,0.8320987654321,0.19438796258642,1,1,1
Salvelinus,alpinus alpinus,53.75,14.75,1501:134:4,0.16,1,0.8320987654321,0.19438796258642,1,1,1
Salvelinus,alpinus alpinus,54.25,12.25,1501:142:1,0.14,0.87878787878788,0.84444444444444,0.19438796258642,1,1,1
Salvelinus,alpinus alpinus,54.25,12.75,1501:142:2,0.16,1,0.84444444444444,0.19438796258642,1,1,1
Salvelinus,alpinus alpinus,54.75,12.75,1501:142:4,0.16,1,0.84444444444444,0.19438796258642,0.97845804988662,1,1
Salvelinus,alpinus alpinus,54.25,13.25,1501:143:1,0.17,1,0.86172839506173,0.19438796258642,1,1,1
Salvelinus,alpinus alpinus,54.25,13.75,1501:143:2,0.13,0.96969696969697,0.86172839506173,0.19438796258642,0.8015873015873,1,1
Salvelinus,alpinus alpinus,54.75,13.25,1501:143:3,0.14,1,0.86172839506173,0.19438796258642,0.85714285714286,1,1
Salvelinus,alpinus alpinus,54.75,13.75,1501:143:4,0.14,1,0.86172839506173,0.19438796258642,0.82879818594104,1,1
Salvelinus,alpinus alpinus,54.25,14.25,1501:144:1,0.11,1,0.87160493827161,0.19438796258642,0.63832199546485,1,1
