Mapping parameters for Selar crumenophthalmus (Bigeye scad)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  21 |  31 |  34 |  41 |  47 |  51 |  57 |  61 |  71 |  77 |  87 ,
Bounding Box (NSWE): ,47,-24,-180,180

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,2,10,170
Temperature (°C),1,0.67,22.84,28.56,32.76
Salinity (psu),1,22.85,32.7,38.5,39.9
Primary Production,1,56,296,1603,3830
Sea Ice Concentration,1,-0.99924538596992,0,0,0.31
Distance to Land (km),0,1,15,240,1650
 

Map data (HSPEC) for predicted occurrences (n = 9148): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Selar,crumenophthalmus,8.75,81.75,1008:381:4,0.16,0.16875,0.94761904761905,1,1,1,1
Selar,crumenophthalmus,9.75,92.75,1009:392:4,0.09,0.09375,0.96666666666667,1,1,1,1
Selar,crumenophthalmus,8.75,97.25,1009:487:3,0.06,0.0625,0.90714285714286,1,1,1,1
Selar,crumenophthalmus,5.75,110.75,1011:350:4,0.09,0.0875,0.97857142857143,1,1,1,1
Selar,crumenophthalmus,6.25,110.25,1011:360:1,0.09,0.0875,1,1,1,1,1
Selar,crumenophthalmus,7.25,115.75,1011:475:2,0.17,0.18125,0.94761904761905,1,1,1,1
Selar,crumenophthalmus,4.25,125.25,1012:245:1,0.06,0.06875,0.92380952380952,1,1,1,1
Selar,crumenophthalmus,5.75,145.75,1014:455:4,0.13,0.23125,0.83571428571429,1,0.69166666666667,1,1
Selar,crumenophthalmus,8.25,148.25,1014:488:1,0.15,0.20625,0.91190476190476,1,0.80416666666667,1,1
Selar,crumenophthalmus,19.75,38.25,1103:498:3,0.02,0.01875,0.95238095238095,1,1,1,1
Selar,crumenophthalmus,18.75,58.25,1105:488:3,0.17,0.16875,1,1,1,1,1
Selar,crumenophthalmus,19.75,57.75,1105:497:4,0.13,1,1,1,0.13246519982039,1,1
Selar,crumenophthalmus,16.75,83.25,1108:363:3,0.05,0.06875,1,0.7746192893401,1,1,1
Selar,crumenophthalmus,10.25,96.75,1109:206:2,0.01,0.00625,0.94285714285714,0.95532994923858,1,1,1
Selar,crumenophthalmus,12.25,96.75,1109:226:2,0.15,0.1875,0.93571428571429,0.88020304568528,1,1,1
Selar,crumenophthalmus,19.75,91.75,1109:391:4,0.10,0.1375,1,0.72893401015228,1,1,1
Selar,crumenophthalmus,18.75,106.75,1110:486:4,0.16,0.16875,1,0.9746192893401,1,1,1
Selar,crumenophthalmus,18.75,107.25,1110:487:3,0.15,0.15,1,1,1,1,1
Selar,crumenophthalmus,19.25,106.75,1110:496:2,0.13,0.14375,1,0.93096446700508,1,1,1
Selar,crumenophthalmus,19.75,107.25,1110:497:3,0.05,0.05,1,0.98883248730964,1,1,1
Selar,crumenophthalmus,19.75,107.75,1110:497:4,0.06,0.05625,1,0.98883248730964,1,1,1
Selar,crumenophthalmus,19.75,108.25,1110:498:3,0.17,0.175,1,0.99593908629442,1,1,1
Selar,crumenophthalmus,10.75,115.25,1111:205:3,0.11,0.1375,0.95714285714286,1,0.87083333333333,1,1
Selar,crumenophthalmus,10.75,119.75,1111:209:4,0.18,1,0.9452380952381,1,0.19166666666667,1,1
Selar,crumenophthalmus,16.25,111.25,1111:361:1,0.03,0.025,1,1,1,1,1
Selar,crumenophthalmus,18.75,111.75,1111:381:4,0.07,0.06875,1,1,1,1,1
Selar,crumenophthalmus,18.75,112.75,1111:382:4,0.08,0.075,1,1,1,1,1
Selar,crumenophthalmus,19.25,112.75,1111:392:2,0.04,0.0375,1,1,1,1,1
Selar,crumenophthalmus,10.25,120.75,1112:100:2,0.05,0.05,0.97619047619048,1,1,1,1
Selar,crumenophthalmus,10.75,120.25,1112:100:3,0.15,1,0.97619047619048,1,0.15833333333333,1,1
Selar,crumenophthalmus,15.75,124.25,1112:354:3,0.14,0.325,1,1,0.42083333333333,1,1
Selar,crumenophthalmus,13.25,144.25,1114:134:1,0.08,0.1875,0.99285714285714,1,0.45416666666667,1,1
Selar,crumenophthalmus,23.75,37.75,1203:237:4,0.16,1,1,0.15714285714286,1,1,1
Selar,crumenophthalmus,23.25,38.25,1203:238:1,0.16,1,1,0.15714285714286,1,1,1
Selar,crumenophthalmus,23.75,38.25,1203:238:3,0.16,1,1,0.15714285714286,1,1,1
Selar,crumenophthalmus,23.75,38.75,1203:238:4,0.16,1,1,0.15714285714286,1,1,1
Selar,crumenophthalmus,24.25,35.75,1203:245:2,0.11,1,1,0.10714285714286,1,1,1
Selar,crumenophthalmus,24.25,37.25,1203:247:1,0.11,1,1,0.10714285714286,1,1,1
Selar,crumenophthalmus,24.25,37.75,1203:247:2,0.16,1,1,0.15714285714286,1,1,1
Selar,crumenophthalmus,24.75,37.25,1203:247:3,0.11,1,1,0.10714285714286,1,1,1
Selar,crumenophthalmus,24.25,38.25,1203:248:1,0.16,1,1,0.15714285714286,1,1,1
Selar,crumenophthalmus,25.25,36.75,1203:456:2,0.11,1,1,0.10714285714286,1,1,1
Selar,crumenophthalmus,25.25,37.25,1203:457:1,0.11,1,1,0.10714285714286,1,1,1
Selar,crumenophthalmus,23.75,51.75,1205:131:4,0.18,1,1,0.17857142857143,1,1,1
Selar,crumenophthalmus,23.75,52.25,1205:132:3,0.09,0.5,1,0.17857142857143,1,1,1
Selar,crumenophthalmus,24.25,51.25,1205:141:1,0.18,1,1,0.17857142857143,1,1,1
Selar,crumenophthalmus,24.25,51.75,1205:141:2,0.18,1,1,0.17857142857143,1,1,1
Selar,crumenophthalmus,24.75,51.25,1205:141:3,0.18,1,1,0.17857142857143,1,1,1
Selar,crumenophthalmus,24.75,51.75,1205:141:4,0.18,1,1,0.17857142857143,1,1,1
Selar,crumenophthalmus,24.25,52.25,1205:142:1,0.18,1,1,0.17857142857143,1,1,1
Selar,crumenophthalmus,24.25,52.75,1205:142:2,0.18,1,1,0.17857142857143,1,1,1
Selar,crumenophthalmus,24.75,52.25,1205:142:3,0.18,1,1,0.17857142857143,1,1,1
Selar,crumenophthalmus,24.75,52.75,1205:142:4,0.18,1,1,0.17857142857143,1,1,1
Selar,crumenophthalmus,25.25,51.75,1205:351:2,0.18,1,1,0.17857142857143,1,1,1
Selar,crumenophthalmus,25.25,52.25,1205:352:1,0.18,1,1,0.17857142857143,1,1,1
Selar,crumenophthalmus,25.25,52.75,1205:352:2,0.18,1,1,0.17857142857143,1,1,1
Selar,crumenophthalmus,25.75,52.25,1205:352:3,0.18,1,1,0.17857142857143,1,1,1
Selar,crumenophthalmus,25.75,52.75,1205:352:4,0.17,0.93125,1,0.17857142857143,1,1,1
Selar,crumenophthalmus,25.25,57.25,1205:457:1,0.01,0.0125,1,1,1,1,1
Selar,crumenophthalmus,24.75,65.75,1206:245:4,0.08,0.1125,1,1,0.73911091154019,1,1
Selar,crumenophthalmus,20.25,88.75,1208:208:2,0.10,0.19375,1,0.53604060913706,1,1,1
Selar,crumenophthalmus,20.25,89.25,1208:209:1,0.04,0.075,1,0.56649746192893,1,1,1
Selar,crumenophthalmus,22.25,89.25,1208:229:1,0.10,0.5,1,0.25583756345178,0.81859003143242,1,1
Selar,crumenophthalmus,21.25,91.25,1209:111:1,0.18,1,1,0.47208121827411,0.38527166591828,1,1
Selar,crumenophthalmus,20.75,115.75,1211:205:4,0.11,0.10625,1,1,1,1,1
Selar,crumenophthalmus,21.25,116.25,1211:216:1,0.01,0.0125,1,1,1,1,1
Selar,crumenophthalmus,21.25,116.75,1211:216:2,0.12,0.125,1,1,1,1,1
Selar,crumenophthalmus,21.75,121.75,1212:111:4,0.18,0.19375,1,1,0.93333333333333,1,1
Selar,crumenophthalmus,24.75,123.75,1212:143:4,0.03,0.0375,1,1,0.92083333333333,1,1
Selar,crumenophthalmus,25.75,126.25,1212:456:3,0.10,0.1,1,1,1,1,1
Selar,crumenophthalmus,26.75,128.75,1212:468:4,0.15,0.1625,1,1,0.95,1,1
Selar,crumenophthalmus,27.25,126.25,1212:476:1,0.12,0.125,1,1,1,1,1
Selar,crumenophthalmus,29.75,130.25,1213:390:3,0.14,0.14375,1,1,1,1,1
Selar,crumenophthalmus,38.25,119.75,1311:489:2,0.17,0.69375,0.53631032927379,0.70253807106599,0.6412213740458,0.9979435483871,1
Selar,crumenophthalmus,38.75,119.25,1311:489:3,0.17,0.81875,0.53631032927379,0.70253807106599,0.56398742703188,0.99216129032258,1
Selar,crumenophthalmus,38.75,119.75,1311:489:4,0.18,0.68125,0.53631032927379,0.70253807106599,0.69241131567131,0.99901612903226,1
Selar,crumenophthalmus,31.75,128.75,1312:218:4,0.06,0.05625,0.99458728010825,1,1,1,1
Selar,crumenophthalmus,32.75,128.25,1312:228:3,0.08,0.08125,0.93369418132612,1,1,1,1
Selar,crumenophthalmus,32.25,129.25,1312:229:1,0.08,0.0875,0.96211096075778,1,1,1,1
Selar,crumenophthalmus,38.75,120.25,1312:380:3,0.13,0.45625,0.55480378890392,0.76040609137056,0.70049393803323,0.99865861290323,1
Selar,crumenophthalmus,39.75,120.75,1312:390:4,0.12,0.46875,0.52683806946324,0.77360406091371,0.62415806017063,0.9729865483871,1
Selar,crumenophthalmus,38.75,125.75,1312:485:4,0.19,0.5,0.57780784844384,0.88223350253807,0.76246070947463,1,1
Selar,crumenophthalmus,39.75,128.75,1312:498:4,0.07,0.13125,0.57825890843482,1,1,0.98342474193548,1
Selar,crumenophthalmus,35.75,130.75,1313:350:4,0.16,0.19375,0.80198466396031,1,1,1,1
Selar,crumenophthalmus,35.75,131.75,1313:351:4,0.12,0.15,0.81371222372576,1,1,1,1
Selar,crumenophthalmus,36.75,132.75,1313:362:4,0.06,0.08125,0.77582318448354,1,1,1,1
Selar,crumenophthalmus,37.25,132.75,1313:372:2,0.01,0.0125,0.73748308525034,1,1,1,1
