Mapping parameters for Decapterus punctatus (Round scad)

"Cite AquaMaps itself as: Kaschner, K., J. Rius-Barile, K. Kesner-Reyes, C. Garilao, S.O. Kullander, T. Rees and R. Froese. 2013. AquaMaps: Predicted range maps for aquatic species World Wide Web electronic publication, www.aquamaps.org, Version 08/2013. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 21 |  31 |  34 |  37 |  41 |  47,
Bounding Box (NSWE): ,46,-23,,

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,10,50,100
Temperature (°C),1,8.11,12.66,27.65,31.85
Salinity (psu),1,29.54,32.47,36.2,39.24
Primary Production,1,192,386,1746,3894
Sea Ice Concentration,1,-1,0,0,0.08
Distance to Land (km),0,1,14,197,906
 

Map data (HSPEC) for predicted occurrences (n = 2609): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,SST,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Decapterus,punctatus,2.75,8.25,1000:228:3,0.12,,,,,,
Decapterus,punctatus,3.25,9.25,1000:239:1,0.18,,,,,,
Decapterus,punctatus,3.25,9.75,1000:239:2,0.14,,,,,,
Decapterus,punctatus,3.75,9.25,1000:239:3,0.17,,,,,,
Decapterus,punctatus,3.75,9.75,1000:239:4,0.16,,,,,,
Decapterus,punctatus,4.75,6.75,1000:246:4,0.06,,,,,,
Decapterus,punctatus,4.75,7.25,1000:247:3,0.03,,,,,,
Decapterus,punctatus,4.25,9.75,1000:249:2,0.03,,,,,,
Decapterus,punctatus,6.75,3.75,1000:363:4,0.10,,,,,,
Decapterus,punctatus,5.25,5.75,1000:455:2,0.09,,,,,,
Decapterus,punctatus,5.75,5.75,1000:455:4,0.09,,,,,,
Decapterus,punctatus,3.25,10.25,1001:130:1,0.02,,,,,,
Decapterus,punctatus,37.75,9.75,1300:479:4,0.10,,,,,,
Decapterus,punctatus,34.75,10.25,1301:140:3,0.06,,,,,,
Decapterus,punctatus,34.25,12.75,1301:142:2,0.18,,,,,,
Decapterus,punctatus,34.25,13.25,1301:143:1,0.17,,,,,,
Decapterus,punctatus,30.25,18.75,1301:208:2,0.17,,,,,,
Decapterus,punctatus,30.75,18.25,1301:208:3,0.03,,,,,,
Decapterus,punctatus,30.75,18.75,1301:208:4,0.17,,,,,,
Decapterus,punctatus,30.75,19.25,1301:209:3,0.06,,,,,,
Decapterus,punctatus,31.75,15.25,1301:215:3,0.09,,,,,,
Decapterus,punctatus,32.75,15.25,1301:225:3,0.10,,,,,,
Decapterus,punctatus,32.25,19.75,1301:229:2,0.17,,,,,,
Decapterus,punctatus,35.25,10.75,1301:350:2,0.14,,,,,,
Decapterus,punctatus,36.25,10.25,1301:360:1,0.12,,,,,,
Decapterus,punctatus,36.75,13.25,1301:363:3,0.19,,,,,,
Decapterus,punctatus,36.25,15.25,1301:465:1,0.12,,,,,,
Decapterus,punctatus,39.75,17.75,1301:497:4,0.15,,,,,,
Decapterus,punctatus,32.25,20.25,1302:120:1,0.16,,,,,,
Decapterus,punctatus,32.75,20.25,1302:120:3,0.15,,,,,,
Decapterus,punctatus,32.75,20.75,1302:120:4,0.15,,,,,,
Decapterus,punctatus,32.75,21.25,1302:121:3,0.13,,,,,,
Decapterus,punctatus,32.75,21.75,1302:121:4,0.14,,,,,,
