Mapping parameters for Scomber scombrus (Atlantic mackerel)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  21 |  27 |  34 |  37 |  41 |  47 ,
Bounding Box (NSWE): ,75,30,-77,42

Pelagic: False,
Layer used to generate probabilities: Bottom,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,0,200,1000
Temperature (°C),1,3,7.5,18.38,27.15
Salinity (psu),1,7,20,37.5,40
Primary Production,1,0,723,1763,2816
Sea Ice Concentration,1,0,0,0.13,0.64
Distance to Land (km),0,0,10,210,574
 

Map data (HSPEC) for predicted occurrences (n = 3786): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Scomber,scombrus,38.25,1.75,1300:381:2,0.14,0.40125,1,0.62148,0.54218533886584,1,1
Scomber,scombrus,38.75,2.25,1300:382:3,0.17,0.51125,1,0.62108,0.54356846473029,1,1
Scomber,scombrus,39.25,0.75,1300:390:2,0.17,0.43875,1,0.62908,0.61687413554633,1,1
Scomber,scombrus,38.25,8.25,1300:488:1,0.02,0.0675,1,0.63196,0.5850622406639,1,1
Scomber,scombrus,38.25,8.75,1300:488:2,0.17,0.44875,1,0.62708,0.59336099585062,1,1
Scomber,scombrus,33.25,14.75,1301:134:2,0.16,0.67625,1,0.5112,0.47717842323651,1,1
Scomber,scombrus,34.75,14.25,1301:144:3,0.19,0.83,1,0.49016,0.47441217150761,1,1
Scomber,scombrus,31.75,15.25,1301:215:3,0.17,1,0.68072976054732,0.7412,0.33471645919779,1,1
Scomber,scombrus,31.75,18.25,1301:218:3,0.05,0.22875,1,0.51936,0.4356846473029,1,1
Scomber,scombrus,31.25,19.25,1301:219:1,0.14,0.60125,1,0.51904,0.46058091286307,1,1
Scomber,scombrus,32.25,16.75,1301:226:2,0.07,0.31125,1,0.51856,0.42600276625173,1,1
Scomber,scombrus,32.75,16.25,1301:226:3,0.04,0.175,1,0.52052,0.41632088520055,1,1
Scomber,scombrus,32.75,19.75,1301:229:4,0.16,0.71375,1,0.51216,0.45089903181189,1,1
Scomber,scombrus,33.25,15.25,1301:235:1,0.09,0.4025,1,0.51568,0.45643153526971,1,1
Scomber,scombrus,33.25,15.75,1301:235:2,0.06,0.28125,1,0.52464,0.43153526970954,1,1
Scomber,scombrus,33.75,15.25,1301:235:3,0.15,0.6625,1,0.51568,0.45228215767635,1,1
Scomber,scombrus,33.75,15.75,1301:235:4,0.16,0.6675,1,0.52612,0.44536652835408,1,1
Scomber,scombrus,34.25,16.25,1301:246:1,0.15,0.64625,1,0.53076,0.44951590594744,1,1
