Mapping parameters for Decapterus muroadsi (Amberstripe scad)

"Cite AquaMaps itself as: Kaschner, K., J. Rius-Barile, K. Kesner-Reyes, C. Garilao, S.O. Kullander, T. Rees and R. Froese. 2013. AquaMaps: Predicted range maps for aquatic species World Wide Web electronic publication, www.aquamaps.org, Version 08/2013. "

Map type: Computer-generated,
Map Option: In FAO
FAOAreas: 47 |  57 |  61 |  71 |  77 |  81 |  87,
Bounding Box (NSWE): ,,,,

Pelagic: True,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,1,37,149,320
Temperature (°C),1,12.37,18.02,26.89,31.09
Salinity (psu),1,32.03,33.63,35.78,37.58
Primary Production,1,128,230,983,1399
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,1,14,252,612
 

Map data (HSPEC) for predicted occurrences (n = 60787): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,SST,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Decapterus,muroadsi,-27.75,-70.75,5207:370:4,0.19,,,,,,
Decapterus,muroadsi,7.25,77.25,1007:477:1,0.19,,,,,,
Decapterus,muroadsi,7.75,79.25,1007:479:3,0.09,,,,,,
Decapterus,muroadsi,8.75,79.25,1007:489:3,0.10,,,,,,
Decapterus,muroadsi,9.25,78.25,1007:498:1,0.16,,,,,,
Decapterus,muroadsi,6.75,80.25,1008:360:3,0.09,,,,,,
Decapterus,muroadsi,1.75,98.75,1009:218:4,0.13,,,,,,
Decapterus,muroadsi,2.25,97.75,1009:227:2,0.15,,,,,,
Decapterus,muroadsi,5.25,96.25,1009:456:1,0.17,,,,,,
Decapterus,muroadsi,5.25,96.75,1009:456:2,0.17,,,,,,
Decapterus,muroadsi,5.75,96.25,1009:456:3,0.17,,,,,,
Decapterus,muroadsi,5.75,96.75,1009:456:4,0.17,,,,,,
Decapterus,muroadsi,5.25,97.25,1009:457:1,0.07,,,,,,
Decapterus,muroadsi,5.75,97.25,1009:457:3,0.07,,,,,,
Decapterus,muroadsi,5.75,97.75,1009:457:4,0.07,,,,,,
Decapterus,muroadsi,6.25,96.25,1009:466:1,0.17,,,,,,
Decapterus,muroadsi,6.25,96.75,1009:466:2,0.17,,,,,,
Decapterus,muroadsi,6.75,96.25,1009:466:3,0.17,,,,,,
Decapterus,muroadsi,6.75,96.75,1009:466:4,0.17,,,,,,
Decapterus,muroadsi,6.25,97.25,1009:467:1,0.07,,,,,,
Decapterus,muroadsi,6.25,97.75,1009:467:2,0.07,,,,,,
Decapterus,muroadsi,6.75,97.25,1009:467:3,0.07,,,,,,
Decapterus,muroadsi,6.75,97.75,1009:467:4,0.07,,,,,,
Decapterus,muroadsi,7.25,97.25,1009:477:1,0.14,,,,,,
Decapterus,muroadsi,7.25,97.75,1009:477:2,0.14,,,,,,
Decapterus,muroadsi,7.75,97.25,1009:477:3,0.14,,,,,,
Decapterus,muroadsi,7.75,97.75,1009:477:4,0.14,,,,,,
Decapterus,muroadsi,7.25,98.25,1009:478:1,0.07,,,,,,
Decapterus,muroadsi,7.25,98.75,1009:478:2,0.07,,,,,,
Decapterus,muroadsi,7.75,98.25,1009:478:3,0.07,,,,,,
Decapterus,muroadsi,7.75,98.75,1009:478:4,0.07,,,,,,
Decapterus,muroadsi,7.25,99.25,1009:479:1,0.07,,,,,,
Decapterus,muroadsi,7.25,99.75,1009:479:2,0.07,,,,,,
Decapterus,muroadsi,7.75,99.25,1009:479:3,0.07,,,,,,
Decapterus,muroadsi,8.25,98.75,1009:488:2,0.07,,,,,,
Decapterus,muroadsi,1.75,104.25,1010:114:3,0.08,,,,,,
Decapterus,muroadsi,1.75,104.75,1010:114:4,0.18,,,,,,
Decapterus,muroadsi,2.75,103.25,1010:123:3,0.01,,,,,,
Decapterus,muroadsi,2.25,104.25,1010:124:1,0.19,,,,,,
Decapterus,muroadsi,3.25,103.25,1010:133:1,0.01,,,,,,
Decapterus,muroadsi,4.75,103.25,1010:143:3,0.19,,,,,,
Decapterus,muroadsi,0.25,105.25,1010:205:1,0.15,,,,,,
Decapterus,muroadsi,0.25,105.75,1010:205:2,0.15,,,,,,
Decapterus,muroadsi,0.75,105.25,1010:205:3,0.15,,,,,,
Decapterus,muroadsi,0.75,105.75,1010:205:4,0.15,,,,,,
Decapterus,muroadsi,0.75,107.25,1010:207:3,0.19,,,,,,
Decapterus,muroadsi,0.75,107.75,1010:207:4,0.16,,,,,,
Decapterus,muroadsi,0.75,108.25,1010:208:3,0.06,,,,,,
Decapterus,muroadsi,1.75,109.25,1010:219:3,0.01,,,,,,
Decapterus,muroadsi,2.25,109.25,1010:229:1,0.13,,,,,,
Decapterus,muroadsi,2.25,109.75,1010:229:2,0.17,,,,,,
Decapterus,muroadsi,5.75,102.75,1010:352:4,0.10,,,,,,
Decapterus,muroadsi,6.25,101.75,1010:361:2,0.09,,,,,,
Decapterus,muroadsi,6.25,102.25,1010:362:1,0.10,,,,,,
Decapterus,muroadsi,6.25,102.75,1010:362:2,0.10,,,,,,
Decapterus,muroadsi,6.75,102.25,1010:362:3,0.10,,,,,,
Decapterus,muroadsi,6.75,102.75,1010:362:4,0.10,,,,,,
Decapterus,muroadsi,7.25,102.25,1010:372:1,0.05,,,,,,
Decapterus,muroadsi,7.25,102.75,1010:372:2,0.05,,,,,,
Decapterus,muroadsi,7.75,102.25,1010:372:3,0.05,,,,,,
Decapterus,muroadsi,7.75,102.75,1010:372:4,0.05,,,,,,
Decapterus,muroadsi,7.25,103.25,1010:373:1,0.16,,,,,,
Decapterus,muroadsi,7.25,103.75,1010:373:2,0.16,,,,,,
Decapterus,muroadsi,7.75,103.25,1010:373:3,0.16,,,,,,
Decapterus,muroadsi,7.75,103.75,1010:373:4,0.16,,,,,,
Decapterus,muroadsi,8.25,103.25,1010:383:1,0.08,,,,,,
Decapterus,muroadsi,8.25,103.75,1010:383:2,0.08,,,,,,
Decapterus,muroadsi,8.75,103.25,1010:383:3,0.08,,,,,,
Decapterus,muroadsi,8.75,103.75,1010:383:4,0.08,,,,,,
Decapterus,muroadsi,8.25,104.25,1010:384:1,0.19,,,,,,
Decapterus,muroadsi,8.25,104.75,1010:384:2,0.12,,,,,,
Decapterus,muroadsi,8.75,104.25,1010:384:3,0.09,,,,,,
Decapterus,muroadsi,8.75,105.25,1010:485:3,0.11,,,,,,
Decapterus,muroadsi,9.25,105.25,1010:495:1,0.15,,,,,,
Decapterus,muroadsi,9.75,105.25,1010:495:3,0.19,,,,,,
Decapterus,muroadsi,9.75,106.25,1010:496:3,0.02,,,,,,
Decapterus,muroadsi,1.75,110.25,1011:110:3,0.01,,,,,,
Decapterus,muroadsi,1.75,111.25,1011:111:3,0.01,,,,,,
Decapterus,muroadsi,2.25,110.25,1011:120:1,0.07,,,,,,
Decapterus,muroadsi,2.75,110.25,1011:120:3,0.08,,,,,,
Decapterus,muroadsi,2.75,110.75,1011:120:4,0.07,,,,,,
Decapterus,muroadsi,3.25,111.25,1011:131:1,0.12,,,,,,
Decapterus,muroadsi,3.25,111.75,1011:131:2,0.04,,,,,,
Decapterus,muroadsi,3.75,111.25,1011:131:3,0.13,,,,,,
Decapterus,muroadsi,3.75,111.75,1011:131:4,0.13,,,,,,
Decapterus,muroadsi,3.75,112.25,1011:132:3,0.04,,,,,,
Decapterus,muroadsi,3.75,112.75,1011:132:4,0.04,,,,,,
Decapterus,muroadsi,3.75,113.25,1011:133:3,0.03,,,,,,
Decapterus,muroadsi,3.75,113.75,1011:133:4,0.06,,,,,,
Decapterus,muroadsi,4.25,114.25,1011:144:1,0.01,,,,,,
Decapterus,muroadsi,0.25,117.25,1011:207:1,0.01,,,,,,
Decapterus,muroadsi,0.75,117.75,1011:207:4,0.15,,,,,,
Decapterus,muroadsi,1.25,118.25,1011:218:1,0.01,,,,,,
Decapterus,muroadsi,2.25,118.25,1011:228:1,0.15,,,,,,
Decapterus,muroadsi,3.25,117.25,1011:237:1,0.13,,,,,,
Decapterus,muroadsi,3.75,118.25,1011:238:3,0.08,,,,,,
Decapterus,muroadsi,5.25,114.25,1011:354:1,0.08,,,,,,
Decapterus,muroadsi,5.75,117.75,1011:457:4,0.02,,,,,,
Decapterus,muroadsi,5.25,118.25,1011:458:1,0.01,,,,,,
Decapterus,muroadsi,0.75,121.25,1012:101:3,0.01,,,,,,
Decapterus,muroadsi,0.75,121.75,1012:101:4,0.01,,,,,,
Decapterus,muroadsi,0.75,122.25,1012:102:3,0.01,,,,,,
Decapterus,muroadsi,0.75,122.75,1012:102:4,0.04,,,,,,
Decapterus,muroadsi,7.75,124.25,1012:374:3,0.17,,,,,,
Decapterus,muroadsi,7.75,127.25,1012:477:3,0.19,,,,,,
Decapterus,muroadsi,10.25,79.25,1107:209:1,0.09,,,,,,
Decapterus,muroadsi,11.75,79.75,1107:219:4,0.05,,,,,,
Decapterus,muroadsi,12.25,79.75,1107:229:2,0.15,,,,,,
Decapterus,muroadsi,12.75,80.25,1108:120:3,0.18,,,,,,
Decapterus,muroadsi,14.25,83.25,1108:143:1,0.01,,,,,,
Decapterus,muroadsi,14.25,83.75,1108:143:2,0.01,,,,,,
Decapterus,muroadsi,14.75,83.25,1108:143:3,0.01,,,,,,
Decapterus,muroadsi,14.75,83.75,1108:143:4,0.01,,,,,,
Decapterus,muroadsi,14.25,84.25,1108:144:1,0.13,,,,,,
Decapterus,muroadsi,14.25,84.75,1108:144:2,0.13,,,,,,
Decapterus,muroadsi,14.75,84.25,1108:144:3,0.13,,,,,,
Decapterus,muroadsi,14.75,84.75,1108:144:4,0.13,,,,,,
Decapterus,muroadsi,15.25,85.25,1108:455:1,0.10,,,,,,
Decapterus,muroadsi,15.25,85.75,1108:455:2,0.10,,,,,,
Decapterus,muroadsi,15.75,85.25,1108:455:3,0.10,,,,,,
Decapterus,muroadsi,15.75,85.75,1108:455:4,0.10,,,,,,
Decapterus,muroadsi,16.25,86.25,1108:466:1,0.05,,,,,,
Decapterus,muroadsi,16.25,86.75,1108:466:2,0.05,,,,,,
Decapterus,muroadsi,16.75,86.25,1108:466:3,0.05,,,,,,
Decapterus,muroadsi,16.75,86.75,1108:466:4,0.05,,,,,,
Decapterus,muroadsi,16.25,87.25,1108:467:1,0.13,,,,,,
Decapterus,muroadsi,16.25,87.75,1108:467:2,0.13,,,,,,
Decapterus,muroadsi,16.75,87.25,1108:467:3,0.13,,,,,,
Decapterus,muroadsi,16.75,87.75,1108:467:4,0.13,,,,,,
Decapterus,muroadsi,16.25,88.25,1108:468:1,0.14,,,,,,
Decapterus,muroadsi,16.25,88.75,1108:468:2,0.14,,,,,,
Decapterus,muroadsi,16.75,88.25,1108:468:3,0.14,,,,,,
Decapterus,muroadsi,16.75,88.75,1108:468:4,0.14,,,,,,
Decapterus,muroadsi,16.25,89.25,1108:469:1,0.10,,,,,,
Decapterus,muroadsi,16.25,89.75,1108:469:2,0.10,,,,,,
Decapterus,muroadsi,16.75,89.25,1108:469:3,0.10,,,,,,
Decapterus,muroadsi,16.75,89.75,1108:469:4,0.10,,,,,,
Decapterus,muroadsi,10.25,94.25,1109:104:1,0.17,,,,,,
Decapterus,muroadsi,10.25,94.75,1109:104:2,0.17,,,,,,
Decapterus,muroadsi,10.75,94.25,1109:104:3,0.17,,,,,,
Decapterus,muroadsi,10.75,94.75,1109:104:4,0.17,,,,,,
Decapterus,muroadsi,11.25,92.25,1109:112:1,0.19,,,,,,
Decapterus,muroadsi,11.25,92.75,1109:112:2,0.19,,,,,,
Decapterus,muroadsi,11.75,92.25,1109:112:3,0.19,,,,,,
Decapterus,muroadsi,11.75,92.75,1109:112:4,0.19,,,,,,
Decapterus,muroadsi,11.25,93.25,1109:113:1,0.12,,,,,,
Decapterus,muroadsi,11.25,93.75,1109:113:2,0.12,,,,,,
Decapterus,muroadsi,11.75,93.25,1109:113:3,0.12,,,,,,
Decapterus,muroadsi,11.75,93.75,1109:113:4,0.12,,,,,,
Decapterus,muroadsi,11.25,94.25,1109:114:1,0.06,,,,,,
Decapterus,muroadsi,11.25,94.75,1109:114:2,0.06,,,,,,
Decapterus,muroadsi,11.75,94.25,1109:114:3,0.06,,,,,,
Decapterus,muroadsi,11.75,94.75,1109:114:4,0.06,,,,,,
Decapterus,muroadsi,12.25,91.25,1109:121:1,0.18,,,,,,
Decapterus,muroadsi,12.25,91.75,1109:121:2,0.18,,,,,,
Decapterus,muroadsi,12.75,91.25,1109:121:3,0.18,,,,,,
Decapterus,muroadsi,12.75,91.75,1109:121:4,0.18,,,,,,
