Mapping parameters for Trachyscorpia cristulata echinata (Spiny scorpionfish)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  27 |  34 ,
Bounding Box (NSWE): ,56,12,-18,1

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,200,516,1151,2500
Temperature (°C),1,11.5,14,19.57,29.34
Salinity (psu),1,34.20000000000001,36,37,37.8
Primary Production,1,156.5,378,638,808.5
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,83,86,351,564
 

Map data (HSPEC) for predicted occurrences (n = 423): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Trachyscorpia,cristulata echinata,24.25,-17.75,7201:247:2,0.07,0.41289844329133,0.86386898669396,1,0.20234604105572,1,1
Trachyscorpia,cristulata echinata,24.75,-17.75,7201:247:4,0.03,0.029651593773165,0.86386898669396,1,1,1,1
Trachyscorpia,cristulata echinata,27.25,-14.75,7201:374:2,0.16,0.17420311341735,0.91299897645855,1,1,1,1
Trachyscorpia,cristulata echinata,28.25,-12.75,7201:382:2,0.03,0.94620253164557,0.96724667349028,1,0.038123167155425,1,1
Trachyscorpia,cristulata echinata,29.25,-14.25,7201:394:1,0.07,0.080800593031875,0.91606960081883,1,1,1,1
Trachyscorpia,cristulata echinata,25.25,-15.75,7201:455:2,0.01,0.74050632911392,0.93346980552712,1,0.020527859237537,1,1
Trachyscorpia,cristulata echinata,27.25,-15.75,7201:475:2,0.15,0.16753150481838,0.87615148413511,1,1,1,1
Trachyscorpia,cristulata echinata,28.75,-17.25,7201:487:3,0.16,0.19125277983692,0.83418628454452,1,0.97742663656885,1,1
Trachyscorpia,cristulata echinata,29.75,-15.75,7201:495:4,0.05,0.075611564121572,0.89150460593654,1,0.79232505643341,1,1
Trachyscorpia,cristulata echinata,29.25,-17.75,7201:497:2,0.11,0.14084507042254,0.85875127942682,1,0.88261851015801,1,1
Trachyscorpia,cristulata echinata,33.75,-7.75,7300:237:4,0.04,0.2120253164557,0.96827021494371,1,0.18475073313783,1,1
Trachyscorpia,cristulata echinata,34.75,-8.25,7300:248:3,0.11,0.11786508524833,0.98669396110542,1,0.91422121896163,1,1
Trachyscorpia,cristulata echinata,35.25,-6.25,7300:456:1,0.10,0.64873417721519,1,1,0.14956011730205,1,1
Trachyscorpia,cristulata echinata,36.25,-9.25,7300:469:1,0.16,0.15789473684211,1,1,1,1,1
Trachyscorpia,cristulata echinata,31.75,-13.25,7301:113:3,0.14,0.15048183839881,0.95803480040942,1,0.95033860045147,1,1
Trachyscorpia,cristulata echinata,32.75,-10.25,7301:120:3,0.16,0.15567086730912,1,1,1,1,1
Trachyscorpia,cristulata echinata,32.25,-13.25,7301:123:1,0.13,0.15418828762046,0.97236438075742,1,0.89164785553047,1,1
Trachyscorpia,cristulata echinata,33.75,-14.75,7301:134:4,0.01,0.012601927353595,0.98259979529171,1,0.72460496613995,1,1
Trachyscorpia,cristulata echinata,34.75,-12.75,7301:142:4,0.08,0.097850259451446,1,1,0.77426636568849,1,1
Trachyscorpia,cristulata echinata,34.75,-13.25,7301:143:3,0.06,0.074870274277242,1,1,0.76523702031603,1,1
Trachyscorpia,cristulata echinata,34.25,-14.25,7301:144:1,0.18,0.27427724240178,1,1,0.67042889390519,1,1
Trachyscorpia,cristulata echinata,33.25,-17.25,7301:237:1,0.15,0.24462564862861,0.94882292732856,1,0.65237020316027,1,1
Trachyscorpia,cristulata echinata,37.75,-10.25,7301:370:3,0.05,0.050407709414381,1,1,1,1,1
Trachyscorpia,cristulata echinata,36.75,-15.75,7301:465:4,0.04,0.058561897702001,1,1,0.72009029345372,1,1
Trachyscorpia,cristulata echinata,37.25,-15.25,7301:475:1,0.05,0.071163825055597,1,1,0.74717832957111,1,1
Trachyscorpia,cristulata echinata,44.25,-3.75,7400:143:2,0.05,0.07709414381023,1,0.61666666666667,1,1,1
Trachyscorpia,cristulata echinata,41.75,-9.75,7400:219:4,0.19,0.43736100815419,1,0.85555555555556,0.50733137829912,1,1
Trachyscorpia,cristulata echinata,43.75,-7.25,7400:237:3,0.16,0.20253164556962,1,0.84444444444444,0.91202346041056,1,1
Trachyscorpia,cristulata echinata,43.75,-8.75,7400:238:4,0.18,1,1,0.84444444444444,0.21407624633431,1,1
Trachyscorpia,cristulata echinata,45.25,-2.25,7400:352:1,0.14,1,1,0.45555555555556,0.30791788856305,1,1
Trachyscorpia,cristulata echinata,46.75,-4.75,7400:364:4,0.02,1,1,0.65555555555556,0.026392961876833,1,1
Trachyscorpia,cristulata echinata,47.25,-5.25,7400:475:1,0.11,1,1,0.65555555555556,0.16715542521994,1,1
Trachyscorpia,cristulata echinata,47.75,-6.25,7400:476:3,0.14,0.25632911392405,1,0.68888888888889,0.78299120234604,1,1
Trachyscorpia,cristulata echinata,47.25,-8.75,7400:478:2,0.18,0.24759080800593,1,0.72777777777778,1,1,1
Trachyscorpia,cristulata echinata,47.75,-9.75,7400:479:4,0.10,0.13120830244626,1,0.74444444444444,1,1,1
Trachyscorpia,cristulata echinata,48.25,-7.25,7400:487:1,0.01,0.012658227848101,0.808,0.66111111111111,1,1,1
Trachyscorpia,cristulata echinata,48.25,-7.75,7400:487:2,0.14,0.25949367088608,0.808,0.66111111111111,1,1,1
Trachyscorpia,cristulata echinata,48.75,-7.75,7400:487:4,0.11,0.20569620253165,0.808,0.66111111111111,1,1,1
Trachyscorpia,cristulata echinata,48.75,-8.25,7400:488:3,0.15,0.25949367088608,0.86,0.67777777777778,1,1,1
Trachyscorpia,cristulata echinata,48.75,-8.75,7400:488:4,0.13,0.22784810126582,0.86,0.67777777777778,1,1,1
Trachyscorpia,cristulata echinata,49.25,-8.75,7400:498:2,0.07,0.17088607594937,0.672,0.62222222222222,0.91202346041056,1,1
Trachyscorpia,cristulata echinata,49.25,-9.25,7400:499:1,0.01,0.012658227848101,0.704,0.65,1,1,1
Trachyscorpia,cristulata echinata,49.25,-9.75,7400:499:2,0.02,0.034810126582278,0.704,0.65,1,1,1
Trachyscorpia,cristulata echinata,40.25,-10.25,7401:100:1,0.05,0.060785767234989,1,0.89444444444445,1,1,1
Trachyscorpia,cristulata echinata,40.25,-14.25,7401:104:1,0.13,0.13787991104522,1,0.96666666666667,1,1,1
Trachyscorpia,cristulata echinata,42.75,-10.25,7401:120:3,0.16,0.22831727205337,1,0.82222222222222,0.841642228739,1,1
Trachyscorpia,cristulata echinata,42.25,-12.25,7401:122:1,0.01,0.014825796886583,1,0.87777777777778,1,1,1
Trachyscorpia,cristulata echinata,43.25,-10.25,7401:130:1,0.05,0.06819866567828,1,0.80555555555555,0.87683284457478,1,1
Trachyscorpia,cristulata echinata,43.25,-10.75,7401:130:2,0.03,0.032616753150482,1,0.80555555555555,1,1,1
Trachyscorpia,cristulata echinata,43.25,-11.25,7401:131:1,0.15,0.17642698295033,1,0.83888888888889,1,1,1
Trachyscorpia,cristulata echinata,49.25,-10.25,7401:390:1,0.03,0.060126582278481,0.732,0.68333333333333,1,1,1
Trachyscorpia,cristulata echinata,49.75,-13.75,7401:393:4,0.07,0.1119347664937,0.82,0.73333333333333,1,1,1
Trachyscorpia,cristulata echinata,45.25,-15.25,7401:455:1,0.03,0.037805782060786,1,0.82222222222222,1,1,1
Trachyscorpia,cristulata echinata,45.25,-15.75,7401:455:2,0.07,0.081541882876205,1,0.82222222222222,1,1,1
Trachyscorpia,cristulata echinata,50.25,-12.25,7501:102:1,0.19,0.41882876204596,0.64,0.69444444444445,1,1,1
Trachyscorpia,cristulata echinata,50.25,-12.75,7501:102:2,0.07,0.15715344699778,0.64,0.69444444444445,1,1,1
Trachyscorpia,cristulata echinata,50.75,-12.75,7501:102:4,0.15,0.34692364714603,0.64,0.69444444444445,1,1,1
Trachyscorpia,cristulata echinata,50.25,-13.75,7501:103:2,0.17,0.35285396590067,0.668,0.71111111111111,1,1,1
Trachyscorpia,cristulata echinata,50.25,-14.25,7501:104:1,0.07,0.1475166790215,0.68,0.71666666666667,1,1,1
Trachyscorpia,cristulata echinata,51.25,-10.75,7501:110:2,0.01,0.085443037974684,0.408,0.64444444444444,0.56011730205279,1,1
Trachyscorpia,cristulata echinata,52.25,-11.25,7501:121:1,0.03,0.19303797468354,0.316,0.61666666666667,0.66568914956012,1,1
Trachyscorpia,cristulata echinata,52.75,-11.75,7501:121:4,0.06,0.30379746835443,0.316,0.62222222222222,1,1,1
Trachyscorpia,cristulata echinata,52.75,-13.75,7501:123:4,0.12,0.44620253164557,0.4,0.67777777777778,1,1,1
Trachyscorpia,cristulata echinata,52.25,-14.25,7501:124:1,0.18,0.63607594936709,0.416,0.68333333333333,1,1,1
Trachyscorpia,cristulata echinata,53.25,-11.75,7501:131:2,0.03,0.29113924050633,0.2,0.62222222222222,0.92375366568915,1,1
Trachyscorpia,cristulata echinata,53.75,-11.75,7501:131:4,0.05,0.62341772151899,0.2,0.62222222222222,0.64222873900293,1,1
Trachyscorpia,cristulata echinata,53.25,-12.25,7501:132:1,0.09,0.56012658227848,0.244,0.65,1,1,1
Trachyscorpia,cristulata echinata,53.25,-12.75,7501:132:2,0.10,0.66139240506329,0.244,0.65,1,1,1
Trachyscorpia,cristulata echinata,53.75,-12.25,7501:132:3,0.16,1,0.244,0.65,1,1,1
Trachyscorpia,cristulata echinata,53.75,-12.75,7501:132:4,0.16,1,0.244,0.65,1,1,1
Trachyscorpia,cristulata echinata,53.25,-13.25,7501:133:1,0.09,0.5,0.264,0.66666666666667,1,1,1
Trachyscorpia,cristulata echinata,53.25,-13.75,7501:133:2,0.07,0.43354430379747,0.264,0.66666666666667,0.87683284457478,1,1
Trachyscorpia,cristulata echinata,53.75,-13.25,7501:133:3,0.18,1,0.264,0.66666666666667,1,1,1
Trachyscorpia,cristulata echinata,53.75,-13.75,7501:133:4,0.18,1,0.264,0.66666666666667,1,1,1
Trachyscorpia,cristulata echinata,53.25,-14.25,7501:134:1,0.19,1,0.276,0.67777777777778,1,1,1
Trachyscorpia,cristulata echinata,53.25,-14.75,7501:134:2,0.19,1,0.276,0.67777777777778,1,1,1
Trachyscorpia,cristulata echinata,53.75,-14.25,7501:134:3,0.19,1,0.276,0.67777777777778,1,1,1
Trachyscorpia,cristulata echinata,53.75,-14.75,7501:134:4,0.16,0.86212008895478,0.276,0.67777777777778,1,1,1
Trachyscorpia,cristulata echinata,54.75,-10.75,7501:140:4,0.01,1,0.064,0.62777777777778,0.25513196480938,1,1
Trachyscorpia,cristulata echinata,54.25,-11.75,7501:141:2,0.06,1,0.092,0.63888888888889,1,1,1
Trachyscorpia,cristulata echinata,54.75,-11.25,7501:141:3,0.06,1,0.092,0.63333333333333,0.96480938416422,1,1
Trachyscorpia,cristulata echinata,54.75,-11.75,7501:141:4,0.02,0.32023721275019,0.092,0.63888888888889,1,1,1
Trachyscorpia,cristulata echinata,54.25,-12.25,7501:142:1,0.07,1,0.112,0.65555555555556,1,1,1
Trachyscorpia,cristulata echinata,54.25,-12.75,7501:142:2,0.07,1,0.112,0.65555555555556,1,1,1
Trachyscorpia,cristulata echinata,54.25,-13.25,7501:143:1,0.08,1,0.116,0.66666666666667,1,1,1
Trachyscorpia,cristulata echinata,54.25,-13.75,7501:143:2,0.06,0.83617494440326,0.116,0.66666666666667,1,1,1
Trachyscorpia,cristulata echinata,54.25,-14.25,7501:144:1,0.04,0.47442550037064,0.12,0.66666666666667,1,1,1
Trachyscorpia,cristulata echinata,54.75,-14.25,7501:144:3,0.03,0.40029651593773,0.12,0.66666666666667,1,1,1
Trachyscorpia,cristulata echinata,54.75,-14.75,7501:144:4,0.01,0.10896960711638,0.12,0.66666666666667,1,1,1
Trachyscorpia,cristulata echinata,53.25,-15.25,7501:235:1,0.12,0.61452928094885,0.28,0.67777777777778,1,1,1
Trachyscorpia,cristulata echinata,53.75,-16.25,7501:236:3,0.01,0.06004447739066,0.28,0.67222222222222,1,1,1
Trachyscorpia,cristulata echinata,53.75,-16.75,7501:236:4,0.03,0.15048183839881,0.28,0.67222222222222,1,1,1
Trachyscorpia,cristulata echinata,53.25,-17.25,7501:237:1,0.01,0.072646404744255,0.276,0.66111111111111,1,1,1
Trachyscorpia,cristulata echinata,53.75,-17.25,7501:237:3,0.02,0.13565604151223,0.276,0.66111111111111,1,1,1
Trachyscorpia,cristulata echinata,53.75,-17.75,7501:237:4,0.02,0.1297257227576,0.276,0.66111111111111,1,1,1
Trachyscorpia,cristulata echinata,54.75,-15.25,7501:245:3,0.02,0.23276501111935,0.12,0.66666666666667,1,1,1
Trachyscorpia,cristulata echinata,54.75,-15.75,7501:245:4,0.02,0.23795404002965,0.12,0.66666666666667,1,1,1
Trachyscorpia,cristulata echinata,54.25,-16.25,7501:246:1,0.01,0.1653076352854,0.12,0.66111111111111,1,1,1
Trachyscorpia,cristulata echinata,54.25,-16.75,7501:246:2,0.01,0.16234247590808,0.12,0.66111111111111,1,1,1
Trachyscorpia,cristulata echinata,54.75,-16.25,7501:246:3,0.02,0.22238695329874,0.12,0.66111111111111,1,1,1
Trachyscorpia,cristulata echinata,54.75,-16.75,7501:246:4,0.07,0.91178650852483,0.12,0.66111111111111,1,1,1
Trachyscorpia,cristulata echinata,54.25,-17.25,7501:247:1,0.02,0.28984432913269,0.12,0.65,1,1,1
Trachyscorpia,cristulata echinata,54.25,-17.75,7501:247:2,0.04,0.56412157153447,0.12,0.65,1,1,1
Trachyscorpia,cristulata echinata,54.75,-17.25,7501:247:3,0.08,1,0.12,0.65,1,1,1
Trachyscorpia,cristulata echinata,54.75,-17.75,7501:247:4,0.08,1,0.12,0.65,1,1,1
Trachyscorpia,cristulata echinata,27.25,-14.25,7201:374:1,0.29,1,0.91299897645855,1,0.31378299120235,1,1
Trachyscorpia,cristulata echinata,29.75,-10.75,7201:390:4,0.30,1,1,1,0.29618768328446,1,1
Trachyscorpia,cristulata echinata,29.25,-11.25,7201:391:1,0.34,1,1,1,0.33724340175953,1,1
Trachyscorpia,cristulata echinata,26.25,-16.25,7201:466:1,0.28,0.33061527057079,0.85056294779939,1,1,1,1
Trachyscorpia,cristulata echinata,27.25,-17.75,7201:477:2,0.29,0.35285396590067,0.81269191402252,1,1,1,1
Trachyscorpia,cristulata echinata,32.25,-9.75,7300:229:2,0.29,1,1,1,0.29032258064516,1,1
Trachyscorpia,cristulata echinata,33.75,-6.75,7300:236:4,0.32,0.32278481012658,0.98259979529171,1,1,1,1
Trachyscorpia,cristulata echinata,34.25,-8.75,7300:248:2,0.29,0.32839140103781,0.98669396110542,1,0.88713318284424,1,1
Trachyscorpia,cristulata echinata,35.75,-5.75,7300:455:4,0.28,1,1,1,0.28445747800587,1,1
Trachyscorpia,cristulata echinata,35.75,-6.25,7300:456:3,0.33,1,1,1,0.33137829912023,1,1
Trachyscorpia,cristulata echinata,38.25,-9.75,7300:489:2,0.31,1,1,1,0.30791788856305,1,1
Trachyscorpia,cristulata echinata,39.75,-9.75,7300:499:4,0.35,1,1,0.82222222222222,0.42521994134897,1,1
Trachyscorpia,cristulata echinata,30.25,-11.75,7301:101:2,0.36,0.36323202372127,1,1,1,1,1
Trachyscorpia,cristulata echinata,30.75,-11.25,7301:101:3,0.35,0.34544106745738,1,1,1,1,1
Trachyscorpia,cristulata echinata,30.75,-13.75,7301:103:4,0.20,0.2060785767235,0.94984646878199,1,1,1,1
Trachyscorpia,cristulata echinata,31.25,-11.75,7301:111:2,0.22,0.22164566345441,0.99692937563971,1,1,1,1
Trachyscorpia,cristulata echinata,33.25,-16.75,7301:236:2,0.38,0.6004447739066,0.96212896622313,1,0.66139954853273,1,1
Trachyscorpia,cristulata echinata,34.25,-16.75,7301:246:2,0.21,0.30392883617494,0.992835209826,1,0.69751693002257,1,1
Trachyscorpia,cristulata echinata,34.75,-16.75,7301:246:4,0.22,0.30689399555226,0.992835209826,1,0.71557562076749,1,1
Trachyscorpia,cristulata echinata,35.25,-11.25,7301:351:1,0.39,0.5063009636768,1,1,0.7607223476298,1,1
Trachyscorpia,cristulata echinata,35.25,-12.25,7301:352:1,0.36,0.4759080800593,1,1,0.75620767494357,1,1
Trachyscorpia,cristulata echinata,35.25,-14.75,7301:354:2,0.36,0.49888806523351,1,1,0.72911963882619,1,1
Trachyscorpia,cristulata echinata,35.75,-14.75,7301:354:4,0.31,0.39214232765011,1,1,0.79232505643341,1,1
Trachyscorpia,cristulata echinata,36.25,-12.75,7301:362:2,0.27,0.353595255745,1,1,0.77426636568849,1,1
Trachyscorpia,cristulata echinata,36.75,-12.75,7301:362:4,0.28,0.34025203854707,1,1,0.81489841986456,1,1
Trachyscorpia,cristulata echinata,37.25,-10.75,7301:370:2,0.38,0.37879911045219,1,1,1,1,1
Trachyscorpia,cristulata echinata,37.75,-14.25,7301:374:3,0.38,0.44551519644181,1,1,0.84198645598194,1,1
Trachyscorpia,cristulata echinata,38.75,-10.75,7301:380:4,0.39,0.38547071905115,1,1,1,1,1
Trachyscorpia,cristulata echinata,39.75,-10.25,7301:390:3,0.20,0.20385470719051,1,0.97222222222222,1,1,1
Trachyscorpia,cristulata echinata,35.75,-15.25,7301:455:3,0.31,0.42031134173462,1,1,0.73363431151242,1,1
Trachyscorpia,cristulata echinata,35.75,-15.75,7301:455:4,0.37,0.53298739807265,1,1,0.69751693002257,1,1
Trachyscorpia,cristulata echinata,35.25,-16.25,7301:456:1,0.26,0.3639733135656,1,1,0.70654627539503,1,1
Trachyscorpia,cristulata echinata,36.75,-15.25,7301:465:3,0.27,0.37583395107487,1,1,0.72911963882619,1,1
Trachyscorpia,cristulata echinata,44.75,-2.75,7400:142:4,0.33,0.65826538176427,1,0.5,1,1,1
Trachyscorpia,cristulata echinata,44.75,-3.25,7400:143:3,0.36,0.58117123795404,1,0.61666666666667,1,1,1
