Mapping parameters for Ciliata mustela (Fivebeard rockling)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  27 ,
Bounding Box (NSWE): ,72,38,-25,22

Pelagic: False,
Layer used to generate probabilities: Bottom,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,17,17,20,22
Temperature (°C),1,1.05,8,11.67,13.94
Salinity (psu),1,22.3502,33.4375,35.2615,36.3029
Primary Production,1,0,747,1861,2534.5
Sea Ice Concentration,1,-0.9900000000000001,0,0.03,0.13
Distance to Land (km),0,0,3,85,471
 

Map data (HSPEC) for predicted occurrences (n = 565): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Ciliata,mustela,38.25,-9.25,7300:489:1,0.07,1,0.95154185022,0.0777799116574,1,1,1
Ciliata,mustela,39.75,-9.25,7300:499:3,0.10,1,0.246696035242,0.410985212214,1,1,1
Ciliata,mustela,43.25,-4.25,7400:134:1,0.17,1,0.251101321586,0.67754945266,1,1,1
Ciliata,mustela,45.25,-1.25,7400:351:1,0.08,1,0.0837004405286,0.980795083541,1,1,1
Ciliata,mustela,46.75,-1.75,7400:361:4,0.19,1,0.189427312775,1,1,1,1
Ciliata,mustela,53.25,-3.25,7500:133:1,0.10,1,1,1,1,0.1,1
Ciliata,mustela,65.75,-14.75,7601:354:4,0.05,1,0.073381294964,1,0.68406961178,1,1
Ciliata,mustela,66.25,-14.75,7601:364:2,0.02,1,0.0287769784173,1,0.680053547523,0.9,1
Ciliata,mustela,66.25,-16.25,7601:466:1,0.12,1,0.148201438849,1,0.79250334672,1,1
Ciliata,mustela,66.25,-17.75,7601:467:2,0.17,1,0.270503597122,1,0.697456492637,0.9,1
Ciliata,mustela,66.25,-18.75,7601:468:2,0.10,1,0.161151079137,1,0.661311914324,0.9,1
Ciliata,mustela,66.75,-22.75,7602:362:4,0.12,1,0.159712230216,1,0.780455153949,1,1
Ciliata,mustela,66.25,-23.25,7602:363:1,0.16,1,0.572661870504,1,0.708165997323,0.4,1
Ciliata,mustela,51.75,3.75,1500:113:4,0.21,1,1,1,0.20564216778,1,1
Ciliata,mustela,52.75,4.25,1500:124:3,0.36,1,1,1,0.363028953229,1,1
Ciliata,mustela,53.25,5.25,1500:235:1,0.35,1,1,1,0.349665924276,1,1
Ciliata,mustela,55.75,7.75,1500:457:4,0.25,1,1,1,0.251670378619,1,1
Ciliata,mustela,57.75,8.75,1500:478:4,0.39,0.5,0.772661870504,1,1,1,1
Ciliata,mustela,59.25,10.25,1501:390:1,0.29,1,1,0.463106437095,0.636228656273,1,1
Ciliata,mustela,43.25,-1.75,7400:131:2,0.33,1,0.436123348018,0.75753792971,1,1,1
Ciliata,mustela,43.25,-2.25,7400:132:1,0.33,1,0.436123348018,0.75753792971,1,1,1
Ciliata,mustela,43.25,-3.25,7400:133:1,0.24,1,0.334801762115,0.716055310159,1,1,1
Ciliata,mustela,44.25,-1.25,7400:141:1,0.33,1,0.436123348018,0.75753792971,1,1,1
Ciliata,mustela,44.75,-1.25,7400:141:3,0.33,1,0.436123348018,0.75753792971,1,1,1
Ciliata,mustela,40.75,-9.25,7400:209:3,0.34,1,1,0.335605915114,1,1,1
Ciliata,mustela,41.75,-9.25,7400:219:3,0.24,1,1,0.237564816593,1,1,1
Ciliata,mustela,43.25,-8.75,7400:238:2,0.32,1,0.484581497797,0.659496831189,1,1,1
Ciliata,mustela,56.75,-14.75,7501:364:4,0.31,0.5,1,0.903591319378,0.676037483266,1,1
Ciliata,mustela,57.25,-13.25,7501:373:1,0.31,0.5,1,0.907336278087,0.678714859438,1,1
Ciliata,mustela,57.75,-13.25,7501:373:3,0.29,0.5,1,0.918091031304,0.642570281124,1,1
Ciliata,mustela,61.75,-6.75,7600:216:4,0.39,1,1,1,0.392235609103,1,1
Ciliata,mustela,65.75,-18.25,7601:458:3,0.33,1,0.4,1,0.827309236948,1,1
Ciliata,mustela,65.75,-19.25,7601:459:3,0.39,1,0.494964028777,1,0.784471218206,1,1
Ciliata,mustela,66.25,-16.75,7601:466:2,0.23,1,0.29928057554,1,0.779116465863,1,1
Ciliata,mustela,66.25,-18.25,7601:468:1,0.22,1,0.29928057554,1,0.718875502008,1,1
Ciliata,mustela,66.25,-19.25,7601:469:1,0.25,1,0.405755395683,1,0.689424364123,0.9,1
Ciliata,mustela,66.25,-19.75,7601:469:2,0.27,1,0.405755395683,1,0.668005354752,1,1
Ciliata,mustela,65.75,-20.75,7602:350:4,0.32,1,0.50071942446,1,0.710843373494,0.9,1
Ciliata,mustela,65.25,-21.25,7602:351:1,0.39,1,0.536690647482,1,0.718875502008,1,1
Ciliata,mustela,65.75,-21.25,7602:351:3,0.36,1,0.543884892086,1,0.665327978581,1,1
Ciliata,mustela,65.25,-22.25,7602:352:1,0.37,1,0.536690647482,1,0.681392235609,1,1
Ciliata,mustela,66.25,-20.25,7602:360:1,0.36,1,0.50071942446,1,0.721552878179,1,1
Ciliata,mustela,66.25,-21.25,7602:361:1,0.31,1,0.507913669065,1,0.760374832664,0.8,1
Ciliata,mustela,66.25,-21.75,7602:361:2,0.37,1,0.552517985612,1,0.66265060241,1,1
Ciliata,mustela,51.75,4.25,1500:114:3,0.56,1,1,0.916517096137,0.609502598367,1,1
Ciliata,mustela,52.25,1.75,1500:121:2,0.58,1,1,1,0.579806978471,1,1
Ciliata,mustela,56.25,10.25,1501:360:1,0.42,1,1,0.707097309534,1,0.6,1
Ciliata,mustela,58.75,11.25,1501:381:3,0.56,1,1,0.71694641617,0.784706755754,1,1
Ciliata,mustela,67.25,11.75,1601:371:2,0.54,1,0.821582733813,1,0.658634538153,1,1
Ciliata,mustela,67.25,12.25,1601:372:1,0.50,1,0.792805755396,1,0.625167336011,1,1
