Mapping parameters for Trachurus symmetricus (Pacific jack mackerel)

"Cite AquaMaps itself as: Kaschner, K., J. Rius-Barile, K. Kesner-Reyes, C. Garilao, S.O. Kullander, T. Rees and R. Froese. 2013. AquaMaps: Predicted range maps for aquatic species World Wide Web electronic publication, www.aquamaps.org, Version 08/2013. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 67 |  77 |  81 |  87,
Bounding Box (NSWE): ,65,13,,

Pelagic: True,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,46,183,400
Temperature (°C),1,6.93,10.96,23.17,29.1
Salinity (psu),1,30.27,32.09,34.27,35.34
Primary Production,1,211,450,1604,2593
Sea Ice Concentration,1,-1,0,0,0.03
Distance to Land (km),0,2,11,234,771
 

Map data (HSPEC) for predicted occurrences (n = 8217): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,SST,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Trachurus,symmetricus,13.25,-87.25,7108:237:1,0.04,,,,,,
Trachurus,symmetricus,13.25,-87.75,7108:237:2,0.04,,,,,,
Trachurus,symmetricus,13.25,-88.25,7108:238:1,0.04,,,,,,
Trachurus,symmetricus,13.25,-88.75,7108:238:2,0.04,,,,,,
Trachurus,symmetricus,13.25,-89.25,7108:239:1,0.01,,,,,,
Trachurus,symmetricus,13.25,-89.75,7108:239:2,0.01,,,,,,
Trachurus,symmetricus,13.75,-89.25,7108:239:3,0.01,,,,,,
Trachurus,symmetricus,13.75,-89.75,7108:239:4,0.01,,,,,,
Trachurus,symmetricus,13.25,-92.25,7109:132:1,0.02,,,,,,
Trachurus,symmetricus,13.25,-92.75,7109:132:2,0.02,,,,,,
Trachurus,symmetricus,13.75,-92.25,7109:132:3,0.02,,,,,,
Trachurus,symmetricus,13.75,-92.75,7109:132:4,0.02,,,,,,
Trachurus,symmetricus,13.25,-93.25,7109:133:1,0.07,,,,,,
