Mapping parameters for Ctenochaetus striatus (Striated surgeonfish)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  51 |  57 |  61 |  71 |  77 ,
Bounding Box (NSWE): ,35,-30,32,-130

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,3,6,30,30
Temperature (°C),1,17.99,25.17,28.94,33.14
Salinity (psu),1,30.62,33.9,38.5,39.18
Primary Production,1,0,203,797,2642
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,0,16,179,1620
 

Map data (HSPEC) for predicted occurrences (n = 4413): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Ctenochaetus,striatus,7.75,77.75,1007:477:4,0.18,1,1,1,0.18157181571816,1,1
Ctenochaetus,striatus,3.75,98.75,1009:238:4,0.15,1,0.89285714285714,0.29878048780488,0.58048780487805,1,1
Ctenochaetus,striatus,3.25,99.25,1009:239:1,0.06,0.33333333333333,0.88809523809524,0.29878048780488,0.71111111111111,1,1
Ctenochaetus,striatus,3.25,99.75,1009:239:2,0.11,1,0.88809523809524,0.29878048780488,0.40487804878049,1,1
Ctenochaetus,striatus,3.75,99.25,1009:239:3,0.17,1,0.88809523809524,0.29878048780488,0.65311653116531,1,1
Ctenochaetus,striatus,3.75,99.75,1009:239:4,0.18,1,0.88809523809524,0.29878048780488,0.66720867208672,1,1
Ctenochaetus,striatus,0.75,104.25,1010:104:3,0.19,1,0.9952380952381,0.3140243902439,0.62168021680217,1,1
Ctenochaetus,striatus,1.25,104.25,1010:114:1,0.19,1,1,0.3140243902439,0.6130081300813,1,1
Ctenochaetus,striatus,2.25,100.25,1010:120:1,0.15,1,0.9,0.29878048780488,0.57127371273713,1,1
Ctenochaetus,striatus,2.75,100.25,1010:120:3,0.03,1,0.9,0.29878048780488,0.10081300813008,1,1
Ctenochaetus,striatus,2.75,100.75,1010:120:4,0.04,1,0.9,0.29878048780488,0.13279132791328,1,1
Ctenochaetus,striatus,2.25,101.25,1010:121:1,0.16,1,0.91904761904762,0.29878048780488,0.58319783197832,1,1
Ctenochaetus,striatus,2.75,101.25,1010:121:3,0.19,1,0.91904761904762,0.29878048780488,0.6840108401084,1,1
Ctenochaetus,striatus,2.75,101.75,1010:121:4,0.13,1,0.91904761904762,0.29878048780488,0.49051490514905,1,1
Ctenochaetus,striatus,3.25,100.25,1010:130:1,0.14,1,0.88571428571429,0.29878048780488,0.54579945799458,1,1
Ctenochaetus,striatus,3.25,100.75,1010:130:2,0.12,1,0.88571428571429,0.29878048780488,0.44119241192412,1,1
Ctenochaetus,striatus,3.75,100.75,1010:130:4,0.11,1,0.88571428571429,0.29878048780488,0.42276422764228,1,1
Ctenochaetus,striatus,3.25,101.25,1010:131:1,0.19,1,0.91190476190476,0.29878048780488,0.68292682926829,1,1
Ctenochaetus,striatus,3.75,101.25,1010:131:3,0.18,1,0.91190476190476,0.29878048780488,0.66829268292683,1,1
Ctenochaetus,striatus,4.25,100.25,1010:140:1,0.13,1,0.88333333333333,0.29878048780488,0.51056910569106,1,1
Ctenochaetus,striatus,4.25,100.75,1010:140:2,0.12,1,0.88333333333333,0.29878048780488,0.44878048780488,1,1
Ctenochaetus,striatus,4.75,100.25,1010:140:3,0.12,1,0.88333333333333,0.29878048780488,0.4650406504065,1,1
Ctenochaetus,striatus,4.75,100.75,1010:140:4,0.13,1,0.88333333333333,0.29878048780488,0.50731707317073,1,1
Ctenochaetus,striatus,1.25,108.75,1010:218:2,0.06,1,0.99047619047619,0.75914634146341,0.081842818428184,1,1
Ctenochaetus,striatus,5.25,100.25,1010:350:1,0.16,1,0.89285714285714,0.35365853658537,0.50243902439024,1,1
Ctenochaetus,striatus,1.75,110.75,1011:110:4,0.19,1,0.91666666666667,0.50914634146341,0.41517615176152,1,1
Ctenochaetus,striatus,2.25,110.75,1011:120:2,0.13,1,0.95,0.50914634146341,0.27154471544715,1,1
Ctenochaetus,striatus,2.25,111.25,1011:121:1,0.17,1,0.93809523809524,0.50914634146341,0.35772357723577,1,1
Ctenochaetus,striatus,2.75,111.75,1011:121:4,0.18,1,0.93809523809524,0.55792682926829,0.34308943089431,1,1
Ctenochaetus,striatus,2.75,112.25,1011:122:3,0.19,1,0.96190476190476,0.46951219512195,0.41192411924119,1,1
Ctenochaetus,striatus,3.25,112.75,1011:132:2,0.12,1,0.98333333333333,0.46951219512195,0.26883468834688,1,1
Ctenochaetus,striatus,13.75,47.75,1104:237:4,0.18,1,1,1,0.18265582655827,1,1
Ctenochaetus,striatus,14.25,47.75,1104:247:2,0.12,1,1,1,0.12086720867209,1,1
