Mapping parameters for Synodus variegatus (Variegated lizardfish)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  51 |  57 |  61 |  71 |  77 |  81 ,
Bounding Box (NSWE): ,30,-45,25,-124

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,3,5,60,121
Temperature (°C),1,15.9,24.47,34,34.5
Salinity (psu),1,30.62,33.84,38,41
Primary Production,1,57,203,904,2642
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,0,15,209,1624
 

Map data (HSPEC) for predicted occurrences (n = 5667): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Synodus,variegatus,7.75,77.75,1007:477:4,0.19,1,1,1,0.192750287687,1,1
Synodus,variegatus,3.75,98.75,1009:238:4,0.19,1,1,0.30434782608696,0.61622554660529,1,1
Synodus,variegatus,3.25,99.25,1009:239:1,0.11,0.5,1,0.30434782608696,0.75489067894131,1,1
Synodus,variegatus,3.25,99.75,1009:239:2,0.13,1,1,0.30434782608696,0.42980437284235,1,1
Synodus,variegatus,2.25,100.25,1010:120:1,0.18,1,1,0.30434782608696,0.60644418872267,1,1
Synodus,variegatus,2.75,100.25,1010:120:3,0.03,1,1,0.30434782608696,0.10701956271577,1,1
Synodus,variegatus,2.75,100.75,1010:120:4,0.04,1,1,0.30434782608696,0.1409666283084,1,1
Synodus,variegatus,2.25,101.25,1010:121:1,0.19,1,1,0.30434782608696,0.61910241657077,1,1
Synodus,variegatus,2.75,101.75,1010:121:4,0.16,1,1,0.30434782608696,0.52071346375144,1,1
Synodus,variegatus,3.25,100.25,1010:130:1,0.18,1,1,0.30434782608696,0.57940161104718,1,1
Synodus,variegatus,3.25,100.75,1010:130:2,0.14,1,1,0.30434782608696,0.46835443037975,1,1
Synodus,variegatus,3.75,100.25,1010:130:3,0.18,1,1,0.30434782608696,0.57594936708861,1,1
Synodus,variegatus,3.75,100.75,1010:130:4,0.14,1,1,0.30434782608696,0.4487917146145,1,1
Synodus,variegatus,4.25,100.25,1010:140:1,0.16,1,1,0.30434782608696,0.54200230149597,1,1
Synodus,variegatus,4.25,100.75,1010:140:2,0.14,1,1,0.30434782608696,0.47640966628308,1,1
Synodus,variegatus,4.75,100.25,1010:140:3,0.15,1,1,0.30434782608696,0.49367088607595,1,1
Synodus,variegatus,4.75,100.75,1010:140:4,0.16,1,1,0.30434782608696,0.5385500575374,1,1
Synodus,variegatus,1.25,108.75,1010:218:2,0.07,1,1,0.77329192546584,0.086881472957422,1,1
Synodus,variegatus,5.25,100.25,1010:350:1,0.19,1,1,0.36024844720497,0.53337169159954,1,1
Synodus,variegatus,6.75,109.25,1010:469:3,0.08,0.098360655737705,1,0.8416149068323,1,1,1
Synodus,variegatus,7.25,109.25,1010:479:1,0.08,0.098360655737705,1,0.85093167701863,1,1,1
Synodus,variegatus,2.25,110.75,1011:120:2,0.15,1,1,0.51863354037267,0.28826237054085,1,1
Synodus,variegatus,3.25,112.75,1011:132:2,0.14,1,1,0.47826086956522,0.28538550057537,1,1
Synodus,variegatus,3.25,118.25,1011:238:1,0.05,0.049180327868852,1,0.99689440993789,0.95512082853855,1,1
Synodus,variegatus,8.25,118.25,1011:488:1,0.06,0.065573770491803,1,0.89130434782609,1,1,1
Synodus,variegatus,6.75,123.75,1012:363:4,0.10,0.098360655737705,1,1,1,1,1
