Mapping parameters for Sardinella richardsoni (Richardson's sardinella)

"Cite AquaMaps itself as: Kaschner, K., J. Rius-Barile, K. Kesner-Reyes, C. Garilao, S.O. Kullander, T. Rees and R. Froese. 2013. AquaMaps: Predicted range maps for aquatic species World Wide Web electronic publication, www.aquamaps.org, Version 08/2013. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 61,
Bounding Box (NSWE): ,30,17,106,123

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,5,26,50
Temperature (°C),1,20.32,21.97,24.61,26.92
Salinity (psu),1,33.23,33.73,33.78,34.28
Primary Production,1,645,1028,1579,2023
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,20.8,22.4,24.8,26.8
 

Map data (HSPEC) for predicted occurrences (n = 116): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,SST,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Sardinella,richardsoni,17.75,108.75,1110:478:4,0.01,,,,,,
Sardinella,richardsoni,18.25,108.75,1110:488:2,0.05,,,,,,
Sardinella,richardsoni,18.25,109.25,1110:489:1,0.16,,,,,,
Sardinella,richardsoni,18.25,109.75,1110:489:2,0.14,,,,,,
Sardinella,richardsoni,18.25,110.25,1111:380:1,0.04,,,,,,
Sardinella,richardsoni,18.75,110.25,1111:380:3,0.05,,,,,,
Sardinella,richardsoni,18.75,110.75,1111:380:4,0.02,,,,,,
Sardinella,richardsoni,19.25,110.75,1111:390:2,0.13,,,,,,
Sardinella,richardsoni,19.75,110.25,1111:390:3,0.04,,,,,,
Sardinella,richardsoni,19.75,110.75,1111:390:4,0.18,,,,,,
Sardinella,richardsoni,19.75,111.25,1111:391:3,0.10,,,,,,
Sardinella,richardsoni,20.25,111.75,1211:101:2,0.01,,,,,,
Sardinella,richardsoni,20.75,112.25,1211:102:3,0.19,,,,,,
Sardinella,richardsoni,20.75,112.75,1211:102:4,0.09,,,,,,
Sardinella,richardsoni,20.75,113.25,1211:103:3,0.03,,,,,,
Sardinella,richardsoni,21.25,113.75,1211:113:2,0.09,,,,,,
Sardinella,richardsoni,21.25,114.25,1211:114:1,0.10,,,,,,
Sardinella,richardsoni,21.75,114.75,1211:114:4,0.03,,,,,,
Sardinella,richardsoni,22.75,113.25,1211:123:3,0.15,,,,,,
Sardinella,richardsoni,23.25,113.25,1211:133:1,0.15,,,,,,
Sardinella,richardsoni,23.25,113.75,1211:133:2,0.05,,,,,,
