Mapping parameters for Galeocerdo cuvier (Tiger shark)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  1 |  21 |  27 |  31 |  34 |  41 |  47 |  51 |  57 |  61 |  67 |  71 |  77 |  81 |  87 ,
Bounding Box (NSWE): ,67,-42,-180,180

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,0,171,371
Temperature (°C),1,8.5,19.56,27.87,32.07
Salinity (psu),1,22.7,34.31,35.79,39.9
Primary Production,1,0,292,988,3279
Sea Ice Concentration,1,-1,0,0,0.2
Distance to Land (km),0,0,15,369,1302
 

Map data (HSPEC) for predicted occurrences (n = 12045): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Galeocerdo,cuvier,0.75,72.75,1007:102:4,0.07,0.095,0.71904761904762,1,1,1,1
Galeocerdo,cuvier,2.25,95.75,1009:225:2,0.04,0.065,0.65952380952381,0.93195521102498,1,1,1
Galeocerdo,cuvier,3.25,96.75,1009:236:2,0.16,0.27,0.6547619047619,0.93195521102498,1,1,1
Galeocerdo,cuvier,5.75,94.25,1009:354:3,0.09,0.135,0.74285714285714,0.93195521102498,1,1,1
Galeocerdo,cuvier,8.25,92.75,1009:382:2,0.07,0.1,0.80238095238095,0.90008613264427,1,1,1
Galeocerdo,cuvier,6.75,97.75,1009:467:4,0.14,0.235,0.7,0.82428940568475,1,1,1
Galeocerdo,cuvier,9.25,96.25,1009:496:1,0.06,0.095,0.77380952380952,0.86046511627907,1,1,1
Galeocerdo,cuvier,2.75,100.25,1010:120:3,0.18,1,0.6452380952381,0.76658053402239,0.3592317765168,1,1
Galeocerdo,cuvier,2.75,100.75,1010:120:4,0.19,1,0.6452380952381,0.76658053402239,0.38498472282846,1,1
