Mapping parameters for Gadiculus thori ()

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  27 ,
Bounding Box (NSWE): ,72,43,-32,26

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,100,213,493,1000
Temperature (°C),1,7.4,8.24,13.4,15.49
Salinity (psu),1,28.2,28.7,35.37,36.915
Primary Production,1,211.5,341,1843,1863
Sea Ice Concentration,1,-1,0,0.02,0.03
Distance to Land (km),0,8,14,329,408
 

Map data (HSPEC) for predicted occurrences (n = 1080): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Gadiculus,thori,53.25,0.25,1500:130:1,0.13,0.13274336283186,1,1,1,1,1
Gadiculus,thori,56.25,0.75,1500:360:2,0.03,0.026548672566372,1,1,1,1,1
Gadiculus,thori,56.75,1.25,1500:361:3,0.16,0.15929203539823,1,1,1,1,1
Gadiculus,thori,57.25,1.25,1500:371:1,0.02,0.017699115044248,1,1,1,1,1
Gadiculus,thori,57.75,1.75,1500:371:4,0.01,0.0088495575221239,1,1,1,1,1
Gadiculus,thori,57.75,4.75,1500:374:4,0.10,0.097345132743363,1,1,1,1,1
Gadiculus,thori,58.25,1.75,1500:381:2,0.19,0.19469026548673,1,1,1,1,1
Gadiculus,thori,58.75,2.25,1500:382:3,0.12,0.12389380530973,1,1,1,1,1
Gadiculus,thori,58.25,3.25,1500:383:1,0.05,0.053097345132743,1,1,1,1,1
Gadiculus,thori,57.25,8.25,1500:478:1,0.14,0.14159292035398,1,1,1,1,1
Gadiculus,thori,58.25,7.75,1500:487:2,0.12,0.12389380530973,1,1,1,1,1
Gadiculus,thori,57.75,10.25,1501:370:3,0.08,0.079646017699115,1,1,1,1,1
Gadiculus,thori,59.25,10.75,1501:390:2,0.06,0.079646017699115,1,1,0.8,1,1
Gadiculus,thori,60.25,2.25,1600:102:1,0.16,0.15929203539823,1,1,1,1,1
Gadiculus,thori,63.25,1.75,1600:131:2,0.08,0.078895463510848,1,1,1,1,1
Gadiculus,thori,63.25,2.25,1600:132:1,0.19,0.18540433925049,1,1,1,1,1
Gadiculus,thori,64.25,4.75,1600:144:2,0.07,0.074950690335306,1,1,1,1,1
Gadiculus,thori,61.75,5.25,1600:215:3,0.10,0.097345132743363,1,1,1,1,1
Gadiculus,thori,62.25,5.75,1600:225:2,0.19,0.1858407079646,1,1,1,1,1
Gadiculus,thori,62.75,6.75,1600:226:4,0.09,0.088495575221239,1,1,1,1,1
Gadiculus,thori,62.25,7.25,1600:227:1,0.12,0.11504424778761,1,1,1,1,1
Gadiculus,thori,63.25,8.75,1600:238:2,0.11,0.10619469026549,1,1,1,1,1
Gadiculus,thori,65.25,4.25,1600:354:1,0.14,0.14201183431953,1,1,1,1,1
Gadiculus,thori,66.25,4.75,1600:364:2,0.08,0.084812623274162,1,1,1,1,1
Gadiculus,thori,66.75,5.25,1600:465:3,0.03,0.03353057199211,1,1,1,1,1
Gadiculus,thori,67.75,8.75,1600:478:4,0.03,0.025641025641026,0.97619047619048,1,1,1,1
Gadiculus,thori,68.25,9.75,1600:489:2,0.07,0.11045364891519,0.5952380952381,1,1,1,1
Gadiculus,thori,66.75,13.25,1601:363:3,0.14,0.28318584070796,0.48809523809524,1,1,1,1
Gadiculus,thori,69.25,13.25,1601:393:1,0.10,0.62130177514793,0.16666666666667,1,1,1,1
Gadiculus,thori,69.25,13.75,1601:393:2,0.17,1,0.16666666666667,1,1,1,1
Gadiculus,thori,69.25,14.25,1601:394:1,0.13,1,0.13095238095238,1,1,1,1
Gadiculus,thori,69.25,14.75,1601:394:2,0.13,1,0.13095238095238,1,1,1,1
Gadiculus,thori,68.25,15.25,1601:485:1,0.10,1,0.095238095238095,1,1,1,1
Gadiculus,thori,69.25,15.25,1601:495:1,0.08,1,0.083333333333333,1,1,1,1
Gadiculus,thori,69.25,15.75,1601:495:2,0.08,1,0.083333333333333,1,1,1,1
Gadiculus,thori,69.75,15.75,1601:495:4,0.08,1,0.083333333333333,1,1,1,1
Gadiculus,thori,43.75,-7.25,7400:237:3,0.01,1,0.0095693779904304,0.77346278317152,1,1,1
Gadiculus,thori,43.75,-7.75,7400:237:4,0.01,0.92035398230088,0.0095693779904304,0.77346278317152,1,1,1
Gadiculus,thori,44.25,-7.25,7400:247:1,0.07,1,0.086124401913875,0.77346278317152,1,1,1
Gadiculus,thori,44.25,-7.75,7400:247:2,0.07,1,0.086124401913875,0.77346278317152,1,1,1
Gadiculus,thori,44.25,-8.25,7400:248:1,0.10,1,0.12918660287081,0.77346278317152,1,1,1
Gadiculus,thori,44.25,-8.75,7400:248:2,0.10,1,0.12918660287081,0.77346278317152,1,1,1
Gadiculus,thori,44.25,-9.25,7400:249:1,0.02,0.22287968441815,0.13397129186603,0.83171521035598,1,1,1
Gadiculus,thori,46.25,-2.75,7400:362:2,0.04,0.15044247787611,0.27272727272727,1,1,1,1
Gadiculus,thori,46.75,-2.75,7400:362:4,0.02,0.079646017699115,0.27272727272727,1,1,1,1
Gadiculus,thori,46.25,-3.25,7400:363:1,0.18,0.53982300884956,0.33971291866029,1,1,1,1
Gadiculus,thori,46.75,-3.25,7400:363:3,0.10,0.30088495575221,0.33971291866029,1,1,1,1
Gadiculus,thori,46.75,-3.75,7400:363:4,0.17,0.49557522123894,0.33971291866029,1,1,1,1
Gadiculus,thori,46.75,-4.25,7400:364:3,0.19,0.55752212389381,0.34928229665072,0.99352750809061,1,1,1
Gadiculus,thori,47.25,-2.75,7400:372:2,0.15,0.20353982300885,0.72248803827751,1,1,1,1
Gadiculus,thori,47.75,-2.75,7400:372:4,0.02,0.026548672566372,0.72248803827751,1,1,1,1
Gadiculus,thori,47.25,-3.75,7400:373:2,0.10,0.13274336283186,0.72248803827751,1,1,1,1
Gadiculus,thori,47.75,-3.25,7400:373:3,0.17,0.23893805309735,0.72248803827751,1,1,1,1
Gadiculus,thori,47.75,-4.25,7400:374:3,0.06,0.088495575221239,0.70813397129187,0.99352750809061,1,1,1
Gadiculus,thori,47.75,-4.75,7400:374:4,0.17,0.23893805309735,0.70813397129187,0.99352750809061,1,1,1
Gadiculus,thori,48.75,-1.75,7400:381:4,0.08,0.079646017699115,1,1,1,1,1
Gadiculus,thori,48.25,-4.75,7400:384:2,0.16,0.15929203539823,1,1,1,1,1
Gadiculus,thori,48.75,-4.25,7400:384:3,0.01,0.0088495575221239,1,1,1,1,1
Gadiculus,thori,48.75,-4.75,7400:384:4,0.10,0.097345132743363,1,1,1,1,1
Gadiculus,thori,49.75,-3.25,7400:393:3,0.06,0.061946902654867,1,1,1,1,1
Gadiculus,thori,49.25,-4.25,7400:394:1,0.12,0.12389380530973,1,1,1,1,1
Gadiculus,thori,49.25,-4.75,7400:394:2,0.04,0.044247787610619,1,1,1,1,1
Gadiculus,thori,46.75,-5.75,7400:465:4,0.13,0.35305719921105,0.37799043062201,0.94822006472492,1,1,1
