Mapping parameters for Oncorhynchus masou masou (Masu salmon)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  4 |  5 |  61 ,
Bounding Box (NSWE): ,65,34,127,158

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,22,95,200
Temperature (°C),1,2.47,2.97,20.45,24.17
Salinity (psu),1,30.165,32,33.79,35.485
Primary Production,1,464.5,629,1086,1283
Sea Ice Concentration,1,-0.86,0,0.31,0.38
Distance to Land (km),0,1,2,76,77
 

Map data (HSPEC) for predicted occurrences (n = 720): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Oncorhynchus,masou masou,38.25,128.25,1312:488:1,0.09,0.090909090909091,1,1,1,1,1
Oncorhynchus,masou masou,34.75,131.75,1313:141:4,0.04,1,1,0.97050147492625,0.03951367781155,1,1
Oncorhynchus,masou masou,34.25,132.25,1313:142:1,0.04,1,1,0.97050147492625,0.045592705167173,1,1
Oncorhynchus,masou masou,34.75,133.75,1313:143:4,0.10,0.31818181818182,1,0.93510324483776,0.33130699088146,1,1
Oncorhynchus,masou masou,34.25,134.75,1313:144:2,0.19,1,0.99193548387097,0.55752212389381,0.34346504559271,1,1
Oncorhynchus,masou masou,34.25,135.25,1313:245:1,0.15,1,0.9247311827957,0.67551622418879,0.24012158054711,1,1
Oncorhynchus,masou masou,34.25,139.75,1313:249:2,0.13,1,0.79838709677419,0.62241887905605,0.2644376899696,1,1
Oncorhynchus,masou masou,36.75,133.25,1313:363:3,0.11,0.23809523809524,1,0.93510324483776,0.47720364741641,1,1
Oncorhynchus,masou masou,37.25,132.25,1313:372:1,0.04,0.1047619047619,1,0.95280235988201,0.43465045592705,1,1
Oncorhynchus,masou masou,37.25,132.75,1313:372:2,0.19,0.3047619047619,1,0.95870206489676,0.66565349544073,1,1
Oncorhynchus,masou masou,36.75,137.75,1313:467:4,0.18,0.18181818181818,1,1,0.96352583586626,1,1
Oncorhynchus,masou masou,38.25,136.75,1313:486:2,0.11,0.46666666666667,1,0.94690265486725,0.24012158054711,1,1
Oncorhynchus,masou masou,38.25,137.25,1313:487:1,0.19,0.76190476190476,1,1,0.25227963525836,1,1
Oncorhynchus,masou masou,37.25,140.75,1314:370:2,0.08,0.090909090909091,1,0.86430678466076,1,1,1
Oncorhynchus,masou masou,37.25,141.75,1314:371:2,0.01,0.019047619047619,1,0.86430678466076,0.87841945288754,1,1
Oncorhynchus,masou masou,42.75,130.75,1413:120:4,0.18,0.18181818181818,1,1,1,1,1
Oncorhynchus,masou masou,44.75,137.25,1413:247:3,0.15,0.5047619047619,1,0.89380530973451,0.32522796352584,1,1
Oncorhynchus,masou masou,45.75,138.25,1413:458:3,0.03,0.085714285714286,1,0.91740412979351,0.3677811550152,1,1
Oncorhynchus,masou masou,44.25,140.25,1414:140:1,0.07,0.12380952380952,1,0.87610619469026,0.63525835866261,1,1
Oncorhynchus,masou masou,43.75,147.75,1414:237:4,0.17,0.33333333333333,1,1,0.52284263959391,1,1
Oncorhynchus,masou masou,48.25,143.25,1414:383:1,0.17,0.17142857142857,1,1,1,1,1
Oncorhynchus,masou masou,48.25,145.25,1414:485:1,0.16,0.16190476190476,1,1,1,1,1
Oncorhynchus,masou masou,48.25,154.25,1415:384:1,0.10,0.095238095238095,1,1,1,1,1
Oncorhynchus,masou masou,55.25,139.75,1513:459:2,0.14,1,1,1,1,0.14285714285714,1
Oncorhynchus,masou masou,55.75,139.75,1513:459:4,0.16,0.34285714285714,1,1,0.82370820668693,0.57142857142857,1
Oncorhynchus,masou masou,56.25,137.25,1513:467:1,0.18,1,1,1,0.64133738601824,0.28571428571429,1
Oncorhynchus,masou masou,50.25,140.25,1514:100:1,0.09,0.090909090909091,1,1,1,1,1
Oncorhynchus,masou masou,51.75,140.75,1514:110:4,0.09,1,1,1,0.086294416243655,1,1
Oncorhynchus,masou masou,53.75,143.25,1514:133:3,0.19,1,0.84,0.87465940054496,0.44162436548223,0.57142857142857,1
Oncorhynchus,masou masou,53.25,144.25,1514:134:1,0.01,0.0095238095238095,1,0.97275204359673,1,1,1
Oncorhynchus,masou masou,54.75,142.75,1514:142:4,0.03,0.53333333333333,0.66,1,0.6751269035533,0.14285714285714,1
Oncorhynchus,masou masou,55.25,140.25,1514:350:1,0.14,1,1,0.98910081743869,1,0.14285714285714,1
Oncorhynchus,masou masou,55.75,140.75,1514:350:4,0.07,0.25714285714286,1,0.99455040871935,1,0.28571428571429,1
Oncorhynchus,masou masou,56.25,140.75,1514:360:2,0.09,0.14285714285714,1,1,0.85410334346505,0.71428571428571,1
Oncorhynchus,masou masou,57.75,140.25,1514:370:3,0.02,1,1,1,0.015228426395939,1,1
Oncorhynchus,masou masou,58.25,142.75,1514:382:2,0.17,1,1,1,0.16751269035533,1,1
Oncorhynchus,masou masou,55.75,148.75,1514:458:4,0.03,0.028571428571429,1,1,1,1,1
Oncorhynchus,masou masou,55.75,149.25,1514:459:3,0.05,0.047619047619048,1,1,1,1,1
Oncorhynchus,masou masou,56.25,146.25,1514:466:1,0.19,0.22857142857143,1,1,0.84802431610942,1,1
Oncorhynchus,masou masou,57.25,145.75,1514:475:2,0.17,1,1,1,0.17258883248731,1,1
Oncorhynchus,masou masou,57.25,146.25,1514:476:1,0.02,1,1,1,0.020304568527919,1,1
Oncorhynchus,masou masou,57.25,146.75,1514:476:2,0.01,1,1,1,0.0050761421319797,1,1
Oncorhynchus,masou masou,57.75,148.25,1514:478:3,0.19,1,1,1,0.18781725888325,1,1
Oncorhynchus,masou masou,58.75,147.75,1514:487:4,0.12,1,1,1,0.11675126903553,1,1
Oncorhynchus,masou masou,58.75,148.25,1514:488:3,0.19,1,1,1,0.19289340101523,1,1
Oncorhynchus,masou masou,59.25,147.25,1514:497:1,0.04,1,1,1,0.035532994923858,1,1
Oncorhynchus,masou masou,59.25,148.75,1514:498:2,0.13,1,1,1,0.12690355329949,1,1
Oncorhynchus,masou masou,53.75,153.25,1515:133:3,0.10,0.095238095238095,1,1,1,1,1
Oncorhynchus,masou masou,55.25,154.75,1515:354:2,0.13,0.13333333333333,1,1,1,1,1
Oncorhynchus,masou masou,56.25,154.75,1515:364:2,0.07,0.066666666666667,1,1,1,1,1
Oncorhynchus,masou masou,57.75,152.75,1515:372:4,0.16,0.16190476190476,1,1,1,1,1
Oncorhynchus,masou masou,58.75,151.75,1515:381:4,0.09,1,1,1,0.086294416243655,1,1
Oncorhynchus,masou masou,58.25,153.25,1515:383:1,0.19,1,0.52,1,0.36548223350254,1,1
Oncorhynchus,masou masou,58.25,153.75,1515:383:2,0.19,1,0.52,1,0.36548223350254,1,1
Oncorhynchus,masou masou,58.25,154.25,1515:384:1,0.11,1,0.26,1,0.43654822335025,1,1
Oncorhynchus,masou masou,59.25,151.75,1515:391:2,0.11,1,1,1,0.79187817258883,0.14285714285714,1
Oncorhynchus,masou masou,59.25,152.25,1515:392:1,0.13,1,0.84,1,0.15228426395939,1,1
Oncorhynchus,masou masou,59.25,153.25,1515:393:1,0.03,1,0.18,1,0.19289340101523,1,1
Oncorhynchus,masou masou,59.25,153.75,1515:393:2,0.13,1,0.18,1,0.73604060913706,1,1
Oncorhynchus,masou masou,58.25,156.25,1515:486:1,0.06,0.45714285714286,0.14,1,1,1,1
