Mapping parameters for Centrophorus squamosus (Leafscale gulper shark)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  27 |  34 |  47 |  61 |  71 |  81 | 51 ,
Bounding Box (NSWE): ,69,-54,-42,-168

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,145,454,1078,2400
Temperature (°C),1,8.51,9.44,27.38,28.65
Salinity (psu),1,34,35,35.59,36.65
Primary Production,1,275,371,1687,3894
Sea Ice Concentration,1,-0.99982134100703,0,0,0.04
Distance to Land (km),0,1,21,343,936
 

Map data (HSPEC) for predicted occurrences (n = 7500): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Centrophorus,squamosus,4.75,3.75,1000:143:4,0.01,0.36913767019667,0.62992125984252,0.030000000000001,1,1,1
Centrophorus,squamosus,5.25,3.25,1000:353:1,0.01,0.062027231467474,0.70866141732283,0.15,1,1,1
Centrophorus,squamosus,5.25,3.75,1000:353:2,0.07,0.68986384266263,0.70866141732283,0.15,1,1,1
Centrophorus,squamosus,5.75,3.25,1000:353:3,0.03,0.28366111951589,0.70866141732283,0.15,1,1,1
Centrophorus,squamosus,5.75,3.75,1000:353:4,0.09,0.81694402420575,0.70866141732283,0.15,1,1,1
Centrophorus,squamosus,6.25,3.25,1000:363:1,0.11,1,0.75590551181102,0.15,1,1,1
Centrophorus,squamosus,6.25,3.75,1000:363:2,0.11,1,0.75590551181102,0.15,1,1,1
Centrophorus,squamosus,1.25,45.75,1004:215:2,0.03,0.031013615733737,1,1,1,1,1
Centrophorus,squamosus,3.75,49.25,1004:239:3,0.08,0.081694402420575,1,1,1,1,1
Centrophorus,squamosus,4.25,52.75,1005:142:2,0.10,0.11951588502269,0.8503937007874,1,1,1,1
Centrophorus,squamosus,4.25,53.25,1005:143:1,0.06,0.085476550680787,0.74803149606299,1,1,1,1
Centrophorus,squamosus,0.25,55.25,1005:205:1,0.08,0.29954614220877,0.28346456692913,1,0.90625,1,1
Centrophorus,squamosus,0.75,55.75,1005:205:4,0.12,0.50378214826021,0.28346456692913,1,0.875,1,1
Centrophorus,squamosus,0.25,56.25,1005:206:1,0.11,1,0.14173228346457,1,0.75,1,1
Centrophorus,squamosus,0.75,56.25,1005:206:3,0.12,1,0.14173228346457,1,0.8125,1,1
Centrophorus,squamosus,1.25,56.25,1005:216:1,0.12,0.92586989409985,0.16535433070866,1,0.78125,1,1
Centrophorus,squamosus,1.25,56.75,1005:216:2,0.11,1,0.16535433070866,1,0.6875,1,1
Centrophorus,squamosus,6.75,54.75,1005:364:4,0.07,0.086989409984871,0.85826771653543,1,1,1,1
Centrophorus,squamosus,8.25,53.25,1005:383:1,0.01,0.01285930408472,1,0.99056603773585,1,1,1
Centrophorus,squamosus,9.25,53.75,1005:393:2,0.03,0.027231467473525,1,0.95283018867925,1,1,1
Centrophorus,squamosus,7.75,59.25,1005:479:3,0.07,0.24357034795764,0.35433070866142,0.79245283018868,1,1,1
Centrophorus,squamosus,7.75,59.75,1005:479:4,0.10,0.3661119515885,0.35433070866142,0.79245283018868,1,1,1
Centrophorus,squamosus,8.25,58.25,1005:488:1,0.02,0.046898638426626,0.61417322834646,0.75471698113208,1,1,1
Centrophorus,squamosus,8.25,58.75,1005:488:2,0.10,0.20574886535552,0.61417322834646,0.75471698113208,1,1,1
Centrophorus,squamosus,8.75,58.75,1005:488:4,0.10,0.21104387291982,0.61417322834646,0.75471698113208,1,1,1
Centrophorus,squamosus,8.25,59.25,1005:489:1,0.10,0.28971255673222,0.49606299212598,0.70754716981132,1,1,1
Centrophorus,squamosus,8.25,59.75,1005:489:2,0.04,0.10741301059002,0.49606299212598,0.70754716981132,1,1,1
Centrophorus,squamosus,9.25,57.25,1005:497:1,0.02,0.02874432677761,0.86614173228346,0.74528301886793,1,1,1
Centrophorus,squamosus,9.25,58.25,1005:498:1,0.18,0.35400907715582,0.75590551181102,0.67924528301887,1,1,1
Centrophorus,squamosus,9.75,58.25,1005:498:3,0.02,0.036308623298033,0.75590551181102,0.67924528301887,1,1,1
Centrophorus,squamosus,9.75,58.75,1005:498:4,0.01,0.022692889561271,0.75590551181102,0.67924528301887,1,1,1
Centrophorus,squamosus,6.25,60.75,1006:360:2,0.02,0.22390317700454,0.086614173228346,0.88679245283019,1,1,1
Centrophorus,squamosus,7.25,60.25,1006:370:1,0.03,0.19364599092284,0.22047244094488,0.78301886792453,1,1,1
Centrophorus,squamosus,9.25,74.75,1007:394:2,0.01,0.75340393343419,0.023622047244093,0.48,1,1,1
Centrophorus,squamosus,9.75,74.75,1007:394:4,0.01,0.56807866868381,0.023622047244093,0.48,1,1,1
Centrophorus,squamosus,5.25,76.25,1007:456:1,0.01,0.19742813918306,0.039370078740155,0.67,1,1,1
Centrophorus,squamosus,5.75,76.25,1007:456:3,0.01,0.22919818456884,0.039370078740155,0.67,1,1,1
Centrophorus,squamosus,6.25,75.75,1007:465:2,0.01,0.36535552193646,0.039370078740155,0.69,1,1,1
Centrophorus,squamosus,6.75,75.25,1007:465:3,0.01,0.28668683812405,0.039370078740155,0.69,1,1,1
