Mapping parameters for Epinephelus merra (Honeycomb grouper)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  47 |  51 |  57 |  61 |  71 |  77 |  81 ,
Bounding Box (NSWE): ,35,-35,28,-129

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,5,20,50
Temperature (°C),1,20.7,25.11,28.97,33.17
Salinity (psu),1,30.62,33.84,35.54,36.45
Primary Production,1,69,203,871,2838
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,2,15,219,1121
 

Map data (HSPEC) for predicted occurrences (n = 4687): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Epinephelus,merra,7.75,76.75,1007:476:4,0.19,0.26666666666667,1,1,0.73106253177428,1,1
Epinephelus,merra,7.75,77.25,1007:477:3,0.17,0.46666666666667,1,1,0.36959837315709,1,1
Epinephelus,merra,2.75,99.75,1009:229:4,0.08,0.4,0.9047619047619,0.30434782608696,0.76766649720386,1,1
Epinephelus,merra,3.75,98.75,1009:238:4,0.18,1,0.9,0.30434782608696,0.644128113879,1,1
Epinephelus,merra,3.25,99.25,1009:239:1,0.17,0.8,0.8952380952381,0.30434782608696,0.76664972038638,1,1
Epinephelus,merra,3.25,99.75,1009:239:2,0.13,1,0.8952380952381,0.30434782608696,0.47941026944586,1,1
Epinephelus,merra,3.75,99.25,1009:239:3,0.19,1,0.8952380952381,0.30434782608696,0.71225216065074,1,1
Epinephelus,merra,4.25,99.25,1009:249:1,0.17,0.7,0.89285714285714,0.30434782608696,0.91306558210473,1,1
Epinephelus,merra,4.25,99.75,1009:249:2,0.10,0.46666666666667,0.89285714285714,0.30434782608696,0.78546009150991,1,1
Epinephelus,merra,4.75,99.25,1009:249:3,0.02,0.066666666666667,0.89285714285714,0.30434782608696,0.93950177935943,1,1
Epinephelus,merra,5.75,94.75,1009:354:4,0.09,0.1,1,0.90062111801242,1,1,1
Epinephelus,merra,5.25,98.25,1009:458:1,0.01,0.033333333333333,0.91904761904762,0.40993788819876,0.98881545500763,1,1
Epinephelus,merra,5.75,98.75,1009:458:4,0.01,0.033333333333333,0.91904761904762,0.40993788819876,1,1,1
Epinephelus,merra,5.25,99.25,1009:459:1,0.02,0.066666666666667,0.90714285714286,0.36024844720497,0.94001016776817,1,1
Epinephelus,merra,5.25,99.75,1009:459:2,0.13,0.46666666666667,0.90714285714286,0.36024844720497,0.8357905439756,1,1
Epinephelus,merra,5.75,99.75,1009:459:4,0.18,0.66666666666667,0.90714285714286,0.36024844720497,0.84544992374174,1,1
Epinephelus,merra,8.25,99.25,1009:489:1,0.09,0.2,0.96666666666667,0.48757763975155,1,1,1
Epinephelus,merra,1.75,100.75,1010:110:4,0.16,0.2,0.92619047619048,0.93478260869565,0.94306049822064,1,1
Epinephelus,merra,1.75,103.75,1010:113:4,0.08,0.2,1,0.68012422360248,0.57193695983732,1,1
Epinephelus,merra,2.25,100.25,1010:120:1,0.18,1,0.90714285714286,0.30434782608696,0.63548551093035,1,1
Epinephelus,merra,2.75,100.25,1010:120:3,0.05,1,0.90714285714286,0.30434782608696,0.19420437214032,1,1
Epinephelus,merra,2.75,100.75,1010:120:4,0.06,1,0.90714285714286,0.30434782608696,0.22419928825623,1,1
Epinephelus,merra,2.25,101.25,1010:121:1,0.18,1,0.92619047619048,0.30434782608696,0.64667005592272,1,1
Epinephelus,merra,2.75,101.75,1010:121:4,0.16,1,0.92619047619048,0.30434782608696,0.55973563802745,1,1
