Mapping parameters for Scolopsis bilineata (Two-lined monocle bream)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  51 |  57 |  61 |  71 |  77 |  81 ,
Bounding Box (NSWE): ,32,-36,66,-172

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,1,3,14,25
Temperature (°C),1,20.7,25.05,29.06,33.26
Salinity (psu),1,28.81,32.49,35.31,36.865
Primary Production,1,117,258,939,2059
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,2,15,133,514
 

Map data (HSPEC) for predicted occurrences (n = 3357): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Scolopsis,bilineata,7.75,78.25,1007:478:3,0.11,1,1,1,0.10714285714286,1,1
Scolopsis,bilineata,8.25,77.75,1007:487:2,0.15,1,1,1,0.15089285714286,1,1
Scolopsis,bilineata,3.25,99.75,1009:239:2,0.10,1,0.91666666666667,0.75815217391304,0.14642857142857,1,1
Scolopsis,bilineata,0.25,103.75,1010:103:2,0.16,1,1,0.47554347826087,0.32678571428571,1,1
Scolopsis,bilineata,0.75,103.75,1010:103:4,0.12,1,1,0.47554347826087,0.24375,1,1
Scolopsis,bilineata,1.75,101.75,1010:111:4,0.09,1,0.96904761904762,0.47554347826087,0.20446428571429,1,1
Scolopsis,bilineata,1.75,102.25,1010:112:3,0.07,1,0.9952380952381,0.47554347826087,0.14196428571429,1,1
Scolopsis,bilineata,1.75,103.25,1010:113:3,0.05,1,1,0.47554347826087,0.1125,1,1
Scolopsis,bilineata,3.25,100.75,1010:130:2,0.14,1,0.91428571428571,0.75815217391304,0.20625,1,1
Scolopsis,bilineata,3.75,100.75,1010:130:4,0.12,1,0.91428571428571,0.75815217391304,0.17589285714286,1,1
Scolopsis,bilineata,4.25,100.75,1010:140:2,0.15,1,0.91190476190476,0.75815217391304,0.21875,1,1
Scolopsis,bilineata,4.75,100.25,1010:140:3,0.17,1,0.91190476190476,0.75815217391304,0.24553571428571,1,1
Scolopsis,bilineata,0.25,105.25,1010:205:1,0.09,0.090909090909091,1,1,1,1,1
Scolopsis,bilineata,0.75,108.75,1010:208:4,0.16,1,1,1,0.15535714285714,1,1
Scolopsis,bilineata,8.75,103.75,1010:383:4,0.09,0.090909090909091,1,0.94021739130435,1,1,1
Scolopsis,bilineata,8.75,104.75,1010:384:4,0.12,1,1,1,0.11607142857143,1,1
Scolopsis,bilineata,7.75,107.25,1010:477:3,0.09,0.090909090909091,1,1,1,1,1
Scolopsis,bilineata,9.75,106.75,1010:496:4,0.01,1,1,1,0.0080357142857143,1,1
Scolopsis,bilineata,1.75,110.75,1011:110:4,0.15,1,0.9452380952381,0.94565217391304,0.16339285714286,1,1
Scolopsis,bilineata,2.25,111.25,1011:121:1,0.06,1,0.96666666666667,0.94565217391304,0.06875,1,1
Scolopsis,bilineata,2.75,111.75,1011:121:4,0.04,1,0.96666666666667,0.98913043478261,0.044642857142857,1,1
Scolopsis,bilineata,2.75,112.25,1011:122:3,0.14,1,0.99047619047619,0.91032608695652,0.15803571428571,1,1
Scolopsis,bilineata,3.25,111.25,1011:131:1,0.08,0.090909090909091,1,0.98913043478261,0.94375,1,1
Scolopsis,bilineata,3.75,117.75,1011:237:4,0.06,1,1,1,0.063392857142857,1,1
Scolopsis,bilineata,8.25,126.75,1012:486:2,0.15,0.36363636363636,1,1,0.41843971631206,1,1
Scolopsis,bilineata,8.25,147.25,1014:487:1,0.14,0.18181818181818,1,1,0.78723404255319,1,1
Scolopsis,bilineata,13.25,74.75,1107:134:2,0.16,1,1,1,0.15803571428571,1,1
Scolopsis,bilineata,14.25,74.25,1107:144:1,0.19,1,1,1,0.18839285714286,1,1
Scolopsis,bilineata,14.75,74.25,1107:144:3,0.09,1,1,1,0.0875,1,1
Scolopsis,bilineata,15.75,73.25,1107:353:3,0.14,1,1,0.86495176848875,0.16607142857143,1,1
Scolopsis,bilineata,15.75,73.75,1107:353:4,0.05,1,1,0.86495176848875,0.059821428571429,1,1
Scolopsis,bilineata,15.25,74.25,1107:354:1,0.15,1,1,1,0.15267857142857,1,1
Scolopsis,bilineata,17.75,71.75,1107:371:4,0.14,0.18181818181818,1,0.77491961414791,1,1,1
Scolopsis,bilineata,17.25,73.25,1107:373:1,0.04,1,1,0.82636655948553,0.047321428571429,1,1
Scolopsis,bilineata,15.75,80.75,1108:350:4,0.09,1,1,0.29347826086957,0.32142857142857,1,1
Scolopsis,bilineata,15.75,81.25,1108:351:3,0.16,1,1,0.29347826086957,0.52857142857143,1,1
Scolopsis,bilineata,16.25,81.25,1108:361:1,0.07,1,1,0.29347826086957,0.22678571428571,1,1
Scolopsis,bilineata,16.25,81.75,1108:361:2,0.08,1,1,0.33423913043478,0.23482142857143,1,1
Scolopsis,bilineata,16.75,82.25,1108:362:3,0.10,1,1,0.33423913043478,0.30178571428571,1,1
Scolopsis,bilineata,16.75,82.75,1108:362:4,0.17,1,1,0.33423913043478,0.49464285714286,1,1
Scolopsis,bilineata,18.25,83.75,1108:383:2,0.07,1,1,0.49184782608696,0.14375,1,1
Scolopsis,bilineata,14.75,94.75,1109:144:4,0.07,0.18181818181818,1,0.47010869565217,0.84821428571429,1,1
Scolopsis,bilineata,17.25,94.25,1109:374:1,0.19,1,1,0.48913043478261,0.37857142857143,1,1
Scolopsis,bilineata,17.75,94.25,1109:374:3,0.15,1,1,0.48913043478261,0.30178571428571,1,1
Scolopsis,bilineata,14.25,97.25,1109:247:1,0.05,0.27272727272727,1,0.16576086956522,0.99910714285714,1,1
Scolopsis,bilineata,14.25,97.75,1109:247:2,0.16,1,1,0.16576086956522,0.95535714285714,1,1
Scolopsis,bilineata,14.75,97.25,1109:247:3,0.04,0.36363636363636,1,0.16576086956522,0.59821428571429,1,1
Scolopsis,bilineata,14.75,97.75,1109:247:4,0.06,1,1,0.16576086956522,0.38839285714286,1,1
Scolopsis,bilineata,14.25,98.25,1109:248:1,0.11,1,1,0.16576086956522,0.64910714285714,1,1
Scolopsis,bilineata,15.25,94.25,1109:354:1,0.16,1,1,0.26086956521739,0.60267857142857,1,1
