Mapping parameters for Sardinella aurita (Round sardinella)

"Cite AquaMaps itself as: Kaschner, K., J. Rius-Barile, K. Kesner-Reyes, C. Garilao, S.O. Kullander, T. Rees and R. Froese. 2013. AquaMaps: Predicted range maps for aquatic species World Wide Web electronic publication, www.aquamaps.org, Version 08/2013. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 21 |  27 |  31 |  34 |  37 |  41 |  47,
Bounding Box (NSWE): ,47,-40,-98,43

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,40,161,350
Temperature (°C),1,10.79,17.68,27.81,32.01
Salinity (psu),1,16.77,32.63,37.61,39.31
Primary Production,1,199,352,1842,4374
Sea Ice Concentration,1,-1,0,0,0.01
Distance to Land (km),0,1,12,173,518
 

Map data (HSPEC) for predicted occurrences (n = 3536): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,SST,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Sardinella,aurita,41.25,-73.75,7407:113:2,0.10,,,,,,
Sardinella,aurita,41.25,-73.25,7407:113:1,0.08,,,,,,
Sardinella,aurita,41.25,-72.75,7407:112:2,0.05,,,,,,
Sardinella,aurita,41.25,-72.25,7407:112:1,0.01,,,,,,
Sardinella,aurita,41.25,-70.75,7407:110:2,0.01,,,,,,
Sardinella,aurita,41.25,-70.25,7407:110:1,0.02,,,,,,
Sardinella,aurita,40.75,-74.25,7407:104:3,0.09,,,,,,
Sardinella,aurita,40.25,-74.25,7407:104:1,0.03,,,,,,
Sardinella,aurita,40.75,-73.75,7407:103:4,0.19,,,,,,
Sardinella,aurita,40.75,-72.75,7407:102:4,0.15,,,,,,
Sardinella,aurita,41.75,-67.75,7406:217:4,0.03,,,,,,
Sardinella,aurita,41.75,-67.25,7406:217:3,0.03,,,,,,
Sardinella,aurita,41.25,-67.75,7406:217:2,0.03,,,,,,
Sardinella,aurita,41.25,-67.25,7406:217:1,0.03,,,,,,
Sardinella,aurita,41.75,-66.75,7406:216:4,0.11,,,,,,
Sardinella,aurita,41.75,-66.25,7406:216:3,0.11,,,,,,
Sardinella,aurita,41.25,-66.75,7406:216:2,0.11,,,,,,
Sardinella,aurita,41.25,-66.25,7406:216:1,0.11,,,,,,
Sardinella,aurita,42.75,-63.75,7406:123:4,0.06,,,,,,
Sardinella,aurita,42.75,-63.25,7406:123:3,0.06,,,,,,
Sardinella,aurita,42.75,-62.75,7406:122:4,0.17,,,,,,
Sardinella,aurita,42.75,-62.25,7406:122:3,0.17,,,,,,
Sardinella,aurita,43.75,-48.75,7404:238:4,0.01,,,,,,
Sardinella,aurita,45.75,-0.75,7400:350:4,0.09,,,,,,
Sardinella,aurita,44.25,-8.75,7400:248:2,0.04,,,,,,
Sardinella,aurita,42.75,-9.75,7400:229:4,0.14,,,,,,
Sardinella,aurita,42.75,-8.75,7400:228:4,0.07,,,,,,
Sardinella,aurita,43.25,-3.75,7400:133:2,0.15,,,,,,
Sardinella,aurita,30.25,-93.75,7309:103:2,0.02,,,,,,
Sardinella,aurita,30.75,-87.25,7308:207:3,0.05,,,,,,
Sardinella,aurita,30.75,-86.75,7308:206:4,0.15,,,,,,
Sardinella,aurita,30.75,-86.25,7308:206:3,0.08,,,,,,
Sardinella,aurita,30.25,-85.25,7308:205:1,0.02,,,,,,
Sardinella,aurita,32.75,-80.75,7308:120:4,0.02,,,,,,
Sardinella,aurita,39.25,-75.25,7307:495:1,0.08,,,,,,
Sardinella,aurita,38.75,-77.25,7307:487:3,0.01,,,,,,
Sardinella,aurita,38.25,-77.25,7307:487:1,0.02,,,,,,
Sardinella,aurita,38.75,-76.75,7307:486:4,0.04,,,,,,
Sardinella,aurita,38.75,-76.25,7307:486:3,0.14,,,,,,
Sardinella,aurita,38.25,-76.75,7307:486:2,0.08,,,,,,
Sardinella,aurita,38.25,-76.25,7307:486:1,0.10,,,,,,
Sardinella,aurita,38.75,-75.75,7307:485:4,0.01,,,,,,
Sardinella,aurita,38.25,-75.75,7307:485:2,0.07,,,,,,
Sardinella,aurita,38.25,-75.25,7307:485:1,0.13,,,,,,
Sardinella,aurita,37.75,-76.75,7307:476:4,0.01,,,,,,
Sardinella,aurita,37.75,-76.25,7307:476:3,0.08,,,,,,
Sardinella,aurita,39.25,-74.75,7307:394:2,0.14,,,,,,
Sardinella,aurita,39.75,-70.75,7307:390:4,0.05,,,,,,
Sardinella,aurita,33.75,-79.25,7307:239:3,0.15,,,,,,
Sardinella,aurita,33.25,-79.75,7307:239:2,0.05,,,,,,
Sardinella,aurita,32.25,-77.75,7307:227:2,0.02,,,,,,
Sardinella,aurita,30.25,-79.75,7307:209:2,0.17,,,,,,
Sardinella,aurita,34.25,-31.25,7303:141:1,0.05,,,,,,
Sardinella,aurita,38.75,-29.75,7302:489:4,0.16,,,,,,
Sardinella,aurita,37.25,-25.75,7302:475:2,0.14,,,,,,
Sardinella,aurita,30.25,-28.75,7302:208:2,0.19,,,,,,
Sardinella,aurita,30.25,-28.25,7302:208:1,0.16,,,,,,
Sardinella,aurita,27.25,-97.75,7209:477:2,0.02,,,,,,
Sardinella,aurita,29.75,-90.25,7209:390:3,0.02,,,,,,
Sardinella,aurita,21.75,-96.75,7209:216:4,0.02,,,,,,
Sardinella,aurita,27.75,-85.25,7208:475:3,0.15,,,,,,
Sardinella,aurita,29.25,-82.75,7208:392:2,0.18,,,,,,
Sardinella,aurita,27.75,-82.25,7208:372:3,0.12,,,,,,
Sardinella,aurita,27.75,-80.75,7208:370:4,0.05,,,,,,
Sardinella,aurita,26.75,-81.75,7208:361:4,0.02,,,,,,
Sardinella,aurita,24.25,-87.25,7208:247:1,0.16,,,,,,
Sardinella,aurita,23.25,-88.25,7208:238:1,0.05,,,,,,
Sardinella,aurita,23.25,-86.75,7208:236:2,0.02,,,,,,
Sardinella,aurita,21.75,-88.25,7208:218:3,0.15,,,,,,
Sardinella,aurita,21.25,-88.75,7208:218:2,0.12,,,,,,
Sardinella,aurita,21.25,-87.25,7208:217:1,0.08,,,,,,
Sardinella,aurita,20.75,-86.25,7208:206:3,0.05,,,,,,
Sardinella,aurita,20.25,-86.25,7208:206:1,0.03,,,,,,
Sardinella,aurita,22.75,-80.25,7208:120:3,0.05,,,,,,
Sardinella,aurita,27.75,-78.75,7207:478:4,0.08,,,,,,
Sardinella,aurita,22.25,-79.25,7207:229:1,0.10,,,,,,
Sardinella,aurita,21.25,-77.25,7207:217:1,0.02,,,,,,
Sardinella,aurita,20.25,-75.75,7207:205:2,0.02,,,,,,
Sardinella,aurita,20.25,-75.25,7207:205:1,0.02,,,,,,
Sardinella,aurita,22.25,-73.25,7207:123:1,0.19,,,,,,
Sardinella,aurita,22.25,-71.75,7207:121:2,0.08,,,,,,
Sardinella,aurita,21.75,-73.25,7207:113:3,0.19,,,,,,
Sardinella,aurita,21.25,-70.25,7207:110:1,0.04,,,,,,
Sardinella,aurita,20.25,-73.75,7207:103:2,0.10,,,,,,
Sardinella,aurita,20.75,-71.75,7207:101:4,0.19,,,,,,
Sardinella,aurita,20.75,-71.25,7207:101:3,0.18,,,,,,
Sardinella,aurita,20.25,-71.25,7207:101:1,0.11,,,,,,
Sardinella,aurita,20.75,-69.25,7206:209:3,0.16,,,,,,
Sardinella,aurita,29.75,-28.75,7202:498:4,0.15,,,,,,
Sardinella,aurita,25.25,-19.25,7201:459:1,0.08,,,,,,
Sardinella,aurita,19.25,-93.75,7109:393:2,0.15,,,,,,
Sardinella,aurita,18.25,-93.25,7109:383:1,0.10,,,,,,
Sardinella,aurita,18.25,-92.75,7109:382:2,0.10,,,,,,
Sardinella,aurita,18.25,-91.75,7109:381:2,0.02,,,,,,
Sardinella,aurita,19.25,-86.75,7108:496:2,0.05,,,,,,
Sardinella,aurita,18.75,-83.75,7108:383:4,0.08,,,,,,
Sardinella,aurita,15.25,-83.75,7108:353:2,0.10,,,,,,
Sardinella,aurita,15.75,-81.75,7108:351:4,0.15,,,,,,
Sardinella,aurita,14.25,-82.25,7108:142:1,0.19,,,,,,
Sardinella,aurita,14.75,-81.75,7108:141:4,0.12,,,,,,
Sardinella,aurita,13.75,-82.75,7108:132:4,0.08,,,,,,
Sardinella,aurita,16.25,-78.75,7107:468:2,0.07,,,,,,
Sardinella,aurita,15.75,-79.25,7107:459:3,0.16,,,,,,
Sardinella,aurita,10.25,-75.25,7107:205:1,0.02,,,,,,
Sardinella,aurita,12.75,-72.25,7107:122:3,0.14,,,,,,
Sardinella,aurita,10.75,-74.75,7107:104:4,0.12,,,,,,
Sardinella,aurita,18.25,-66.75,7106:486:2,0.05,,,,,,
Sardinella,aurita,18.25,-66.25,7106:486:1,0.02,,,,,,
Sardinella,aurita,16.75,-62.75,7106:362:4,0.08,,,,,,
Sardinella,aurita,11.25,-69.25,7106:219:1,0.18,,,,,,
Sardinella,aurita,12.25,-63.75,7106:123:2,0.15,,,,,,
Sardinella,aurita,10.25,-63.75,7106:103:2,0.10,,,,,,
Sardinella,aurita,12.75,-59.75,7105:229:4,0.10,,,,,,
Sardinella,aurita,18.25,-16.25,7101:486:1,0.02,,,,,,
Sardinella,aurita,17.75,-16.25,7101:476:3,0.13,,,,,,
Sardinella,aurita,13.75,-16.25,7101:236:3,0.02,,,,,,
Sardinella,aurita,13.75,-15.75,7101:235:4,0.02,,,,,,
Sardinella,aurita,13.25,-15.75,7101:235:2,0.02,,,,,,
Sardinella,aurita,12.75,-16.25,7101:226:3,0.02,,,,,,
