Mapping parameters for Carangoides bajad (Orangespotted trevally)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  51 |  57 |  61 |  71 ,
Bounding Box (NSWE): ,35,-10,20,140

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,2,6,27,50
Temperature (°C),1,24,26,29.22,33.42
Salinity (psu),1,29.195,32.11,39.5,40
Primary Production,1,0,331,1781,1906
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,2,4,107,302
 

Map data (HSPEC) for predicted occurrences (n = 2836): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Carangoides,bajad,8.25,77.75,1007:487:2,0.13,1,1,1,0.128,1,1
Carangoides,bajad,3.25,99.75,1009:239:2,0.07,1,0.9547619047619,0.82504288164666,0.088,1,1
Carangoides,bajad,4.75,99.25,1009:249:3,0.07,0.08695652173913,0.95238095238095,0.82504288164666,1,1,1
Carangoides,bajad,5.75,94.75,1009:354:4,0.13,0.1304347826087,1,1,1,1,1
Carangoides,bajad,5.25,98.25,1009:458:1,0.04,0.043478260869565,0.97857142857143,0.94168096054889,1,1,1
Carangoides,bajad,5.75,98.75,1009:458:4,0.04,0.043478260869565,0.97857142857143,0.94168096054889,1,1,1
Carangoides,bajad,5.25,99.25,1009:459:1,0.07,0.08695652173913,0.96666666666667,0.88679245283019,1,1,1
Carangoides,bajad,1.75,102.25,1010:112:3,0.02,1,1,0.46826758147513,0.048,1,1
Carangoides,bajad,3.75,104.75,1010:134:4,0.13,0.1304347826087,1,1,1,1,1
Carangoides,bajad,4.25,104.25,1010:144:1,0.09,0.08695652173913,1,1,1,1,1
Carangoides,bajad,4.75,104.75,1010:144:4,0.09,0.08695652173913,1,1,1,1,1
Carangoides,bajad,0.75,108.75,1010:208:4,0.17,1,1,1,0.168,1,1
Carangoides,bajad,2.25,107.25,1010:227:1,0.04,0.043478260869565,1,1,1,1,1
Carangoides,bajad,2.75,108.25,1010:228:3,0.09,0.08695652173913,1,1,1,1,1
Carangoides,bajad,3.25,105.25,1010:235:1,0.09,0.08695652173913,1,1,1,1,1
Carangoides,bajad,3.25,109.75,1010:239:2,0.04,0.043478260869565,1,1,1,1,1
Carangoides,bajad,6.25,104.25,1010:364:1,0.04,0.043478260869565,1,1,1,1,1
Carangoides,bajad,7.25,103.25,1010:373:1,0.13,0.1304347826087,1,1,1,1,1
Carangoides,bajad,5.25,106.75,1010:456:2,0.17,0.17391304347826,1,1,1,1,1
Carangoides,bajad,5.75,106.25,1010:456:3,0.13,0.1304347826087,1,1,1,1,1
